#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
167;Otvaraju se fabrike u Mostaru, u kojima rade i Hrvati, i Srbi i Bošnjaci.;Factories are being opened in Mostar in which Croats, Serbs and Bosniaks work together;women;life together;4.0;1.0;;5;20.1;1.0;;20;10.0;Inclusivity;1;0;Integration and Acceptance;Economic Activity & Livelihoods;Culture & Society;;;1.734475;3.661017;1.433628;0.0;0.3;1.956522
185;Posao se ne dobiva preko štele;One does not get employed through nepotism;youth;life together;2.0;3.0;;5;20.2;4.2;;20;2.0;Hiring & employment;4;2.0;Corruption;Economic Activity & Livelihoods;Rights & Dignity;-1.0;2.0;1.734475;1.830508;4.300885;0.0;0.3;1.521739
213;Roditelji potiču djecu da upoznaju djecu s druge strane Grada;Parents encourage their children to meet peers from the other side of the town;women;life together;;2.0;3.0;5;15.3;6.1;2022-01-28 00:00:00;15;3.0;Parenting;6;10.0;Us V Them;Culture & Society;Culture & Society;-2.0;2.0;1.734475;0.0;2.867257;2.745763;0.768501;1.780303
274;U Mostaru se djeca kući odgajaju za suživot.;The children are being raised to live in coexistence in Mostar;men;life together;1.0;2.0;2.0;5;19.5;15.3;;19;5.0;Family-based Education;15;3.0;Parenting;Rights & Dignity;Culture & Society;-1.0;1.0;1.734475;0.915254;2.867257;1.830508;2.410714;1.370968
37;Došle nemaju prednost pri zapošljavanju u odnosu na Mostarce.;The newcomers do not have an advantage in employment compared to the people of Mostar.;women;life together;2.0;;2.0;4;4.2;20.2;;4;2.0;Corruption;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;2.0;2.0;1.38758;1.830508;0.0;1.830508;1.006211;1.08
45;Građani ne bacaju smeće sa balkona u Franjevačkoj.;The tenants don't throw garbage from their balconies in Franjevačka street;women;life together;;;4.0;4;18.2;3.2;;18;2.0;Waste prevention;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;0.0;4.0;1.38758;0.0;0.0;3.661017;0.483582;1.272727
46;Gradsko javno zemljište ne uzurpiraju pojednici s političkim vezama, nego se ono pretvara u park.;City, public land is not usurped by corrupted individuals, but is rather turned into a park;men;life together;2.0;1.0;1.0;4;4.3;3.1;;4;3.0;Non-violent Crime;3;10.0;Open Spaces;Rights & Dignity;Culture & Society;;;1.38758;1.830508;1.433628;0.915254;1.006211;1.272727
70;Kamioni ne prave zastoje i ne uništavaju ceste (npr. kod Rondoa) jer ne prolaze kroz grad.;Trucks don't cause traffic jams and don't ruin the streets (for example, at the maiin round-about) because they pass through the city.;youth;life together;3.0;;1.0;4;21.2;17.1;;21;2.0;Traffic;17;10.0;Roads;Culture & Society;Economic Activity & Livelihoods;;;1.38758;2.745763;0.0;0.915254;18.0;0.833333
77;Kulturne institucije u Mostaru nisu podijeljene na nacionalnoj osnovi.;Cultural institutions in Mostar are not divided based on nationality;women;life together;3.0;;1.0;4;3.4;9.1;;3;4.0;Integration;9;10.0;City politics;Culture & Society;Rights & Dignity;;;1.38758;2.745763;0.0;0.915254;0.168312;1.302326
93;Ljudi se međusobno pomažu bez obzira na vjeru i naciju;People help each other regardless of their religion or nationality;women;life together;2.0;1.0;1.0;4;6.1;6.9;;6;10.0;Us V Them;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;;;1.38758;1.830508;1.433628;0.915254;0.104449;1.424242
