#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
114;Pumpa za navodnjavanje nije ukradena u Potocima.;The irrigation pump was not stolen in Potoci.;men;life together;3.0;;;3;17.6;4.3;;17;6.0;Water/agriculture;4;3.0;Non-violent Crime;Economic Activity & Livelihoods;Rights & Dignity;3;3.0;0.889831;3.088235;0.0;0.0;0.340909;0.580645
137;Žena iz Potoka voli svoje naselje zbog toga što postoji zajednički život između ljudi različitih nacija.;A woman from Potoci loves her community because there is life together between people of different nations.;women;life together;1.0;1.0;;2;3.2;13.0;;3;2.0;Public Ownership;13;0;Media;Culture & Society;Culture & Society;0;1.0;0.59322;1.029412;1.060606;0.0;0.10167;1.0
138;Djeca različitih nacionalnosti se druže u Potocima;Children of different nationalities hang out together in Potoci.;men;life together;;;2.0;2;11.0;15.5;;11;0.0;Socializing;15;5;Inclusion;Culture & Society;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;0.368421;0.478261
139;Bošnjak iz Potoka je izgubio i oca i majku u Srebrenici, ali zajedno živi i sa Srbima, i Hrvatima i Bošnjacima.;A Bosniak from Potoci lost his father and mother in Srebrenica, but he lives together with Serbs, Croats and Bosniaks.;men;life together;2.0;;;2;6.9;7.6;;6;9.0;Ethno-religious identity;7;6.0;Intergroup;Culture & Society;Dealing with the Past;2;2.0;0.59322;2.058824;0.0;0.0;0.048234;0.666667
140;Mladić koji je rođen u Čapljini, a živi u Potocima, ima prijatelje s kojima izlazi u oba mjesta.;The young man, who was born in Čapljina and lives in Potoci, has friends with whom he goes out with in both places.;youth;life together;;;2.0;2;6.2;11.0;;6;2.0;Personal relationships;11;0;Socializing;Culture & Society;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;0.048234;0.95
141;Kada neko zna gdje je neko slab, ne koristi to protiv njih.;When someone knows where someone else is weak, they don’t use it against them.;youth;life together;;;2.0;2;6.2;1.1;;6;2.0;Personal relationships;1;10.0;Personal value;Culture & Society;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;0.048234;0.452381
142;Djevojka Hrvatica iz Potoka je znala za folklorni događaj, jer nema nedostatka u komunikaciji.;A Croatian girl from Potoci knew about the folklore event, because there is no lack of communication.;youth;life together;;;2.0;2;3.7;10.4;;3;7.0;Activities;10;4.0;Public information;Culture & Society;Rights & Dignity;0;2.0;0.59322;0.0;0.0;1.372549;0.10167;1.04
143;U park u Potocima, bez obzira gdje se park nalazi, dolaze osobe svih nacionalnosti.;People of all nationalities come to the park in Potoci, regardless of where the park is located.;youth;life together;;2.0;;2;3.1;3.4;;3;10.0;Open Spaces;3;4.0;Integration;Culture & Society;Culture & Society;-2;2.0;0.59322;0.0;2.121212;0.0;0.10167;0.529412
144;"Ljudi iz Potoka su napravili Facebook grupu ""Potoci"" koju svi prate.";"People from Potoci have created a Facebook group ""Potoci"" that everyone follows.";youth;life together;;;2.0;2;6.5;3.2;;6;5.0;Technology;3;2.0;Public Ownership;Culture & Society;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;0.048234;0.529412
145;"Na Facebook grupi ""Potoci"" objavljuju se događaji tako da svi znaju šta se dešava.";"Events are published on the Facebook group ""Potoci"" so that everyone knows what is happening.";youth;life together;1.0;1.0;;2;6.5;10.4;;6;5.0;Technology;10;4.0;Public information;Culture & Society;Rights & Dignity;0;1.0;0.59322;1.029412;1.060606;0.0;0.048234;1.04
146;Ljudi iz Potoka idu na Rujište da se druže.;People from Potoci go to Rujište to hang out.;youth;life together;;1.0;1.0;2;11.0;3.5;;11;0.0;Socializing;3;5;Use of outdoors;Culture & Society;Culture & Society;-1;1.0;0.59322;0.0;1.060606;0.686275;0.368421;0.529412
147;U Potocima nema onih koje se ponašaju nemoralno.;There are no people who behave immorally in Potoci.;youth;life together;1.0;1.0;;2;1.1;23.1;;1;10.0;Personal value;23;10.0;Mental Health;Culture & Society;Rights & Dignity;0;1.0;0.59322;1.029412;1.060606;0.0;0.175439;1.0
