#;Indicator_BHS;Indicator English;Focus Group;Concept;M;F;Y;Total;Code_1;Code_2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-M;Imp-F;Imp-Y;Imp-Cat1;Imp-Cat2
47;Hrvata, koji je imao bolesne bubrege, je doktor Bošnjak odmah smjestio u Južni logor na liječenje.;"A Croat with kidney failure was immediately placed in Južni logor (Cantonal Hospital ""Dr. Safet Mujić"") by a Bosniak doctor";men;life together;1;1;1;3;10.8;6.9;;10;8;Medical;6;9;Ethno-religious identity;Rights & Dignity;Culture & Society;0;1;0.00;0.00;0.00;0.00;0.00;0.00
158;Odlazak kod psihologa je besplatan;Psychological counseling is free of charge;youth;life together;0;0;1;1;10.8;;;10;8;Medical;0;0;0;Rights & Dignity;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00
165;Osobe koje su u strankama ne ismijavaju mlade ljude s diplomama koji nemaju posao.;People who are in (political) parties do not make fun of young people with diplomas who do not have a job.;men;life together;0;3;1;4;9.9;20.5;;9;9;Political parties;20;5;Youth employment;Rights & Dignity;Economic Activity & Livelihoods;-3;0;0.00;0.00;0.00;0.00;0.00;0.00
207;Projekti NVO-a okupljaju djecu iz čitavog Mostara.;NGO projects gather children from all over Mostar.;women;life together;0;1;0;1;9.7;15.5;;9;7;Citizens' associations;15;5;Inclusion;Rights & Dignity;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
269;U Mostaru postoje višenacionalna udruženja.;There are multi-national associations in Mostar;men;life together;0;0;2;2;9.7;6.9;;9;7;Citizens' associations;6;9;Ethno-religious identity;Rights & Dignity;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
203;Povjerenik MZ u Podhumu zove komunalno preduzeće kad padne grana tokom bure.;The commissioner of Podhum's MZ calls the public utility company when branches fall during a storm.;men;life together;2;1;3;6;9.6;10.7;;9;6;Mjesna zajednica;10;7;Animals;Rights & Dignity;Rights & Dignity;1;1;0.00;0.00;0.00;0.00;0.00;0.00
202;Povjerenik MZ Podhum traži od Gradske uprave Mostar da se komunalni problemi otklone.;The commissioner of MZ Podhum asks the city authorities to solve their local problems;men;life together;2;2;0;4;9.6;9.4;;9;6;Mjesna zajednica;9;4;Accessibility;Rights & Dignity;Rights & Dignity;0;0;0.00;0.00;0.00;0.00;0.00;0.00
201;Povjerenik MZ Podhum prijavljuje komunalne probleme Gradskoj upravi Mostar.;The commissioner of MZ Podhum reports the local problems to Mostar's city government;men;life together;0;1;1;2;9.6;9.4;;9;6;Mjesna zajednica;9;4;Accessibility;Rights & Dignity;Rights & Dignity;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
138;MZ Podhum dostavlja Gradskom vijeću probleme, koje su iznijeli građani.;MZ Podhum submits problems raised by citizens to the City Council.;men;life together;1;0;0;1;9.6;9.3;;9;6;Mjesna zajednica;9;3;Political functionality;Rights & Dignity;Rights & Dignity;1;0;0.00;0.00;0.00;0.00;0.00;0.00
114;Ljudi u Podhumu znaju ko im je povjerenik MZ.;People in Podhum know who their MZ commissioner is.;men;life together;1;2;3;6;9.6;;;9;6;Mjesna zajednica;0;0;0;Rights & Dignity;0.00;-1;1;0.00;0.00;0.00;0.00;0.00;0.00
227;Stanovnici u Mostaru su zadovoljni s radom svojih MZ.;People in Mostar are satisfied with the work of their MZ.;women;life together;0;2;1;3;9.6;;;9;6;Mjesna zajednica;0;0;0;Rights & Dignity;0.00;-2;0;0.00;0.00;0.00;0.00;0.00;0.00
183;Političko vodstvo ublažavanjem retorike potiče zajednički život u Mostaru , a ne podjele.;By softening the rhetoric, the political leadership encourages living together in Mostar, not divisions.;women;life together;1;0;0;1;9.2;8.4;;9;2;Political accountability;8;4;Politics;Rights & Dignity;Culture & Society;1;0;0.00;0.00;0.00;0.00;0.00;0.00
239;Svaki predsjednik radi za dobrobit svih naroda BiH;Each president works for the common good of all people in Bosnia and Herzegovina;youth;life together;0;1;0;1;9.2;;;9;2;Political accountability;0;0;0;Rights & Dignity;0.00;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
240;Svi koji rade u Gradskoj upravi u Mostaru se slažu jedni s drugima.;Everyone who works in the Mostar City Administration gets along well with each other.;men;life together;0;0;1;1;9.1;6;;9;10;City politics;6;0;Social Relations;Rights & Dignity;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
326;Žena rođena u miješanom braku i kojoj su otac i brat ubijeni u ratu, može da živi sa svim ljudima u Mostaru, bez obzira na njihovu nacionalnost.;A woman born in a mixed marriage and whose father and brother were killed in the war can live with all people in Mostar, regardless of their nationality.;women;life together;0;1;1;2;7.1;6.9;;7;10;Memorialization;6;9;Ethno-religious identity;Dealing with the Past;Culture & Society;;;0.00;0.00;0.00;0.00;0.00;0.00
302;Ulice u Mostaru se ne zovu po ratnim zločincima.;There are no streets in Mostar named after the war criminals;men;life together;0;1;2;3;7.1;;;7;10;Memorialization;0;0;0;Dealing with the Past;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
265;U Mostaru nema murala sa slikama ratnih zločinaca.;There aren't any murals of war criminals in Mostar;men;life together;1;0;1;2;7.1;;;7;10;Memorialization;0;0;0;Dealing with the Past;0.00;1;0;0.00;0.00;0.00;0.00;0.00;0.00
42;Grad Mostar nije podijeljen na lijevu i zapadnu stranu.;The city of Mostar is not divided on east (left) and west (right) side;women;life together;0;1;0;1;7;3.4;;7;0;Legacies of War;3;4;Integration;Dealing with the Past;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
140;Na području Mostara su otvorene tvornice u kojima zajedno rade ljudi svih nacija.;The factories are being opened in Mostar where people of all nationalities can work together;women;life together;1;2;0;3;6.9;20.2;;6;9;Ethno-religious identity;20;2;Hiring & Employment;Culture & Society;Economic Activity & Livelihoods;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
166;Otvaraju se fabrike u Mostaru, u kojima rade i Hrvati, i Srbi i Bošnjaci.;Factories where Croats, Serbs and Bosniaks work together are being opened in Mostar;women;life together;1;0;0;1;6.9;20.1;;6;9;Ethno-religious identity;20;10;Inclusivity;Culture & Society;Economic Activity & Livelihoods;1;0;0.00;0.00;0.00;0.00;0.00;0.00
131;Mržnja se iskorijenjuje u Mostaru, jer roditelji uče mlađe naraštaje da ne mrze ljude druge vjere.;Hatred is being eradicated in Mostar, because parents teach younger generations not to hate people of other faiths.;women;life together;2;4;3;9;6.9;19.5;;6;9;Ethno-religious identity;19;5;Family-based education;Culture & Society;Rights & Dignity;-2;2;0.00;0.00;0.00;0.00;0.00;0.00
137;Muslimansko dijete se igra s Antom bez ikakvih problema.;Salahudin (a Muslim child) plays with Ante (a Christian child) with no problems at all;men;life together;1;0;1;2;6.9;15.5;;6;9;Ethno-religious identity;15;5;Inclusion;Culture & Society;Culture & Society;1;0;0.00;0.00;0.00;0.00;0.00;0.00
26;Djeca Bošnjaci, Srbi i Hrvati imaju interakciju kroz zajedničke aktivnosti u Mostaru.;Bosniak, Serb and Croat children interact through joint activities in Mostar;men;life together;0;0;1;1;6.9;15.5;;6;9;Ethno-religious identity;15;5;Inclusion;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
5;I Srbi, i Bošnjaci i Hrvati su davali donaciju za obnovu pravoslavne crkve nakon rušenja.;Serbs, Bosniaks and Croats have all given donations for the rebuilding of the Orthodox church;men;life together;1;1;0;2;6.9;14.4;;6;9;Ethno-religious identity;14;4;Religious buildings;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
98;Ljudi svih vjera, koji zajedno rade u fabrikamau Mostaru, se druže na pauzama.;People of all faiths, who work together in factories in Mostar, hang out during breaks.;women;life together;0;0;2;2;6.9;11;;6;9;Ethno-religious identity;11;0;Socializing;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
330;Žena zdravstvena radnica uživa da pomaže ljudima, bez obzira na njihovu vjeru.;A female medical worker enjoys helping people regardless of their religion;women;life together;1;1;0;2;6.9;10.8;;6;9;Ethno-religious identity;10;8;Medical;Culture & Society;Rights & Dignity;;;0.00;0.00;0.00;0.00;0.00;0.00
235;Sva tri naroda treba da skinu 3 pokvarene glave koje ih vode.;All three nationalities have to take off their three broken/otten heads that are leading them.;women;life together;1;0;1;2;6.9;4.2;;6;9;Ethno-religious identity;4;2;Corruption;Culture & Society;Rights & Dignity;1;0;0.00;0.00;0.00;0.00;0.00;0.00
197;Postoji velik broj miješanih brakova;There is a large number of mixed marriages;youth;life together;1;1;0;2;6.9;;;6;9;Ethno-religious identity;0;0;0;Culture & Society;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00
39;Etnički raznolike zajednice/gradovi* imaju više naučnika i umjetnika;Ethnically diverse communities/cities have more scientists and artists;youth;life together;0;0;1;1;6.9;;"Ask Julianne; this is about occupation to me more than education. But I wonder if this is about brain drain or what (the cause) - let's ask the facilitators who were there.";6;9;Ethno-religious identity;0;0;0;Culture & Society;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00
243;Teta (Nada) s prozora polijeva vodom djecu, bez obzira ko su;Miss (Nada) pours water on the children from her window regardless of who they are.;youth;life together;0;0;3;3;6.6;6.9;;6;6;Inter-generational Relations;6;9;Ethno-religious identity;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
161;Organiziraju se zajedničke akcije čišćenja u Mostaru (čišćenje Trimuše, naselja, itd.);Joint cleaning actions are organized in Mostar (cleaning of Trimuša, settlements, etc.);women;life together;1;0;3;4;6.4;18.3;;6;4;Activism;18;3;Environmental Restoration;Culture & Society;Rights & Dignity;1;0;0.00;0.00;0.00;0.00;0.00;0.00
256;U Mostaru ima volontera (briga za napuštene životinje, obroci za stare osobe, čišćenje);There are many volunteers in Mostar (caring for abandoned animals, meals for the elderly, cleaning);men;life together;1;2;5;8;6.4;3.9;;6;4;Activism;3;9;Public Ownership;Culture & Society;Culture & Society;-1;1;0.00;0.00;0.00;0.00;0.00;0.00
103;Ljudi u Mostaru se aktivnije uključuju u razne korisne projekte u zajednici.;People in Mostar are more actively involved in various useful projects in the community.;women;life together;2;2;0;4;6.4;3.9;;6;4;Activism;3;9;Public Ownership;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
91;Ljudi sa strane (Široki, Podveležje, itd.) koji žive u Mostaru se ponačaju kao i starosjedioci.;Newcomers from Široki Brijeg, Podveležje, etc. behave as the native ones;women;life together;0;1;0;1;6.3;6;;6;3;Social Trust;6;0;Social Relations;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
259;U Mostaru ljudi suosjećaju jedni s drugima.;In Mostar, people sympathize with each other.;men;life together;0;1;0;1;6.3;1.3;;6;3;Social Trust;1;3;Social;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
109;Ljudi u Podhumu nisu razjedinjeni.;People in Podhum are not divided;men;life together;0;0;1;1;6.3;;;6;3;Social Trust;0;0;0;Culture & Society;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00
111;Ljudi u Podhumu se posjećuju međusobno;People in Podhum visit each other;women;life together;1;1;0;2;6.2;6.12;;6;2;Personal Relationships;6;12;Neighbor Relations;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
112;Ljudi u Podhumu upoznaju jedni druge i tako im se širi komšiluk;People in Podhum are widening their neighborhood by getting to know each other;women;life together;0;0;2;2;6.2;6.12;;6;2;Personal Relationships;6;12;Neighbor Relations;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
106;Ljudi u Mostaru žive sretno u miješanim brakovima.;People in Mostar live happily in mixed marriages.;women;life together;3;1;4;8;6.2;;;6;2;Personal Relationships;0;0;0;Culture & Society;0.00;2;1;0.00;0.00;0.00;0.00;0.00;0.00
157;Nove i stare komšije se upoznaju.;New and old neighbours get to know each other;men;life together;1;1;1;3;6.12;;;6;12;Neighbor Relations;0;0;0;Culture & Society;0.00;0;1;0.00;0.00;0.00;0.00;0.00;0.00
234;Suživot je dio mentaliteta u Mostaru.;Coexistence is a part of Mostar mentality;men;life together;2;0;1;3;6.11;1.3;;6;11;Cooperation & Coexistence;1;3;Social;Culture & Society;Culture & Society;2;0;0.00;0.00;0.00;0.00;0.00;0.00
211;Roditelji djece, koja treniraju u ŽRK Zrinjski, se ne protive kad ih trenerica vodi na trening u Zalik.;Parents of the children of ŽRK Zrinjski have nothing against their children's trainer taking them for training in Zalik;women;life together;0;0;1;1;6.1;15.5;;6;10;Us V Them;15;5;Inclusion;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
267;U Mostaru niko ne osuđuje pojedince koji su u ratu izgubili nekoga bliskog, ako se distancira od ljudi, koji imaju istu nacionalnosti kao i osobe koje su mu/joj ubili blisku osobu.;In Mostar, no one condemns individuals who lost someone close to them in the war if they distance themselves from people of the same nationality as those who killed a person close to them.;women;life together;0;1;1;2;6.1;7.1;;6;10;Us V Them;7;10;Memorialization;Culture & Society;Dealing with the Past;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
93;Ljudi se međusobno pomažu bez obzira na vjeru i naciju;People help each other regardless of their religion or nationality;women;life together;1;2;1;4;6.1;6.9;;6;10;Us V Them;6;9;Ethno-religious identity;Culture & Society;Culture & Society;-1;1;0.00;0.00;0.00;0.00;0.00;0.00
92;Ljudi sa strane (Široki, Podveležje, itd.) ne nameću građanima Mostara svoj način života;People from outside of Mostar (Široki Brijeg, Podveležje, etc.) don't impose their way of life to the city folk of Mostar.;women;life together;1;3;1;5;6.1;;;6;10;Us V Them;0;0;0;Culture & Society;0.00;-2;1;0.00;0.00;0.00;0.00;0.00;0.00
89;Ljudi nisu ljubomorni ako neko u gradu ima dobro auto.;People aren't jealous when someone has a good car in the city;men;life together;1;0;0;1;6;21;;6;0;Social Relations;21;0;Motor Vehicles;Culture & Society;Culture & Society;1;0;0.00;0.00;0.00;0.00;0.00;0.00
46;Gradsko javno zemljište ne uzurpiraju pojednici s političkim vezama, nego se ono pretvara u park.;City, public land is not usurped by corrupted individuals, but is rather turned into a park;men;life together;1;2;1;4;4.3;3.1;;4;3;Non-violent Crime;3;10;Open spaces;Rights & Dignity;Culture & Society;-1;1;0.00;0.00;0.00;0.00;0.00;0.00
34;Djevojka ne mora dati novac nekome kako bi dobila posao u Mostaru.;A girl doesn't have to give money to someone to get a job in Mostar;women;life together;0;5;0;5;4.2;20.2;;4;2;Corruption;20;2;Hiring & Employment;Rights & Dignity;Economic Activity & Livelihoods;-5;0;0.00;0.00;0.00;0.00;0.00;0.00
37;Došle nemaju prednost pri zapošljavanju u odnosu na Mostarce.;The newcomers do not have an advantage in employment compared to the people of Mostar.;women;life together;0;2;2;4;4.2;20.2;;4;2;Corruption;20;2;Hiring & Employment;Rights & Dignity;Economic Activity & Livelihoods;-2;0;0.00;0.00;0.00;0.00;0.00;0.00
155;Neškolovane došle ne dobijaju poslove za koje nisu kvalifikovani.;Uneducated newcomers do not get jobs for which they are not qualified.;women;life together;0;0;2;2;4.2;20.2;;4;2;Corruption;20;2;Hiring & Employment;Rights & Dignity;Economic Activity & Livelihoods;0;0;0.00;0.00;0.00;0.00;0.00;0.00
236;Svaka osoba dobiva uslugu u Domu Zdravlja a da ne mora nikoga poznavati;Every person can get service at the Community healthcare center without having to know someone;women;life together;0;1;1;2;4.2;10.8;;4;2;Corruption;10;8;Medical;Rights & Dignity;Rights & Dignity;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
252;U javnim preduzećima ne vlada nepotizam.;Nepotism does not rule in public utility companies.;men;life together;0;2;0;2;4.2;10.6;;4;2;Corruption;10;6;Public utilities;Rights & Dignity;Rights & Dignity;-2;0;0.00;0.00;0.00;0.00;0.00;0.00
237;Svaka osoba dobiva uslugu u Gradskoj upravi a da ne mora nikoga poznavati;Everyone can get service in the city government without having to know someone there;women;life together;2;1;0;3;4.2;9.4;;4;2;Corruption;9;4;Accessibility;Rights & Dignity;Rights & Dignity;1;0;0.00;0.00;0.00;0.00;0.00;0.00
4;Gradsko zemljište koriste građani, a ne samo pojedinci.;Public land is used by every citizen and not just the individuals;men;life together;0;1;0;1;4.2;3.1;;4;2;Corruption;3;10;Open spaces;Rights & Dignity;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
305;Ultrasi se više međusobno ne tuku;Ultras (Zrinjski fan club) do not fight among each other anymore.;youth;life together;1;0;1;2;4.1;;;4;10;Sport & Hooliganism;0;0;0;Rights & Dignity;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
115;Ljudi zajedno čiste okoliš oko svojih zgrada u Mostaru.;People clean together around their buildings in Mostar;women;life together;0;1;0;1;3.9;18.3;;3;9;Public Ownership;18;3;Environmental Restoration;Culture & Society;Rights & Dignity;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
59;Kada je požar na Humu, svi iz Podhuma izađu na ulice spremni da gase;When a fire catches on Hum, all people from Podhum go out onto the street, ready to put it out;youth;life together;0;1;2;3;3.9;6.3;;3;9;Public Ownership;6;3;Social Trust;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
192;Postoji kućni red u naselju.;There is a code of conduct in the neighborhood.;women;life together;3;3;0;6;3.9;6.12;;3;9;Public Ownership;6;12;Neighbor Relations;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
205;Pravilnik o kućnom redu poštuju svi stanari.;The code of conduct is respected by all tenants;women;life together;2;2;0;4;3.9;6.12;;3;9;Public Ownership;6;12;Neighbor Relations;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
233;Susjedi pokreću mikroinicijative u svojim naseljima (da se riješi problem nogostupa u Franjevačkoj ulici, da se očisti naselje);"The neighbors initiate small projects within their neigborhoods (to solve the sidewalk issue in Franjevačka street; to clean the neighbourhood)";women;life together;1;2;0;3;3.9;6.12;;3;9;Public Ownership;6;12;Neighbor Relations;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
83;Ljudi koji iznajmljuju stanove u soliterima učestvuju u zajedničkim troškovima;People renting their flats in the apartment buildings participate in common expenses;women;life together;0;1;0;1;3.9;6.12;;3;9;Public Ownership;6;12;Neighbor Relations;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
226;Stanovnici Podhuma sudjeluju u diskusijama o problemima u zajednici.;Residents of Podhum participate in discussions about local issues;women;life together;0;1;0;1;3.9;6;;3;9;Public Ownership;6;0;Social Relations;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
116;Ljudi, porijeklom iz drugih gradova, koji sad žive u Mostaru osjećaju čitav Mostar kao svoj grad.;People, originally from other cities, who now live in Mostar, feel the whole of Mostar as their own city.;women;life together;1;2;1;4;3.9;1.3;;3;9;Public Ownership;1;3;Social;Culture & Society;Culture & Society;-1;1;0.00;0.00;0.00;0.00;0.00;0.00
82;Ljudi izlaze iz kuće, jer u Podhumu ima sadržaja.;People go out of their homes because there are a lot of activities in Podhum;men;life together;0;2;1;3;3.7;11.4;;3;7;Activities;11;4;Informal;Culture & Society;Culture & Society;-2;0;0.00;0.00;0.00;0.00;0.00;0.00
77;Kulturne institucije u Mostaru nisu podijeljene na nacionalnoj osnovi.;Cultural institutions in Mostar are not divided based on nationality;women;life together;0;3;1;4;3.4;9.1;;3;4;Integration;9;10;City politics;Culture & Society;Rights & Dignity;-3;0;0.00;0.00;0.00;0.00;0.00;0.00
271;U Mostaru postoji igrališta gdje se djeca mogu upoznavati kroz igru.;There are playgrounds in Mostar where children can get to know each other through games;women;life together;0;0;2;2;3.1;15.5;;3;10;Open spaces;15;5;Inclusion;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
29;Djeca se zajedno igraju žmurke u dvorištu u MZ Podhum;Children play hide and seek in front of the MZ Podhum.;youth;life together;0;1;5;6;3.1;15;;3;10;Open spaces;15;0;Youth;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
276;U Mostaru se ljudi druže u parku.;In Mostar, people spend time together in parks;men;life together;2;0;0;2;3.1;11;;3;10;Open spaces;11;0;Socializing;Culture & Society;Culture & Society;2;0;0.00;0.00;0.00;0.00;0.00;0.00
48;Igrališta za djecu povezuju i roditelje, jer i oni tu dolaze i pričaju s drugim roditeljima.;Playgrounds connect the parents as well, because they go there and talk to each other;men;life together;0;1;0;1;3.1;11;;3;10;Open spaces;11;0;Socializing;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
266;U Mostaru nema preglasne muzike iz ljetnih bašta kafića.;There is no loud music from summer cafe gardens;women;life together;2;2;2;6;3;;;3;0;Public space;0;0;0;Culture & Society;0.00;0;2;0.00;0.00;0.00;0.00;0.00;0.00
332;Žene iz Gruda, Širokog Brijega, koje rade u Mostaru, žele da pređu na lijevu stranu.;Women from Grude and Široki Brijeg, working in Mostar want to cross to the left side of the city.;women;life together;0;2;0;2;2.3;3.9;;2;3;Movement;3;9;Public Ownership;Security;Culture & Society;;;0.00;0.00;0.00;0.00;0.00;0.00
154;Neretva ne dijeli grad*;The Neretva does not divide the city;women;life together;0;1;2;3;2.3;3.4;;2;3;Movement;3;4;Integration;Security;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
14;90% ljudi u Mostaru nisu pesimisti po pitanju političke situacije.;90% of people in Mostar are not pessimists when it comes to current political situation;men;life together;1;1;0;2;2.2;9.3;;2;2;Confidence;9;3;Political functionality;Security;Rights & Dignity;0;0;0.00;0.00;0.00;0.00;0.00;0.00
108;Ljudi u Podhumu nemaju nikakvih sukoba.;People in Podhum don't have any conflicts;men;life together;0;0;1;1;2;6.3;;2;0;Tranquility/Security;6;3;Social Trust;Security;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
204;Pozdravljamo jedni druge kad se sretnemo na ulici;We greet each other when we meet on the street;youth;life together;0;1;0;1;1.3;6.3;;1;3;Social;6;3;Social Trust;Culture & Society;Culture & Society;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
99;Ljudi u Mostaru, iako ne mogu birati susjede, grade dobre odnose s njima.;People in Mostar, although they cannot choose their neighbors, are building good relations with them.;women;life together;2;1;1;4;1.3;6.12;;1;3;Social;6;12;Neighbor Relations;Culture & Society;Culture & Society;1;1;0.00;0.00;0.00;0.00;0.00;0.00
6;Ljudi, koji su došli s drugim običajima u Mostar, se približavaju kulturi koja vlada u Mostaru.;People who came to Mostar with other customs are getting closer to the culture that prevails in Mostar.;men;life together;0;0;1;1;1.3;6;;1;3;Social;6;0;Social Relations;Culture & Society;Culture & Society;0;0;0.00;0.00;0.00;0.00;0.00;0.00
164;Osoba koja radi u Elektroprivredi ne gleda ostale ljude s visine.;A person working at the Electric company does not look down on others;men;life together;0;1;0;1;1.1;20.8;;1;10;Personal value;20;8;Livelihoods;Culture & Society;Economic Activity & Livelihoods;-1;0;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
