#;Indicator_BHS;Indicator English;Focus Group;Concept;M;F;Y;Total;Code_1;Code_2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-M;Imp-F;Imp-Y;Imp-Cat1;Imp-Cat2
284;U Podhumu komšije pomažu jedni drugima bez obzira na nacionalnost.;Neighbors in Podhum help each other regardless of their nationality;men;peace;0;2;0;2;6.9;6.12;;6;9;Ethno-religious identity;6;12;Neighbor Relations;Culture & Society;Culture & Society;-2;0;0.826086957;0;2.124223602;0;0.710144928;0.710144928
285;U Podhumu paze se i jedni, i drugi i treći.;In Podhum, one looks out for one, the other and the third.;men;peace;1;0;1;2;6.9;6.3;translation?;6;9;Ethno-religious identity;6;3;Social Trust;Culture & Society;Culture & Society;1;0;0.826086957;1.838709677;0;1.06875;0.710144928;0.710144928
296;U soliteru u Franjevačkoj ulici stanari sve tri nacije se super slažu;"In the building ""Solitaire"" in Franjevačka Street, the tenants of all three nations get along great";women;peace;0;1;0;1;6.9;6.3;;6;9;Ethno-religious identity;6;3;Social Trust;Culture & Society;Culture & Society;-1;0;0.413043478;0;1.062111801;0;0.355072464;0.355072464
20;Bošnjak, koji je u ratu 4 godine proveo u rovu, bez problema komunicira s Hrvatom (ratnim vojnim invalidom).;A Bosniak, who had been in the trenches for four years, can normally communicate with a Croat (a disabled war veteran);men;peace;0;1;0;1;6.9;7.5;;6;9;Ethno-religious identity;7;5;Forgiveness;Culture & Society;Dealing with the Past;-1;0;0.413043478;0;1.062111801;0;0.355072464;0.236842105
146;Nacionalni predstavnici sva tri naroda ne proizvode strah među ljudima, da bi tako ostali na vlasti.;The national representatives of all three nations do not produce fear among the people in order to stay in power.;men;peace;1;0;0;1;6.9;8.4;;6;9;Ethno-religious identity;8;4;Politics;Culture & Society;Culture & Society;1;0;0.413043478;1.838709677;0;0;0.355072464;1
67;Kada se ljudi druže bez obzira da li pripadaju istoj religiji;When people socialize regardless of whether they belong to the same religion;youth;peace;0;0;1;1;6.9;11.4;;6;9;Ethno-religious identity;11;4;Informal;Culture & Society;Culture & Society;0;0;0.413043478;0;0;1.06875;0.355072464;0.44
68;Kada su ljudi u mom okruženju svih religija;When the people in my surrounding are from all religions;youth;peace;0;0;3;3;6.9;14.2;;6;9;Ethno-religious identity;14;2;Interfaith relations;Culture & Society;Culture & Society;0;0;1.239130435;0;0;3.20625;1.065217391;1.021276596
141;Na seminarima se okupljaju ljudi različitih nacija i religija;People of different nationalities and religions gather at the seminars;youth;peace;1;1;1;3;6.9;19;;6;9;Ethno-religious identity;19;0;Education;Culture & Society;Rights & Dignity;0;1;1.239130435;1.838709677;1.062111801;1.06875;1.065217391;0.642857143
246;U firmi u Mostaru, u kojoj je gazda Hrvat, većina zaposlenih su Muslimani.;In a company in Mostar, owned by a Croat, most of the employees are Muslims;women;peace;1;0;0;1;6.9;20.1;;6;9;Ethno-religious identity;20;10;Inclusivity;Culture & Society;Economic Activity & Livelihoods;1;0;0.413043478;1.838709677;0;0;0.355072464;0.3
119;Mještani, koji su poslije rata doselili u Podhum, ne upućuju uvrede na nacionalnoj osnovi djevojkama koje prolaze pored kafića „Dario“;People who have moved to Podhum after the war are not insulting girls passing cafe Dario based on their nationality;women;peace;1;0;1;2;6.9;22.2;;6;9;Ethno-religious identity;22;2;Gender based violence;Culture & Society;Culture & Society;1;0;0.826086957;1.838709677;0;1.06875;0.710144928;1.2
120;Mještani, koji u Podhumu žive od prije rata, ne upućuju uvrede na nacionalnoj osnovi djevojkama koje prolaze pored kafića „Dario“;Locals, who have lived in Podhum since before the war, do not insult girls on national grounds who pass by cafe Dario.;women;peace;0;1;1;2;6.9;22.2;;6;9;Ethno-religious identity;22;2;Gender based violence;Culture & Society;Culture & Society;-1;0;0.826086957;0;1.062111801;1.06875;0.710144928;1.2
232;Strani investitori investiraju u BiH, jer se u njoj ne priča o ratu.;Foreign investors invest in Bosnia and Herzegovina, because in Bosnia, war is not being discussed.;men;peace;0;4;3;7;7;20;;7;0;Legacies of War;20;0;Business;Dealing with the Past;Economic Activity & Livelihoods;-4;0;2.891304348;0;4.248447205;3.20625;1.657894737;2.1
7;Mir dugo traje, pa su ljudi zaboravili na rat.;It has been peace for a long time, so people have forgotten about the war;men;peace;0;2;0;2;7.1;2.1;;7;10;Memorialization;2;10;Sense of safety;Dealing with the Past;Security;-2;0;0.826086957;0;2.124223602;0;0.473684211;0.666666667
102;Ljudi u Mostaru ne pričaju o ratu, nego gdje će ići na odmor.;People in Mostar don't talk about the war, but rather where to spend their holidays;men;peace;1;2;0;3;7.1;11.3;;7;10;Memorialization;11;3;Leisure;Dealing with the Past;Culture & Society;-1;0;1.239130435;1.838709677;2.124223602;0;0.710526316;1.32
273;U Mostaru se 25 godina nakon rata više ne priča o ratu.;The war is not the topic 25 years after it ended in Mostar;men;peace;1;3;1;5;7.5;;;7;5;Forgiveness;0;0;0;Dealing with the Past;0;-2;1;2.065217391;1.838709677;3.186335404;1.06875;1.184210526;0
184;Politika ne dovodi do situacije da se u Mostaru ljudi različitih nacionalnosti mrze konstantnim širenjem straha od rata.;Politics does not lead to the situation that people of different nationalities in Mostar hate each other by constantly spreading fear of war.;men;peace;1;0;2;3;9;6.1;;9;0;Governance;6;10;Us V Them;Rights & Dignity;Culture & Society;1;0;1.239130435;1.838709677;0;2.1375;1.111111111;1.065217391
228;Stanovnici znaju da li u Podhumu postoji MZ.;Residents know if Podhum has an MZ.;men;peace;1;0;1;2;9.6;;;9;6;Mjesna zajednica;0;0;0;Rights & Dignity;0;1;0;0.826086957;1.838709677;0;1.06875;0.740740741;0
229;Stanovnici znaju ko je povjerenik MZ u Podhumu.;Residents know who the MZ commissioner of Podhum;men;peace;1;0;0;1;9.6;;;9;6;Mjesna zajednica;0;0;0;Rights & Dignity;0;1;0;0.413043478;1.838709677;0;0;0.37037037;0
272;U Mostaru postoji udruženje koje okuplja ljude iz čitavog grada.;In Mostar, there is an organization gathering people from the whole city;men;peace;0;3;4;7;9.7;1.3;;9;7;Citizens' associations;1;3;Social;Rights & Dignity;Culture & Society;-3;0;2.891304348;0;3.186335404;4.275;2.592592593;1.790697674
268;U Mostaru nisu sva udruženja jednonacionalna.;Not all associations in Mostar are mono-ethnic.;men;peace;0;0;2;2;9.7;6.9;;9;7;Citizens' associations;6;9;Ethno-religious identity;Rights & Dignity;Culture & Society;0;0;0.826086957;0;0;2.1375;0.740740741;0.710144928
250;U gradu postoji KUD (kulturno-umjetničko društvo) gdje se ljudi iskupljaju.;There is a cultural institution in Mostar (KUD - Kulturno-umjetničko društvo) where people gather;men;peace;1;0;0;1;9.7;11;;9;7;Citizens' associations;11;0;Socializing;Rights & Dignity;Culture & Society;1;0;0.413043478;1.838709677;0;0;0.37037037;0.44
62;Kada navijači imaju obaveze (kao posao, porodica, škola) od sjedenja na kavi/kafi i planiranja napada;When sports fans have more obligations (such as a job, family, school) than sitting around, having coffee and planning riots;youth;peace;1;1;1;3;11;4.1;;11;0;Socializing;4;10;Sport & Hooliganism;Culture & Society;Rights & Dignity;0;1;1.239130435;1.838709677;1.062111801;1.06875;1.32;1.209677419
55;Izlazak nije samo klub, nego i šetnja s prijateljima;Going out not only means a club, but also a walk with friends;youth;peace;0;1;1;2;11.1;3.1;;11;10;Cafes and Space;3;10;Open spaces;Culture & Society;Culture & Society;-1;0;0.826086957;0;1.062111801;1.06875;0.88;0.909090909
144;Na tribinama igrališta u Podhumu se roditelji druže dok čekaju djecu da završe s igrom.;Parents spend time together by the seats at the playground in Podhum while they wait for their children;men;peace;1;0;0;1;11.1;3.1;;11;10;Cafes and Space;3;10;Open spaces;Culture & Society;Culture & Society;1;0;0.413043478;1.838709677;0;0;0.44;0.454545455
286;U Podhumu postoji Fronta (kafana) u kojoj se ljudi iskupljaju.;There is a cafe in Podhum named Fronta where people get together;men;peace;1;0;0;1;11.1;;;11;10;Cafes and Space;0;0;0;Culture & Society;0;1;0;0.413043478;1.838709677;0;0;0.44;0
73;Komšije u Podhumu se druže po kućama.;Neighbors in Podhum socialize at one another's homes.;men;peace;1;3;2;6;11.4;6.12;;11;4;Informal;6;12;Neighbor Relations;Culture & Society;Culture & Society;-2;1;2.47826087;1.838709677;3.186335404;2.1375;2.64;2.130434783
306;Velež i Zrinjski nisu vezani za nacionalni ili religijski identitet;Velež and Zrinjski are not tied to any national or religious identity.;youth;peace;0;1;1;2;12;6.9;;12;0;Sport;6;9;Ethno-religious identity;Culture & Society;Culture & Society;;;0.826086957;0;1.062111801;1.06875;0.620689655;0.710144928
194;Postoji malonogometni mjesni, godišnji turnir kod 10. osnovne škole;There is a local, annual futbal tournament by the Elementary school Peter Bakula;youth;peace;0;0;1;1;12.2;3.7;;12;2;Public support for sports;3;7;Activities;Culture & Society;Culture & Society;0;0;0.413043478;0;0;1.06875;0.310344828;0.454545455
139;Na Kantarevcu ima više aktivnosti za više djece (ne samo koncerti i božićni turnir);There are plenty of activities for children at SC Kantarevac (not only concerts and the Christmas tournament);youth;peace;0;4;6;10;12.3;15;;12;3;Activities;15;0;Youth;Culture & Society;Culture & Society;-4;0;4.130434783;0;4.248447205;6.4125;3.103448276;2.535211268
195;Postoji malonogometni mjesni, godišnji turnir kod 10. osnovne škole, gdje svi učestvuju;There is a local, annual futbal tournament by the Elementary school Peter Bakula where everyone can participate;youth;peace;0;1;0;1;12.4;12.2;;12;4;Inclusion;12;2;Public support for sports;Culture & Society;Culture & Society;-1;0;0.413043478;0;1.062111801;0;0.310344828;0.310344828
255;U Mostaru djeca imaju zajedničke aktivnosti (sportske, nastupi);Children in Mostar have joint activities together (sports, performances);men;peace;0;2;1;3;12.4;15.5;;12;4;Inclusion;15;5;Inclusion;Culture & Society;Culture & Society;-2;0;1.239130435;0;2.124223602;1.06875;0.931034483;0.76056338
247;U Gimnaziji Mostar ima 1 zajednički fudbalski/nogometni tim;There is a joint football team in Mostar Gymnasium;youth;peace;0;0;1;1;12.4;19.4;;12;4;Inclusion;19;4;Student activities;Culture & Society;Rights & Dignity;0;0;0.413043478;0;0;1.06875;0.310344828;0.214285714
21;Časna sestra može šetati bilo gdje u gradu;A nun can walk around any part of the city.;youth;peace;1;1;2;4;14;2.3;;14;0;Religion;2;3;Movement;Culture & Society;Security;0;1;1.652173913;1.838709677;1.062111801;2.1375;1.361702128;1.333333333
320;Zbog vjeronauke u školama je manje djece narkomana.;Religious Education is the reason why there are less young drug addicts;men;peace;0;1;0;1;14.1;16.1;;14;10;Religious education;16;10;Prevention;Culture & Society;Rights & Dignity;;;0.413043478;0;1.062111801;0;0.340425532;0.368421053
310;Vjeronauka nije obavezna u školama.;Religious education is not mandatory in schools;men;peace;0;3;0;3;14.1;19;;14;10;Religious education;19;0;Education;Culture & Society;Rights & Dignity;;;1.239130435;0;3.186335404;0;1.021276596;0.642857143
311;Vjeronauka uči djecu o pozitivnim stvarima.;Religious education teaches children about positive things;men;peace;2;0;1;3;14.1;19;;14;10;Religious education;19;0;Education;Culture & Society;Rights & Dignity;;;1.239130435;3.677419355;0;1.06875;1.021276596;0.642857143
327;Žena sa hidžabom druži se sa svima, bez obzira na religiju;A woman with a hijab socializes with everyone, regardless of religion;youth;peace;1;0;2;3;14.2;1.1;;14;2;Interfaith relations;1;10;Personal value;Culture & Society;Culture & Society;;;1.239130435;1.838709677;0;2.1375;1.021276596;0.76744186
328;Žena sa hidžabom može šetati bilo gdje u gradu;A woman with a hijab can walk wherever in the city.;youth;peace;0;2;1;3;14.2;2.3;;14;2;Interfaith relations;2;3;Movement;Culture & Society;Security;;;1.239130435;0;2.124223602;1.06875;1.021276596;1
12;"""Novokomponovani"" u Podhumu ne gledaju ružno kada prođe gospođa koja je obučena prilično njenoj vjeri (s maramom)";"""Newcomers"" in Podhum do not look ugly when a lady who is dressed according to her faith (with a headscarf)";women;peace;0;2;0;2;14.2;6.1;;14;2;Interfaith relations;6;10;Us V Them;Culture & Society;Culture & Society;-2;0;0.826086957;0;2.124223602;0;0.680851064;0.710144928
90;Ljudi različitih vjera su naučili živjeti zajedno u Mostaru;People of different religions learned how to live together in Mostar;women;peace;0;2;5;7;14.2;6.3;;14;2;Interfaith relations;6;3;Social Trust;Culture & Society;Culture & Society;-2;0;2.891304348;0;2.124223602;5.34375;2.382978723;2.485507246
133;Multireligioznost je bogatsvo Mostara.*;Multi-religiousness is Mostar's richness.;men;peace;0;2;2;4;14.2;6.3;;14;2;Interfaith relations;6;3;Social Trust;Culture & Society;Culture & Society;-2;0;1.652173913;0;2.124223602;2.1375;1.361702128;1.420289855
52;Imam iz Podhuma se osjećao ugodno na otvorenju katoličke crkve u Mostaru.;The Imam from Podhum felt comfortable at the opening of the Catholic church in Mostar;men;peace;0;0;1;1;14.2;14.4;;14;2;Interfaith relations;14;4;Religious buildings;Culture & Society;Culture & Society;0;0;0.413043478;0;0;1.06875;0.340425532;0.340425532
324;Žena koja je odnedavno pokrivena, nije nikad imala problema u Podhumu.;A woman who is recently covering her head with a hijab has never had any problems in Podhum;women;peace;0;0;1;1;14.2;22.3;;14;2;Interfaith relations;22;3;Safety and comfort;Culture & Society;Culture & Society;;;0.413043478;0;0;1.06875;0.340425532;0.6
312;Vjerske zajednice u Mostaru su uložile mnogo truda u jačanje međureligijskih odnosa;Religious communities in Mostar have put a lot of effort to strengthen interreligious relations;men;peace;2;0;1;3;14.2;;;14;2;Interfaith relations;0;0;0;Culture & Society;0;;;1.239130435;3.677419355;0;1.06875;1.021276596;0
135;Musliman ide Srbima i Hrvatima na Božić.;Muslims visit Serbs and Croats on Christmas;men;peace;0;0;2;2;14.2;;;14;2;Interfaith relations;0;0;0;Culture & Society;0;0;0;0.826086957;0;0;2.1375;0.680851064;0
136;Muslimanima dolaze katolici i pravoslavci na Bajram.;Orthodox and Catholics visit Muslims on Eid;men;peace;0;0;2;2;14.2;;;14;2;Interfaith relations;0;0;0;Culture & Society;0;0;0;0.826086957;0;0;2.1375;0.680851064;0
287;U Podhumu se čuju ezan s džamije i zvono s katoličke crkve.;The ezan from the mosque and the bell from the Catholic church can be heard in Podhum;men;peace;2;2;1;5;14.4;;;14;4;Religious buildings;0;0;0;Culture & Society;0;0;1;2.065217391;3.677419355;2.124223602;1.06875;1.70212766;0
32;Dječak dobrovoljno pravi narukvice i prodaje ih na šetalištu;A boy voluntarily makes bracelets and sells them at the promenade;youth;peace;0;0;3;3;15.4;3.1;;15;4;Livelihoods;3;10;Open spaces;Culture & Society;Culture & Society;0;0;1.239130435;0;0;3.20625;0.76056338;1.363636364
209;Redovno svratimo do dječaka na šetalištu, porazgovaramo i kupimo narukvice;We regularly stop by the boy on the promenade to chat and buy bracelets;youth;peace;0;0;1;1;15.4;31;;15;4;Livelihoods;31;0;0;Culture & Society;0;0;0;0.413043478;0;0;1.06875;0.253521127;0.6
260;U Mostaru mlade generacije (rođene poslije rata) ne pričaju o ratu.;Younger generations in Mostar (born after the war) don't talk about the war;men;peace;3;0;1;4;15.5;7.1;;15;5;Inclusion;7;10;Memorialization;Culture & Society;Dealing with the Past;3;0;1.652173913;5.516129032;0;1.06875;1.014084507;0.947368421
254;U Mostaru djeca imaju zajednička, višenacionalna udruženja.;In Mostar, children have joint, multinational associations.;men;peace;0;0;1;1;15.5;9.7;;15;5;Inclusion;9;7;Citizens' associations;Culture & Society;Rights & Dignity;0;0;0.413043478;0;0;1.06875;0.253521127;0.37037037
3;Djeca svih nacija u Mostaru idu zajedno u školu.;Children of all ethnicities go to school together;men;peace;1;3;3;7;15.5;19.3;;15;5;Inclusion;19;3;School inclusiveness;Culture & Society;Rights & Dignity;-2;1;2.891304348;1.838709677;3.186335404;3.20625;1.774647887;1.5
19;Bošnjačko dijete, koje živi u Podhumu, ne ignorišu druga djeca koja nisu Bošnjaci.;A Bosniak child living in Podhum is not ignored by other non-Bosniak children;men;peace;2;0;0;2;15.5;;;15;5;Inclusion;0;0;0;Culture & Society;0;2;0;0.826086957;3.677419355;0;0;0.507042254;0
212;"Roditelji koji ne kažu ""Ne trebaš se bojati, neće ti biti ništa tamo"" neće izazvati sumnju kod djece da se možda ipak trebaju bojati";"Parents who say ""Don't be afraid, nothing will happen to you there"" don't arouse suspicion in children that they may still need to be afraid";youth;peace;0;1;0;1;15.6;2.2;44589;15;6;Parenting;2;2;Confidence;Culture & Society;Security;-1;0;0.413043478;0;1.062111801;0;0.253521127;0.333333333
10;U Podhumu roditelji ne brane djeci da se druže s „drugima“.;"Parents in Podhum don't forbid their children to play with ""the others""";men;peace;0;0;1;1;15.6;6.1;44589;15;6;Parenting;6;10;Us V Them;Culture & Society;Culture & Society;0;0;0.413043478;0;0;1.06875;0.253521127;0.355072464
180;Policija reaguje odmah kada stanari prijave da su se pojavili narkomani u ulici Fra Ambre Miletića.;Police instantly respond when the tenants report the presence of drug addicts in Fra Ambro Maletić Street;women;peace;1;1;2;4;16.2;5.1;;16;2;policing;5;10;Accountability;Rights & Dignity;Armed Actors;0;1;1.652173913;1.838709677;1.062111801;2.1375;1.473684211;1.92
31;Djeca u Podhumu nisu svakodnevno izložena prizorima narkomanskih šprica.;Children of Podhum are not seeing drug addicts' syringes daily;women;peace;2;1;1;4;16.4;15;;16;4;Usage;15;0;Youth;Rights & Dignity;Culture & Society;1;1;1.652173913;3.677419355;1.062111801;1.06875;1.473684211;1.014084507
231;Stepenice kod mostića u DUM-u i u Franjevačkoj su ponovo u funkciji pa je ulica zatvorena za promet;The stairs by the bridge between DUM and Franjevačka street are reopened, so the street is closed off from traffic.;women;peace;0;4;1;5;17.1;21.3;;17;10;Roads;21;3;Pedestrian Saftey;Economic Activity & Livelihoods;Culture & Society;-4;0;2.065217391;0;4.248447205;1.06875;1.2;2
191;Postoji igralište u naselju mimo onoga školskog igrališta;There is another playground in Podhum, apart from the school's one;youth;peace;2;2;0;4;17.2;3.1;;17;2;Public Space;3;10;Open spaces;Economic Activity & Livelihoods;Culture & Society;0;0;1.652173913;3.677419355;2.124223602;0;0.96;1.818181818
303;Ulice u Podhumu su osvijetljene i otac ne mora ići po kćerku na Šemovac u 18.15 da bi je dopratio kući u Podhum.;The streets are well-lit in Podhum, so a father doesn't need to go to pick up his daughter at 18:15 from neighbouring Šemovac in order to bring her home to Podhum.;women;peace;1;1;1;3;17.3;2.2;;17;3;Public Lighting;2;2;Confidence;Economic Activity & Livelihoods;Security;;;1.239130435;1.838709677;1.062111801;1.06875;0.72;1
304;Ulice u Podhumu su osvijetljene pa se ljudi osjećaju sigurno kad hodaju navečer.;The streets of Podhum are well-lit so the residents feel safe when they walk around at night;women;peace;0;0;1;1;17.3;2.2;;17;3;Public Lighting;2;2;Confidence;Economic Activity & Livelihoods;Security;;;0.413043478;0;0;1.06875;0.24;0.333333333
318;Vrši se rekonstrukcija srušenih objekata;Demolished buildings are being rebuilt;youth;peace;1;5;5;11;17.4;7.7;;17;4;Buildings;7;7;Infrastructure;Economic Activity & Livelihoods;Dealing with the Past;;;4.543478261;1.838709677;5.310559006;5.34375;2.64;2.605263158
210;Rekonstrukcija i prenamjena nekadašnje Djevojačke škole u biblioteku, co-working prostor za rad i igraonu;Reconstruction and conversion of the former Girls' School into a library, co-working space for work and playroom;youth;peace;0;0;1;1;17.4;15.2;;17;4;Buildings;15;2;Infrastructure;Economic Activity & Livelihoods;Culture & Society;0;0;0.413043478;0;0;1.06875;0.24;0.253521127
300;Učenici Medicinske škole ne bacaju otpatke u parku.;The students from the Medical high school don't throw away their waste in the park;women;peace;0;3;1;4;18.2;15;;18;2;Waste prevention;15;0;Youth;Rights & Dignity;Culture & Society;;;1.652173913;0;3.186335404;1.06875;1;1.014084507
198;Postoji više lokacija besplatni omladinski, edukativni, kulturni centar kao Američki kutak.;There are many free educational, cultural youth centers like the American Corner.;youth;peace;0;5;6;11;19.2;15;;19;2;Non school based education;15;0;Youth;Rights & Dignity;Culture & Society;-5;0;4.543478261;0;5.310559006;6.4125;2.357142857;2.788732394
163;Osoba koja ide u školu na zapadnoj strani grada može ići na fakultet na istočnoj strani grada, i obrnuto;A person going to school on the west side of Mostar can go to a university on the east side and vice versa;youth;peace;1;0;1;2;19.3;2.3;;19;3;School inclusiveness;2;3;Movement;Rights & Dignity;Security;1;0;0.826086957;1.838709677;0;1.06875;0.428571429;0.666666667
28;Djeca se ne uče od vrtića da su djeca drugih nacija protiv njih.;From kindergarten years on, children are not taught that different nationality children are against them.;men;peace;1;1;0;2;19.3;6.9;;19;3;School inclusiveness;6;9;Ethno-religious identity;Rights & Dignity;Culture & Society;0;0;0.826086957;1.838709677;1.062111801;0;0.428571429;0.710144928
143;Na studiji turizma na UNMO ima približno 50% studenata Bošnjaka, a 50% Hrvata;There are 50% of Bosniak and 50% of Croat students studying tourism at Džemal Bijedić University of Mostar;youth;peace;0;0;1;1;19.3;6.9;;19;3;School inclusiveness;6;9;Ethno-religious identity;Rights & Dignity;Culture & Society;0;0;0.413043478;0;0;1.06875;0.214285714;0.355072464
299;U udžbenicima ne piše da je Hrvat ubio Bošnjaka, Srbin Hrvata.;The textbooks don't say that a Croat killed a Bosniak, a Serb killed a Croat;men;peace;0;0;1;1;19.3;7.3;;19;3;School inclusiveness;7;3;Education;Rights & Dignity;Dealing with the Past;;;0.413043478;0;0;1.06875;0.214285714;0.236842105
295;U školi se priča o svim religijama.;There are talks on every religion in school;men;peace;0;0;1;1;19.3;14;;19;3;School inclusiveness;14;0;Religion;Rights & Dignity;Culture & Society;0;0;0.413043478;0;0;1.06875;0.214285714;0.340425532
309;Vjeronauka je ukinuta u školama.;Religious Education is eliminated from schools;men;peace;0;1;0;1;19.3;14.1;;19;3;School inclusiveness;14;10;Religious education;Rights & Dignity;Culture & Society;;;0.413043478;0;1.062111801;0;0.214285714;0.340425532
27;Djeca iz Podhuma idu u istu školu.;The children of Podhum go to the same school;men;peace;1;3;0;4;19.3;15.5;;19;3;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;-2;0;1.652173913;1.838709677;3.186335404;0;0.857142857;1.014084507
18;Bošnjačko dijete iz Podhuma, ide u školu u Podhum, koja mu je udaljena 100 m, i otac je ne mora svaki dan voziti u školu u Donju mahalu.;A Bosniak child from Podhum goes to school in Podhum, which is 100 m away, and her father does not have to drive her to school in Donja mahala every day.;men;peace;1;1;0;2;19.3;15.5;;19;3;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;0;0;0.826086957;1.838709677;1.062111801;0;0.428571429;0.507042254
301;Učenici se u školama ne uče da razlikuju ko je Kristina, ko je Bojana, ko je Emina;Students are not taught to differentiate people based on their names (Kristina, Bojana or Emina);men;peace;0;0;1;1;19.3;15.5;;19;3;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;;;0.413043478;0;0;1.06875;0.214285714;0.253521127
148;Nastavni planovi i programi su jedinstveni u Mostaru.;Teaching curriculums are unique in Mostar.;men;peace;3;6;6;15;19.3;;;19;3;School inclusiveness;0;0;0;Rights & Dignity;0;-3;3;6.195652174;5.516129032;6.372670807;6.4125;3.214285714;0
248;"U Gimnaziji Mostar ima zajedničkih predmeta (""miješana"" informatika)";Mostar Gymnasium has joint subjects such as computer science ('mixed' IT course);youth;peace;0;3;1;4;19.3;;;19;3;School inclusiveness;0;0;0;Rights & Dignity;0;-3;0;1.652173913;0;3.186335404;1.06875;0.857142857;0
13;9. razred škole svake godine organizuje školski nogometni turnir;There is a school football tournament every year organized by nine graders;youth;peace;1;0;1;2;19.4;12.3;;19;4;Student activities;12;3;Activities;Rights & Dignity;Culture & Society;1;0;0.826086957;1.838709677;0;1.06875;0.428571429;0.620689655
100;Ljudi u Mostaru idu na posao i vraćaju se s njega, a niko ih ne dira, niti oni nekoga diraju.;In Mostar, people go to work and back without being bothered or bothering anyone;men;peace;2;2;0;4;20;2;;20;0;Business;2;0;Tranquility/Security;Economic Activity & Livelihoods;Security;0;0;1.652173913;3.677419355;2.124223602;0;1.2;1.333333333
199;Postoji više lokacija kao Code Hub (co-working space);There are more locations like the Code Hub (co-working space);youth;peace;0;1;0;1;20;;;20;0;Business;0;0;0;Economic Activity & Livelihoods;0;-1;0;0.413043478;0;1.062111801;0;0.3;0
125;Mladi ostaju u Mostaru, jer im grad nudi sigurnost u vidu zaposlenja.;Young people stay in Mostar because the local government offers safety in terms of employment;women;peace;1;4;3;8;20.5;9.1;;20;5;Youth employment;9;10;City politics;Economic Activity & Livelihoods;Rights & Dignity;-3;1;3.304347826;1.838709677;4.248447205;3.20625;2.4;2.962962963
78;Ljude koji imaju dovoljne plate ne zanimaju Dodik, Čović i Izetbegović;People who earn enough are not interested in Dodik, Čović and Izetbegović;men;peace;0;0;1;1;20.8;8.4;;20;8;Livelihoods;8;4;Politics;Economic Activity & Livelihoods;Culture & Society;0;0;0.413043478;0;0;1.06875;0.3;1
81;Ljudi imaju platu od koje se može živjeti.;People have a salary from which they can live.;men;peace;3;3;2;8;20.8;;;20;8;Livelihoods;0;0;0;Economic Activity & Livelihoods;0;0;2;3.304347826;5.516129032;3.186335404;2.1375;2.4;0
105;Ljudi u Mostaru žive od svog rada.;People in Mostar can live from their work.;men;peace;0;2;0;2;20.8;;;20;8;Livelihoods;0;0;0;Economic Activity & Livelihoods;0;-2;0;0.826086957;0;2.124223602;0;0.6;0
113;Ljudi u Podhumu žive od izdavanja soba turistima.;People in Podhum live from renting rooms to tourists;men;peace;0;1;0;1;20.9;20.8;;20;9;Tourism;20;8;Livelihoods;Economic Activity & Livelihoods;Economic Activity & Livelihoods;-1;0;0.413043478;0;1.062111801;0;0.3;0.3
169;Parking u Franjevačkoj se napuni kad je misa u crkvi.;The parking lot in Franjevačka street fills up when there is a mass at the church;women;peace;0;1;0;1;21.1;14.3;;21;10;Parking;14;3;Religious beliefs and practices;Culture & Society;Culture & Society;-1;0;0.413043478;0;1.062111801;0;0.4;0.340425532
314;Vozači koji voze kroz Franjevačku ulicu i DUM vode računa o psima;Drivers which drive through Franjevačka street and DUM look out for dogs.;women;peace;0;3;0;3;21.2;10.8;;21;2;Traffic;10;8;Medical;Culture & Society;Rights & Dignity;;;1.239130435;0;3.186335404;0;1.2;0
317;Vozila, koja prolaze korz Franjevačku, ne ugrožavaju sigurnost stanara brzom vožnjom.;Vehicles, passing through Franjevačka street, do not endanger residents' safety by speeding;women;peace;0;4;2;6;21.2;21.3;;21;2;Traffic;21;3;Pedestrian Saftey;Culture & Society;Culture & Society;;;2.47826087;0;4.248447205;2.1375;2.4;2.4
315;Vozači ne ugrožavaju sigurnost stanovnika Franjevačke, jer žele da zaobiđu semafore na Bulevaru;Drivers do not endanger the safety of the inhabitants of Franciscan, because they want to bypass the traffic lights on the Boulevard;women;peace;0;1;0;1;21.2;21.3;;21;2;Traffic;21;3;Pedestrian Saftey;Culture & Society;Culture & Society;;;0.413043478;0;1.062111801;0;0.4;0.4
322;Žena iz Podhuma i poslije rata ima iste prijatelje koje je imala i prije rata.;A woman from Podhum after the war still has the same friends she had before the war;women;peace;3;0;1;4;22;6.2;;22;0;Gender;6;2;Personal Relationships;Culture & Society;Culture & Society;;;1.652173913;5.516129032;0;1.06875;2.4;1.420289855
35;Djevojkama se ne prijeti kada u dresu „Veleža“ prođu pored kafića „Dario“.;Girls are not being threatened walking past cafe Dario wearing a Velež jersey;women;peace;0;2;3;5;22.2;6.1;;22;2;Gender based violence;6;10;Us V Them;Culture & Society;Culture & Society;-2;0;2.065217391;0;2.124223602;3.20625;3;1.775362319
