#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
136;U Cernici postoji policajac pozornik;There is a patrol policeman in Cernica.;men;peace;1.0;2.0;;3;5.2;;;5;2.0;Interactions;0;0;0;Armed Actors;0;-1;1;0.715318;0.574913;1.875;0.0;0.252551;0.0
137;Žena s bebom u kolicima može proći kroz prolaz pored „Rođenih“, jer tu nema parkiranih auta;"A woman with her baby in a stroller can pass through the passage next to ""Rodenih"" because there, there aren't any parked cars.";youth;peace;2.0;;1.0;3;21.3;21.1;;21;3.0;Pedestrian Safety;21;10.0;Parking;Culture & Society;Culture & Society;2;1;0.715318;1.149826;0.0;0.720524;0.415966;0.728571
138;Ne stvara se zastoj u dvosmjernoj ulici pored bivšeg suda u Cernici, jer ljudi ne parkiraju vozila sa strane;There is no traffic jam in the two-way street next to the former court in Cernica, because people do not park vehicles on the side;youth;peace;1.0;1.0;1.0;3;21.1;21.3;;21;10.0;Parking;21;3.0;Pedestrian Safety;Culture & Society;Culture & Society;0;1;0.715318;0.574913;0.9375;0.720524;0.415966;0.728571
139;Djeca ne govore da ih boli glava ili da im se povraća kako ne bi išli u školu zbog nastavnikovog negativnog ophođenja;Children are not acting that they have headaches or that they’re feeling sick so they couldn’t go to school because of their teacher’s negative behavior.;women;peace;1.0;1.0;1.0;3;19.0;15.0;;19;0.0;Education;15;0;Youth;Rights & Dignity;Culture & Society;0;1;0.715318;0.574913;0.9375;0.720524;1.995968;0.846154
140;U gradu se širi područje gdje žene mogu da same hodaju, jer se osjećaju sigurno.;There is a broad area in the city where women can walk alone, because they feel safe.;youth;peace;2.0;;1.0;3;22.3;2.3;;22;3.0;Safety and comfort;2;3.0;Movement;Culture & Society;Security;2;1;0.715318;1.149826;0.0;0.720524;5.5;0.944444
141;Prisustvo policajca u Šantićevoj nije znak da bi moglo doći do incidenta;The presence of the police in “Šantićeva” street isn’t a sign that there could occur an incident.;youth;peace;1.0;1.0;1.0;3;5.2;2.2;;5;2.0;Interactions;2;2.0;Confidence;Armed Actors;Security;0;1;0.715318;0.574913;0.9375;0.720524;0.252551;0.944444
142;U Cernici (ulica Adema Buća) djeca slobodno šetaju bez straha od brzih vozila/saobraćaja;In Cernica, in “Adema Buća” street, children take a walk freely without fear of the speeding cars/traffic.;men;peace;2.0;1.0;;3;21.3;2.2;;21;3.0;Pedestrian Safety;2;2.0;Confidence;Culture & Society;Security;1;1;0.715318;1.149826;0.9375;0.0;0.415966;0.944444
143;Za ženom koja rano ide na posao ne idu dvojica nepoznatih muškaraca brzim korakom;Early in the morning, two unknown male figures are not quickly following a woman who’s going to work.;women;peace;3.0;;;3;22.3;2.3;;22;3.0;Safety and comfort;2;3.0;Movement;Culture & Society;Security;3;3;0.715318;1.724739;0.0;0.0;5.5;0.944444
144;Policija na terenu ostaje duže od 5 minuta;The police stay longer than 5 minutes at the place where an accident happens.;women;peace;1.0;;2.0;3;5.1;;;5;10.0;Accountability;0;0;0;Armed Actors;0;1;1;0.715318;0.574913;0.0;1.441048;0.252551;0.0
145;Niko nije vidio da su se dvije žene od 60 godina pobile.;Nobody sees two 60 year-old women fighting.;verifi.;peace;3.0;;;3;22.1;4.4;;22;10.0;Gender norms;4;4.0;Violent Crime;Culture & Society;Rights & Dignity;3;3;0.715318;1.724739;0.0;0.0;5.5;0.664671
146;Svi stanari u MZ Cernica se osjećaju odgovornim za svoja djela;All tenants that live in the MZ Cernica feel responsible for their action.;verifi.;peace;3.0;;;3;3.2;6.12;;3;2.0;Public Ownership;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;3;3;0.715318;1.724739;0.0;0.0;0.180921;0.663934
169;Mlađi igraju lopte na igralištu na Bulevaru;Youth play soccer on the playground in Bulevar.;youth;peace;2.0;;;2;3.1;15.0;;3;10.0;Open Spaces;15;0;Youth;Culture & Society;Culture & Society;2;2;0.476879;1.149826;0.0;0.0;0.120614;0.564103
170;Djeca ne lupaju loptom u 14:00 kad ljudi spavaju;Children do not make any noise with balls at 14:00 when people are sleeping.;youth;peace;1.0;1.0;;2;15.0;6.12;;15;0.0;Youth;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;0;1;0.476879;0.574913;0.9375;0.0;0.192308;0.442623
171;Očevi izvode malu djecu na Bulevar da se igraju;In Bulevar, fathers take their children out to play.;youth;peace;2.0;;;2;22.1;3.1;;22;10.0;Gender norms;3;10.0;Open Spaces;Culture & Society;Culture & Society;2;2;0.476879;1.149826;0.0;0.0;3.666667;0.421053
172;Na imaginarnim, nacionalističkim granicama Bulevara između dvije strane, katoličke i muslimanske, ne dešavaju se bitke između navijača Veleža i Zrinjskog, starosti od 16-25 godina;On the imaginary and nationalistic border separating two sides, Catholic and Muslim, young Zrinjski and Velež fans between the ages of 16 and 25 do not start any fights.;youth;peace;1.0;;1.0;2;8.3;6.1;;8;3.0;Sports and hooliganism;6;10.0;Us V Them;Culture & Society;Culture & Society;1;1;0.476879;0.574913;0.0;0.720524;1.71875;0.442623
173;Navijači sa zapadne strane ne dolaze na igralište VI osnovne škole da prave incidente kad djeca igraju fudbal;Fans from the West side do not come to the playground, which is a part of Primary School VI, to cause trouble while children are playing soccer.;youth;peace;1.0;1.0;;2;4.1;15.0;;4;10.0;Sport & Hooliganism;15;0;Youth;Rights & Dignity;Culture & Society;0;1;0.476879;0.574913;0.9375;0.0;0.053407;0.564103
174;Djeca s Bulevara i iz Cernice su sredili igralište na Bulevaru;Children from Bulevar and Cernica fixed the playground in Bulevar.;youth;peace;2.0;;;2;15.1;3.8;;15;10.0;Engagement;3;8.0;Condition;Culture & Society;Culture & Society;2;2;0.476879;1.149826;0.0;0.0;0.192308;0.421053
175;Djeca i mladi s Bulevara i iz Cernice su čistili teren;Children and youth from Bulevar and Cernica cleaned up the area.;youth;peace;2.0;;;2;15.1;6.4;;15;10.0;Engagement;6;4.0;Activism;Culture & Society;Culture & Society;2;2;0.476879;1.149826;0.0;0.0;0.192308;0.442623
176;Čovjek, kojem lopta s igrališta doleti u dvorište, ne probuši loptu;A man, in whose backyard a ball lands from the playground, does not deflate the ball.;youth;peace;;;2.0;2;6.6;6.12;;6;6.0;Inter-generational Relations;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;0;2;0.476879;0.0;0.0;1.441048;0.100182;0.442623
177;Mladi s Bulevara i iz Cernice koji su se povezali u „Novom mostu“ su nastavili da se dalje druže i na drugim mjestima (u parku);Young people from Bulevar and Cernica that met in “Novi Most” are still on good terms and hang out in other places (in the park);youth;peace;1.0;1.0;;2;9.7;11.1;;9;7.0;Citizens' associations;11;10.0;Cafes and Space;Rights & Dignity;Culture & Society;0;1;0.476879;0.574913;0.9375;0.0;0.278716;1.0
178;Ljudi rješavaju svoje male lokalne probleme i tako stvaraju mogućnost za rješavanje većih problema;People solve their small local problems, thereby create an opportunity to solve their community’s larger problems.;men;peace;2.0;;;2;3.2;6.4;;3;2.0;Public Ownership;6;4.0;Activism;Culture & Society;Culture & Society;2;2;0.476879;1.149826;0.0;0.0;0.120614;0.442623
179;Roditelji mogu utjecati na djecu da ne ostaju dokasno vani;Parents can teach their children not to stay out late.;women;peace;1.0;;1.0;2;19.5;;;19;5.0;Family-based Education;0;0;0;Rights & Dignity;0;1;1;0.476879;0.574913;0.0;0.720524;1.330645;0.0
180;Roditelji djeci ne usađuju sjeme mržnje kroz zabranu da se druže s djecom druge nacije (koja su problematična, bolesna, problematična);Parents do not instill hatred in their children by banning them from associating with children of other nations (who are problematic, sick);women;peace;1.0;;1.0;2;15.2;6.1;2022-02-12 00:00:00;15;2.0;Infrastructure;6;10.0;Us V Them;Culture & Society;Culture & Society;1;1;0.476879;0.574913;0.0;0.720524;0.192308;0.442623
181;Kod prolaza kod Suda u Cernici su stavljene kamere na kojoj se vidi registracija parkiranih auta pa im se naplaćuju kazne;Surveillance cameras are put by the passsage near the courthouse in Cernica to see the parked cars’ registrations so the owners would have to pay a fine.;youth;peace;;;2.0;2;2.4;21.1;;2;4.0;Technology;21;10.0;Parking;Security;Culture & Society;0;2;0.476879;0.0;0.0;1.441048;0.359477;0.485714
182;U krugu oko stola za stoni tenis nema razbijenog stakla pa se djeca mogu bezbjedno igrati;Children can play safely in the park where the table for table tennis is put, because there is no broken glass around it.;youth;peace;1.0;;1.0;2;3.8;15.0;;3;8.0;Condition;15;0;Youth;Culture & Society;Culture & Society;1;1;0.476879;0.574913;0.0;0.720524;0.120614;0.564103
183;Kontejner je pomjeren dalje od parka na Bulevaru, pa vjetar ne donosi smeće u park koji su djeca s Bulevara očistila;The trash container is moved away from the park in Bulevar so the wind can’t bring any trash in the park which the children from Bulevar have cleaned.;youth;peace;1.0;1.0;;2;18.0;15.1;;18;0.0;Environment;15;10.0;Engagement;Rights & Dignity;Culture & Society;0;1;0.476879;0.574913;0.9375;0.0;3.3;0.564103
184;Igralište na Bulevaru nije ograđeno tankom žicom, koja se već nakon 7 dana uništi;The playground in Bulevar isn’t fenced in with (thin) chiicken wire, which is destroyed 7 days after someone puts it there.;youth;peace;;1.0;1.0;2;3.8;;;3;8.0;Condition;0;0;0;Culture & Society;0;-1;1;0.476879;0.0;0.9375;0.720524;0.120614;0.0
185;Osobe idu na utakmice Veleža da navijaju, a ne da se biju;People go to Velež football matches to cheer for them, not to fight.;youth;peace;1.0;1.0;;2;12.3;4.1;;12;3.0;Activities;4;10.0;Sport & Hooliganism;Culture & Society;Rights & Dignity;0;1;0.476879;0.574913;0.9375;0.0;1.666667;0.443114
186;Mostar je postao turistički centar Hercegovine;Mostar has become a tourist center in Herzegovina.;men;peace;;2.0;;2;20.4;;;20;4.0;Tourism;0;0;0;Economic Activity & Livelihoods;0;-2;2;0.476879;0.0;1.875;0.0;165.0;0.0
187;Dječak se osjeća sigurno i po danu i po noći kada u komšiluku vidi ljude na ulici;A boy feels safe during the day and at night when he sees people in on the street in his neighborhood.;youth;peace;;;2.0;2;2.2;15.0;;2;2.0;Confidence;15;0;Youth;Security;Culture & Society;0;2;0.476879;0.0;0.0;1.441048;0.359477;0.564103
188;Kada vidi da je jedna grupa navijača vidno opremljena palicama, policija reaguje na vrijeme;When they see that one group of fans is visibly equipped with batons, the police react on time;youth;peace;;1.0;1.0;2;4.1;5.1;;4;10.0;Sport & Hooliganism;5;10.0;Accountability;Rights & Dignity;Armed Actors;-1;1;0.476879;0.0;0.9375;0.720524;0.053407;0.408163
189;Kada vidi da je jedna grupa navijača vidno opremljena palicama, policija raspoređuje veću grupu policajaca duž tih ulica;When they see that one group of fans is visibly equipped with batons, the police deploy a larger group of police officers along those streets;youth;peace;1.0;;1.0;2;4.1;5.1;;4;10.0;Sport & Hooliganism;5;10.0;Accountability;Rights & Dignity;Armed Actors;1;1;0.476879;0.574913;0.0;0.720524;0.053407;0.408163
190;U Mostaru odgovorni (policija, sudstvo, tužilaštvo) sankcionišu svakoga ko krši javni red i mir;Accountable people (police, judiciary, prosecution) punish the ones who violate public order and peace.;youth;peace;2.0;;;2;4.0;9.2;;4;0.0;Criminality and Legal Enforcement;9;2.0;Political accountability;Rights & Dignity;Rights & Dignity;2;2;0.476879;1.149826;0.0;0.0;0.053407;0.432432
191;Ne dešavaju se bitke na opasnim mjestima, kao Španski, Bulevar, Cernica;Fights don't take place in dangerous areas, such as Spanish Square, Bulevar, Cernica.;youth;peace;1.0;;1.0;2;4.4;3.1;;4;4.0;Violent Crime;3;10.0;Open Spaces;Rights & Dignity;Culture & Society;1;1;0.476879;0.574913;0.0;0.720524;0.053407;0.421053
192;U cijelom naselju (Bulevar) postoje sigurnosne kamere;There are surveillance cameras all over Bulevar.;men;peace;2.0;;;2;2.4;;;2;4.0;Technology;0;0;0;Security;0;2;2;0.476879;1.149826;0.0;0.0;0.359477;0.0
193;Ljudi, u slučaju potrebe, slobodno zovu policiju bez straha da će im neko zbog toga razbiti prozore;When necessary, people call the police without worrying that someone may break their windows because of it.;men;peace;;;2.0;2;4.3;2.2;;4;3.0;Non-violent Crime;2;2.0;Confidence;Rights & Dignity;Security;0;2;0.476879;0.0;0.0;1.441048;0.053407;0.62963
194;U kasnim satima nije neugodno proći od Bunura prema Cernici, jer ima ljudi.;In late hours of the evening, it isn't uncomfortable to pass from the Bunur bridge towards Cernica because there are people present.;verifi.;peace;2.0;;;2;3.1;2.0;;3;10.0;Open Spaces;2;0;Tranquility/Security;Culture & Society;Security;2;2;0.476879;1.149826;0.0;0.0;0.120614;0.62963
195;Nacionalne stranke ne plaćaju da se prave incidenti pred izbore.;National parties do not pay someone to cause trouble before the elections.;verifi.;peace;;2.0;;2;8.4;4.4;;8;4.0;Politics;4;4.0;Violent Crime;Culture & Society;Rights & Dignity;-2;2;0.476879;0.0;1.875;0.0;1.71875;0.443114
196;Komšije ne posmatraju nijemo nasilje momka nad djevojkom u krugu kod stola za stoni tenis;Neighbors do not observe the silent violence of a boy against a girl in the 'circle' at the ping pong table;women;peace;1.0;;1.0;2;22.2;6.12;;22;2.0;Gender based violence;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;1;1;0.476879;0.574913;0.0;0.720524;3.666667;0.442623
197;Policija i MUP ne štite niti jednog Ultrasa koji učestvuje u napadima;"The police and the Ministry of the Interior are not protecting any ""Ultrasi"" (Zrinski fans) who participate in attacks";women;peace;;2.0;;2;4.1;5.1;;4;10.0;Sport & Hooliganism;5;10.0;Accountability;Rights & Dignity;Armed Actors;-2;2;0.476879;0.0;1.875;0.0;0.053407;0.408163
198;U sokacima u Cernici (Hadžiomerovića, Rudinčeva) blizu silaza na Neretvu nema sumnjivih osoba koje razmjenjuju i broje novac noću;In the alleys in Cernica (Hadžiomerović, Rudinčeva) near the descent to the river Neretva, there are no suspicious persons who exchange and count money at night;women;peace;;2.0;;2;2.0;4.3;;2;0.0;Tranquility/Security;4;3.0;Non-violent Crime;Security;Rights & Dignity;-2;2;0.476879;0.0;1.875;0.0;0.359477;0.443114
199;Roditelji edukuju djecu da droga ne valja;Parents educate their children that drugs aren't good.;women;peace;;;2.0;2;19.5;16.4;;19;5.0;Family-based Education;16;4.0;Usage;Rights & Dignity;Rights & Dignity;0;2;0.476879;0.0;0.0;1.441048;1.330645;0.198198
200;Djevojka smije sama da hoda Bulevarom pored kruga u ponoć;The girl is allowed to walk alone along Bulevar next to the circle at midnight;women;peace;1.0;;1.0;2;22.3;2.3;;22;3.0;Safety and comfort;2;3.0;Movement;Culture & Society;Security;1;1;0.476879;0.574913;0.0;0.720524;3.666667;0.62963
241;U parku pored Marketa ima dosta djece;There are a lot of children in the park near the market.;youth;peace;1.0;;;1;3.1;15.0;;3;10.0;Open Spaces;15;0;Youth;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.060307;0.282051
242;U parku pored Marketa ima dosta starijih osoba;There are many elderly people in the park near the market.;youth;peace;1.0;;;1;3.1;11.4;;3;10.0;Open Spaces;11;4.0;Informal;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.060307;0.5
243;Stariji dolaze da gledaju kako djeca i mladi igraju lopte na igralištu na Bulevaru;The elderly come to watch children and youth play football at the playground in Bulevar.;youth;peace;1.0;;;1;6.6;12.3;;6;6.0;Inter-generational Relations;12;3.0;Activities;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.050091;0.181818
244;Navijači Zrinskog ne dolaze nakon utakmica na Bulevar ili u Šantićevu da prave incidente;Zrinjski fans do not come to cause trouble after the match in Bulevar or on Šantićeva street.;youth;peace;;1.0;;1;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;-1;1;0.238439;0.0;0.9375;0.0;0.026703;0.221311
245;Navijači Zrinjskog, koji imaju 17-20 godina, ne dolaze preko stepenica u prolazu s magistrale u park na Bulevaru, da gađaju kamenjem;Zrinjski fans between the ages of 17 to 20 do not come across the steps from the main road to the park in Bulevar to throw rocks.;youth;peace;;1.0;;1;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;-1;1;0.238439;0.0;0.9375;0.0;0.026703;0.221311
246;Mladi sa zapadne strane ne donose kukaste križeve na Partizansko kada ga posjećuju anti-fašisti;Young people from the west do not bring swastikas to Partizansko when it is visited by anti-fascists;youth;peace;1.0;;;1;8.5;15.0;;8;5.0;Political Symbols;15;0;Youth;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.859375;0.282051
247;U gradu ne postoji niko ko će kupiti sprej s namjerom da crta kukasti križ;There is no one in the city that would intentionally buy spray paint in order to draw swastikas.;youth;peace;1.0;;;1;8.5;1.3;;8;5.0;Political Symbols;1;3.0;Social;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.859375;0.222222
248;U gradu ne postoji niko ko ima želju da nacrta kukasti križ na zidu neke zgrade;There is no one in the city who wants to draw swastikas on a building wall.;youth;peace;1.0;;;1;8.5;1.3;;8;5.0;Political Symbols;1;3.0;Social;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.859375;0.222222
249;Navijači jednog fudbalskog kluba ne crtaju svoje navijačke grafite na drugoj strani grada;Fans that support one football club don’t draw their club’s symbol on the other side of the city.;youth;peace;1.0;;;1;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.026703;0.221311
250;Grupa, koja pravi navijački grafit „1981“ kod Publike, ne snima pjesmu koja vrijeđa drugu stranu;A fan group that makes the “1981” graffiti near Publika, doesn’t sing a song that insults the other side.;youth;peace;;1.0;;1;6.1;4.1;;6;10.0;Us V Them;4;10.0;Sport & Hooliganism;Culture & Society;Rights & Dignity;-1;1;0.238439;0.0;0.9375;0.0;0.050091;0.221557
251;Ljudi koji žive u Cernici uče svoju djecu da ne bacaju smeće u Neretvu;People who live in Cernica teach their children not to throw trash into the Neretva river.;men;peace;;;1.0;1;19.5;18.2;;19;5.0;Family-based Education;18;2.0;Waste prevention;Rights & Dignity;Rights & Dignity;0;1;0.238439;0.0;0.0;0.720524;0.665323;0.25
252;Mladi momak sa istočne strane ima prijatelje sa zapadne strane grada (npr. Vatikan);A young boy from the East side has friends from the West side (for example, Vatikan).;women;peace;;1.0;;1;15.5;;;15;5.0;Inclusion;0;0;0;Culture & Society;0;-1;1;0.238439;0.0;0.9375;0.0;0.096154;0.0
253;Roditelji ne strahuju da će im sina neko izmlatiti u kafiću na zapadnoj strani grada;Parents aren’t afraid that someone will beat up their son in a café bar on the West side.;women;peace;;1.0;;1;4.4;2.0;;4;4.0;Violent Crime;2;0;Tranquility/Security;Rights & Dignity;Security;-1;1;0.238439;0.0;0.9375;0.0;0.026703;0.314815
254;Auta se ne parkiraju po trotoaru na Bulevaru;People don’t park their cars on the sidewalk in Bulevar.;youth;peace;;;1.0;1;21.1;;;21;10.0;Parking;0;0;0;Culture & Society;0;0;1;0.238439;0.0;0.0;0.720524;0.138655;0.0
255;Policija naplati kaznu kad dođe po prijavi, a ne pusti da se vozač samo izvine i ode;A driver has to pay a fine to the police for a driving offense reported by another citizen, he/she cannot just apologize and leave.;youth;peace;;1.0;;1;21.2;5.1;;21;2.0;Traffic;5;10.0;Accountability;Culture & Society;Armed Actors;-1;1;0.238439;0.0;0.9375;0.0;0.138655;0.204082
256;Postoji ograda na trotoaru s južne strane kamene zgrade na Bulevaru.;There is a fence on the sidewalk along the south side of the stone building on Bulevar (street).;verifi.;peace;1.0;;;1;21.3;3.8;;21;3.0;Pedestrian Safety;3;8.0;Condition;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.138655;0.210526
257;Vozači poštuju pješačke prelaze u cijelom Mostaru.;Drivers respect pedestrian crosswalks in all of Mostar.;verifi.;peace;;1.0;;1;21.2;21.3;;21;2.0;Traffic;21;3.0;Pedestrian Safety;Culture & Society;Culture & Society;-1;1;0.238439;0.0;0.9375;0.0;0.138655;0.242857
258;Stubovi od uklonjene ograde nisu ostali oko parka na Bulevaru, kako se neko ne bi povrijedio o njih.;The pillars from the removed fence are not remain around the park in Boulevard, so that no one would get hurt by them.;youth;peace;;1.0;;1;3.1;3.8;;3;10.0;Open Spaces;3;8.0;Condition;Culture & Society;Culture & Society;-1;1;0.238439;0.0;0.9375;0.0;0.060307;0.210526
259;Oko kontejnera za smeće kod Elektroprivrede nije uvijek neuredno;It’s not always messy around the trash containers near the Electric Power Company.;youth;peace;;;1.0;1;10.6;18.1;;10;6.0;Public utilities;18;10.0;Waste management Services;Rights & Dignity;Rights & Dignity;0;1;0.238439;0.0;0.0;0.720524;2.0625;0.25
260;Građani Bulevara i Cernice mogu prijavljivati probleme svojoj MZ;The citizens of Bulevar and Cernica can report any problem to their local MZ.;men;peace;;1.0;;1;9.3;9.6;;9;3.0;Political functionality;9;6.0;Mjesna zajednica;Rights & Dignity;Rights & Dignity;-1;1;0.238439;0.0;0.9375;0.0;0.139358;0.216216
261;Ljudi dobiju odgovor na upite koje su poslali u Gradsku upravu (GU) vezane za infrastrukturne probleme, kao što su kontejneri, svjetlo itd.;The city government answers the questions that people ask about the infrastructure problems such as trash containers, street lights, etc.;men;peace;;1.0;;1;17.0;9.3;;17;0.0;Infrastructure;9;3.0;Political functionality;Economic Activity & Livelihoods;Rights & Dignity;-1;1;0.238439;0.0;0.9375;0.0;0.197133;0.216216
262;Grupa građana koja pokrene inicijativu uređenja plaže Ploča u Cernici dobije podršku od vlasti, a da ne moraju ići privatno kod pojedinca iz vladajuće stranke;A group of citizens who initiate arranging Ploča beach in Cernica receive support from the authorities and don't have to go privately to an individual from the ruling party;men;peace;1.0;;;1;9.3;6.4;;9;3.0;Political functionality;6;4.0;Activism;Rights & Dignity;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.139358;0.221311
263;Prestupnici se sankcionišu novčano;Criminals are punished with a fine.;men;peace;1.0;;;1;4.3;9.3;;4;3.0;Non-violent Crime;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;1;1;0.238439;0.574913;0.0;0.0;0.026703;0.216216
264;Nasilnici se sankcionišu krivično.;Bullies are found guilty and punished.;verifi.;peace;;1.0;;1;9.3;4.4;;9;3.0;Political functionality;4;4.0;Violent Crime;Rights & Dignity;Rights & Dignity;-1;1;0.238439;0.0;0.9375;0.0;0.139358;0.221557
265;Kada se dešavaju prekršaji, policija reaguje u skladu sa zakonom;When violations occur, the police react in accordance with the law;men;peace;1.0;;;1;5.1;4.3;;5;10.0;Accountability;4;3.0;Non-violent Crime;Armed Actors;Rights & Dignity;1;1;0.238439;0.574913;0.0;0.0;0.084184;0.221557
266;Žena iz Cernice radi u Centru 2;A woman from Cernica works in Centar 2.;women;peace;;;1.0;1;20.1;20.2;;20;10.0;Inclusivity;20;2.0;Hiring & employment;Economic Activity & Livelihoods;Economic Activity & Livelihoods;0;1;0.238439;0.0;0.0;0.720524;82.5;0.5
267;Pijani prolaznici, koji se ljeti kasno navečer vraćaju, ne deru se u sokaku kod News Bar-a.;A drunk passer-by, who returns late at night in the summer, does not shout in the alley near the News Bar.;youth;peace;1.0;;;1;16.4;3.0;;16;4.0;Usage;3;0;Public space;Rights & Dignity;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.135135;0.210526
268;Na obalama Neretve nema odbačenih narkomanskih šprica;There aren’t any drug syringes thrown on the shores of the Neretva.;men;peace;;1.0;;1;16.4;3.8;;16;4.0;Usage;3;8.0;Condition;Rights & Dignity;Culture & Society;-1;1;0.238439;0.0;0.9375;0.0;0.135135;0.210526
269;Djeca slobodno silaze na Neretvu bez straha od odbačenih narkomanskih šprica;Children freely climb down to the Neretva river without any fear of discarded drug syringes.;men;peace;;1.0;;1;16.4;23.3;2.12.22;16;4.0;Usage;23;3.0;0;Rights & Dignity;Rights & Dignity;-1;1;0.238439;0.0;0.9375;0.0;0.135135;0.4
270;Djeca i mladi osjećaju se sigurno, jer svi zajedno igraju fudbal na istom mjestu na Bulevaru;Both children and adults feel safe because everyone plays football together in the same place in Bulevar.;youth;peace;;;1.0;1;12.3;2.2;;12;3.0;Activities;2;2.0;Confidence;Culture & Society;Security;0;1;0.238439;0.0;0.0;0.720524;0.833333;0.314815
271;Policajac, koji obezbjeđuje Skupštinu HNK u Šantićevoj, nije stalno u obližnjoj kladionici Premier;The policemen who stands and guards the parliament of Herzegovina-Neretva Canton isn’t always hanging out in the gambling shop Premier.;youth;peace;1.0;;;1;5.1;5.2;;5;10.0;Accountability;5;2.0;Interactions;Armed Actors;Armed Actors;1;1;0.238439;0.574913;0.0;0.0;0.084184;0.204082
272;Navijači Zrinjskog ne smiju dolaziti na Bulevar, jer petkom i subotom navečer barem 2-3 sata stoji 1 marica, koja sprečava bitke;Zrinjski fans are not allowed to come to Bulevar, because on Friday and Saturday evenings because a police vehicle stands there at least 2-3 hours, which prevents battles;youth;peace;;1.0;;1;4.1;5.2;;4;10.0;Sport & Hooliganism;5;2.0;Interactions;Rights & Dignity;Armed Actors;-1;1;0.238439;0.0;0.9375;0.0;0.026703;0.204082
273;Stanari smiju opomenuti mlađe osobe koje remete javni red i mir bez straha da će im ovi sve porazbijati;The tenants may freely warn young people not to disturb the public order and peace without worrying if someone would break everything (their property).;men;peace;;;1.0;1;6.3;4.3;;6;3.0;Social Trust;4;3.0;Non-violent Crime;Culture & Society;Rights & Dignity;0;1;0.238439;0.0;0.0;0.720524;0.050091;0.221557
274;Ne čuje se galama iz parka kod MZ do 2 ili 3 ujutro;No noise is heard from the park by the MZ until 2 or 3 in the morning;men;peace;1.0;;;1;3.1;3.0;;3;10.0;Open Spaces;3;0;Public space;Culture & Society;Culture & Society;1;1;0.238439;0.574913;0.0;0.0;0.060307;0.210526
275;U kasnim satima nije neugodno proći od Bunura prema Cernici, jer ima rasvjete.;It isn't uncomfortable for someone to pass from Bunura to Cernica during the later hours of the night because it is illuminated.;men;peace;1.0;;;1;17.3;2.2;;17;3.0;Public Lighting;2;2.0;Confidence;Economic Activity & Livelihoods;Security;1;1;0.238439;0.574913;0.0;0.0;0.197133;0.314815
276;Problem pasa lutalica iza buregdžinice „Rođeni“ je riješen;Behind the Buregdžinica Rođeni the stray dog issue is solved.;men;peace;1.0;;;1;10.7;;;10;7.0;Animals;0;0;0;Rights & Dignity;0;1;1;0.238439;0.574913;0.0;0.0;2.0625;0.0
277;U Cernici i Bulevaru nema tenzija i nasilja kada se igraju fudbalske utakmice;During a soccer match, there aren’t any fights or tensions in Cernica and Bulevar.;women;peace;;;1.0;1;12.3;4.1;;12;3.0;Activities;4;10.0;Sport & Hooliganism;Culture & Society;Rights & Dignity;0;1;0.238439;0.0;0.0;0.720524;0.833333;0.221557
278;Ultrasi ne borave u krugu;Ultrasi (Zrinski football fans) don’t hang out in the circle (in Bulevar).;women;peace;;;1.0;1;3.1;4.1;;3;10.0;Open Spaces;4;10.0;Sport & Hooliganism;Culture & Society;Rights & Dignity;0;1;0.238439;0.0;0.0;0.720524;0.060307;0.221557
279;Komšija ne pušta svoje pse bez brnjice da borave u sokacima MZ Cernica dva dana;A neighbor doesn’t let his/her dogs walk freely in the alley without muzzles in Cernica for two days.;women;peace;;;1.0;1;10.7;6.12;;10;7.0;Animals;6;12.0;Neighbor Relations;Rights & Dignity;Culture & Society;0;1;0.238439;0.0;0.0;0.720524;2.0625;0.221311
