#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
177;Ljudi u Zaliku se ne svađaju oko parking mjesta;People in Zalik don't argue about parking spots.;youth;life together;2.0;;2.0;4;21.1;6.3;;21;10.0;Parking;6;3.0;Social Trust;Culture & Society;Culture & Society;;;0.793792;1.350943;0.0;0.800895;6.62963;0.704
178;Ljudi ne upozoravaju osobe iz drugih mjesta da će ih neko pretući, jer se drugačije zovu.;People don't tell individuals who come from other places that someone will attack them because their they are named differently.;youth;life together;;;4.0;4;6.1;6.8;;6;10.0;Us V Them;6;8.0;Language;Culture & Society;Culture & Society;0.0;4.0;0.793792;0.0;0.0;1.60179;0.065091;0.704
179;Majke lako upoznaju druge mame ispred škole u Zaliku.;Mothers easily meet other mothers in front of the school in Zalik.;women;life together;2.0;1.0;1.0;4;22.0;11.4;;22;0.0;Gender;11;4.0;Informal;Culture & Society;Culture & Society;1.0;1.0;0.793792;1.350943;0.942105;0.400447;4.773333;0.661417
180;Šef dopušta mladiću koji radi u bolnici na Bijelom brijegu da 5 puta dnevno ide na pauzu kako bi klanjao.;A boss allows his employee, who works at the University Clinical Hospital of Mostar Bijeli Brijeg, to take a break five times a day in order to pray.;youth;life together;2.0;;2.0;4;14.3;20.3;;14;3.0;Religious beliefs and practices;20;3.0;Worker's protection and rights;Culture & Society;Economic Activity & Livelihoods;2.0;2.0;0.793792;1.350943;0.0;0.800895;6.62963;0.894737
181;Ljudi koji žive kod Strelišta se organizuju da traže da im se uvede vodovod.;People who live near Strelište (Shooting range) organize themselves to seek that a water supply system be installed.;men;life together;;3.0;1.0;4;6.4;10.6;;6;4.0;Activism;10;6.0;Public utilities;Culture & Society;Rights & Dignity;-3.0;1.0;0.793792;0.0;2.826316;0.400447;0.065091;0.676923
182;U Zaliku nije skučen prostor za omladinu, jer imaju puno kafića gdje se mogu družiti.;In Zalik, space for young people is not cramped, because there are many cafes where they can hang out.;men;life together;3.0;1.0;;4;11.1;15.0;;11;10.0;Cafes and Space;15;0;Youth;Culture & Society;Culture & Society;;;0.793792;2.026415;0.942105;0.0;0.268466;0.709677
183;Trgovci koji rade u Starom gradu ne treba da mole Gradsku upravu da odvoze smeće.;Shops in the Old town don't have to beg the city administration for their trash to be picked up.;women;life together;2.0;2.0;;4;18.1;9.1;;18;10.0;Waste management Services;9;10.0;City politics;Rights & Dignity;Rights & Dignity;;;0.793792;1.350943;1.884211;0.0;0.292484;0.612245
184;Bolnice Bijeli brijeg i Južni logor bolje sarađuju nego bolnice u Sarajevu.;"University Clinical Hospital of Mostar and Cantonal Hospital ""Dr. Safet Mujic"" work together better than hospitals in Sarajevo.";men;life together;;;4.0;4;23.2;6.1;2022-02-12 00:00:00;23;2.0;0;6;10.0;Us V Them;Rights & Dignity;Culture & Society;;;0.793792;0.0;0.0;1.60179;4.773333;0.704
185;Momci iz Bosne nisu jedini u Mostaru koji bi radili za dnevnicu od 40 KM.;Young men from Bosnia aren't the only ones in Mostar who would work for a daily wage of 40KM.;men;life together;1.0;;3.0;4;20.8;15.4;;20;8.0;Livelihoods;15;4.0;Livelihoods;Economic Activity & Livelihoods;Culture & Society;;;0.793792;0.675472;0.0;1.201342;0.55418;0.709677
186;Prošle godine u novembru, nije se morao otkazati fudbalski turnir srednjoškolaca, jer hrvatski dječaci nisu napali bošnjačke dječake na Kanterevcu.;Last November, the football tournament of high schoolers did not have to be cancelled, because Croatian boys didn't attack Bosniak boys at Kantarevac.;women;life together;2.0;;2.0;4;4.1;12.3;;4;10.0;Sport & Hooliganism;12;3.0;Activities;Rights & Dignity;Culture & Society;;;0.793792;1.350943;0.0;0.800895;1.395712;0.4
187;Roditelji imaju vremena da pričaju sa svojom djecom.;Parents have enough time to speak with their kids;men;life together;2.0;1.0;1.0;4;15.2;;2022-02-12 00:00:00;15;2.0;Infrastructure;0;0;0;Culture & Society;0;;;0.793792;1.350943;0.942105;0.400447;0.262463;0.0
188;Ljudi iz Zalika idu i na „ovu“ i na „onu“ stranu i nikad nisu imali problema.;People from Zalik go to this (east) and that (west) side of Mostar and they've never had problems.;women;life together;;;4.0;4;2.3;1.3;;2;3.0;Movement;1;3.0;Social;Security;Culture & Society;;;0.793792;0.0;0.0;1.60179;1.103236;0.607595
189;Kulturni centar Kralj Fahd ima kurseve, na koje idu svi građani Mostara.;The Cultural Center Kralj Fahd (King Fahd) has classes which all Mostar citizens attend.;youth;life together;;;4.0;4;19.2;6.9;;19;2.0;Non-school based education;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;;;0.793792;0.0;0.0;1.60179;2.418919;0.704
190;Momak ne ide u Njemačku, jer u Mostaru ima osiguranu egzistenciju.;The guy is not going to Germany, because he has a secure existence in Mostar.;youth;life together;1.0;;3.0;4;20.7;;;20;7.0;Migration;0;0;0;Economic Activity & Livelihoods;0;;;0.793792;0.675472;0.0;1.201342;0.55418;0.0
191;Roditelji u Mostaru ne sprječavaju svoju djecu da se bave zanimanjima, kao što su vodoinstalater ili keramičar.;Parents in Mostar do not prevent their children from pursuing occupations, such as plumbing or ceramics.;women;life together;3.0;;1.0;4;15.4;15.2;2022-02-12 00:00:00;15;4.0;Livelihoods;15;2.0;Infrastructure;Culture & Society;Culture & Society;;;0.793792;2.026415;0.0;0.400447;0.262463;0.709677
192;Kad stranci dođu u Mostaru, ne kažu da je Mostar prljav.;When foreigners come to Mostar, they don't say that Mostar is dirty.;women;life together;1.0;1.0;2.0;4;20.4;18.0;;20;4.0;Tourism;18;0;Environment;Economic Activity & Livelihoods;Rights & Dignity;;;0.793792;0.675472;0.942105;0.800895;0.55418;0.529412
217;Većina ljudi koji žive u Zaliku međusobno se poznaju;Most people who live in Zalik know each other.;youth;life together;1.0;1.0;1.0;3;6.0;;;6;0.0;Social Relations;0;0;0;Culture & Society;0;;;0.595344;0.675472;0.942105;0.400447;0.048818;0.0
218;Ljudi poznaju ljude iz druge strane grada.;People know people from the other side of the city.;youth;life together;;;3.0;3;6.0;1.3;;6;0.0;Social Relations;1;3.0;Social;Culture & Society;Culture & Society;;;0.595344;0.0;0.0;1.201342;0.048818;0.455696
219;Postoje organizovana veća druženja u Zaliku, a ne samo pri otvaranju pasarele prije 4 godine;There are organized larger gatherings in Zalik, not just at the opening of the Pasarela (footbridge in Zalik) four years ago.;youth;life together;3.0;;;3;11.2;9.1;;11;2.0;Social;9;10.0;City politics;Culture & Society;Rights & Dignity;;;0.595344;2.026415;0.0;0.0;0.20135;0.459184
220;Ljudi ne upozoravaju osobe iz drugih mjesta da je Mostar podijeljen.;People don't warn people from other places that Mostar is divided.;youth;life together;1.0;;2.0;3;6.1;1.3;;6;10.0;Us V Them;1;3.0;Social;Culture & Society;Culture & Society;1.0;1.0;0.595344;0.675472;0.0;0.800895;0.048818;0.455696
221;Djeca se druže uživo, a ne samo virtuelno.;Children hang out in person, not just virtutally.;men;life together;2.0;;1.0;3;6.5;11.0;;6;5.0;Technology;11;0;Socializing;Culture & Society;Culture & Society;;;0.595344;1.350943;0.0;0.400447;0.048818;0.496063
222;Roditelji znaju koje sadržaje gledaju njihova djeca dok borave na internetu.;Parents know what content their children watch while online.;men;life together;2.0;1.0;;3;15.2;6.5;2022-02-12 00:00:00;15;2.0;Infrastructure;6;5;Technology;Culture & Society;Culture & Society;;;0.595344;1.350943;0.942105;0.0;0.196848;0.528
223;Ljudi koji žive u Gornjem Zaliku čiste svoje naselje.;People who live in Gornji Zalik (Upper Zalik) clean their neighborhood.;men;life together;2.0;1.0;;3;18.3;3.2;;18;3.0;Environmental Restoration;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;;;0.595344;1.350943;0.942105;0.0;0.219363;0.375
224;Žena koja radi u bolnici na Bijelom Brijegu slavi i Božić i Bajram sa svojim kolegama.;A woman who works at University Clinical Hospital of Mostar in Bijeli Brijeg celebrates both Christmas and Eid with her coworkers.;women;life together;2.0;;1.0;3;20.1;14.2;;20;10.0;Inclusivity;14;2.0;Interfaith relations;Economic Activity & Livelihoods;Culture & Society;;;0.595344;1.350943;0.0;0.400447;0.415635;1.0
225;Čekaonica u ambulanti u Zaliku nije premala, pa se može ostvariti distanca među pacijentima.;The waiting room at the clinic in Zalik isn't too small, so distance can be created between patients.;women;life together;1.0;2.0;;3;23.2;;2022-02-12 00:00:00;23;2.0;0;0;0;0;Rights & Dignity;0;;;0.595344;0.675472;1.884211;0.0;3.58;0.0
226;Čovjek iz Zalika se liječi na Bijelom brijegu.;A man who lives in Zalik gets treated at the University Clinical Hospital of Mostar in Bijeli Brijeg.;men;life together;;;3.0;3;23.2;1.0;2022-02-12 00:00:00;23;2.0;0;1;0;Integration and Acceptance;Rights & Dignity;Culture & Society;;;0.595344;0.0;0.0;1.201342;3.58;0.455696
227;Ljudi ne glasaju za „svoje“ kanditate, samo da ne bi „drugi“ dobili glasove.;"People don't vote for their ""own"" candidates just so that the ""other ones"" don't get more votes.";men;life together;2.0;1.0;;3;9.3;1.0;;9;3.0;Political functionality;1;0;Integration and Acceptance;Rights & Dignity;Culture & Society;;;0.595344;1.350943;0.942105;0.0;0.365306;0.455696
228;Ljudi u Zaliku udijele novac ukoliko vide prosjake na ulici.;People in Zalik give money if they see beggars on the street.;women;life together;;;3.0;3;6.0;;;6;0.0;Social Relations;0;0;0;Culture & Society;0;;;0.595344;0.0;0.0;1.201342;0.048818;0.0
229;Ljudi u Mostaru su zaposleni, tako da imaju manje vremena za razmišljanje o pravljenjima navijačkih nereda.;People in Mostar are employed, so they have less time to think about creating football fan riots.;women;life together;;;3.0;3;4.1;20.2;;4;10.0;Sport & Hooliganism;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;0.0;3.0;0.595344;0.0;0.0;1.201342;1.046784;0.671053
230;Ljudi mogu planirati odmor, jer znaju da će imati osigurane plate.;People can plan a vacation because they know they will have secured salaries.;women;life together;;;3.0;3;11.3;20.8;;11;3.0;Individual Leisure;20;8.0;Livelihoods;Culture & Society;Economic Activity & Livelihoods;;;0.595344;0.0;0.0;1.201342;0.20135;0.671053
231;Nezaposleni ljudi u Mostaru ne misle “bolje džaba ležati, nego džaba raditi.”;"Unemployed people in Mostar don't think : ""It's better to lie around for free, rather than work for nothing.""";women;life together;2.0;;1.0;3;10.2;20.8;2022-02-12 00:00:00;10;2.0;Unemployment;20;8.0;Livelihoods;Rights & Dignity;Economic Activity & Livelihoods;;;0.595344;1.350943;0.0;0.400447;0.751049;0.671053
232;Kada lijepa radnica želi da se prebaci iz butika u pekaru, ne kažu svi, “Moja Vinka, gdje češ ti tako lijepa raditi u pekari?”;"When a beautiful worker wants to transfer from a boutique to a bakery, not everyone says : ""My Vinka, why would a beautiful girl like you work in a bakery?""";women;life together;;;3.0;3;20.2;22.1;;20;2.0;Hiring & employment;22;10.0;Gender norms;Economic Activity & Livelihoods;Culture & Society;0.0;3.0;0.595344;0.0;0.0;1.201342;0.415635;0.5
233;Roditelji ne očekuju da samo škola odgaja djecu.;Parents don't expect that only school raises their children.;youth;life together;;;3.0;3;15.2;19.0;2022-02-12 00:00:00;15;2.0;Infrastructure;19;0;Education;Culture & Society;Rights & Dignity;0.0;3.0;0.595344;0.0;0.0;1.201342;0.196848;0.648649
234;Mladi se ne udaljuju jedni od drugih zbog društvenih mreža.;Young people don't distance themselves from each other because of social media.;men;life together;1.0;2.0;;3;6.5;15.0;;6;5.0;Technology;15;0;Youth;Culture & Society;Culture & Society;;;0.595344;0.675472;1.884211;0.0;0.048818;0.532258
235;Dešavanja kao Advent traju cijelu godinu, a ne samo 10-15 dana;"Happenings like the winter market ""Advent"" last for the whole year and not just 10-15 days.";youth;life together;;;3.0;3;3.7;9.1;;3;7.0;Activities;9;10.0;City politics;Culture & Society;Rights & Dignity;;;0.595344;0.0;0.0;1.201342;0.167813;0.459184
236;Ako se smeće u Gornjm Zaliku kupi u 7 ujutro, ljudi ne iznose svoje smeće noć prije.;If the garbage in Gornji Zalik (Upper Zalik) is picked up at 7 AM, people don't take out their trash the night before.;women;life together;1.0;2.0;;3;18.1;3.2;;18;10.0;Waste management Services;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;-1.0;1.0;0.595344;0.675472;1.884211;0.0;0.219363;0.375
237;Kad stranci dođu u Mostar, ne kažu da je pun smeća.;When foreigners come to Mostar, they don't say it is full of trash.;women;life together;;1.0;2.0;3;20.4;18.0;;20;4.0;Tourism;18;0;Environment;Economic Activity & Livelihoods;Rights & Dignity;-1.0;1.0;0.595344;0.0;0.942105;0.800895;0.415635;0.397059
238;Ljude sa zapadne strane nije strah da pređu na istočnu.;People from the west side aren't afraid to cross to the east side.;women;life together;;;3.0;3;2.0;6.1;;2;0.0;Tranquility/Security;6;10.0;Us V Them;Security;Culture & Society;;;0.595344;0.0;0.0;1.201342;0.827427;0.528
274;Komšije ponude pomoć (korištenje kupatila) dok se renovira kupatilo u nečijem stanu;Neighbors offer help (using of the bathroom) during the renovation of a bathroom in someone's apartment.;women;life together;2.0;;;2;6.1;;2022-02-14 00:00:00;6;10.0;Us V Them;0;0;0;Culture & Society;0;;;0.396896;1.350943;0.0;0.0;0.032545;0.0
275;U Zaliku ljudi prihvataju jedni druge;People in Zalik accept each other.;youth;life together;1.0;;1.0;2;6.3;;;6;3.0;Social Trust;0;0;0;Culture & Society;0;1.0;1.0;0.396896;0.675472;0.0;0.400447;0.032545;0.0
276;Komšija pomaže komšiji u bašti;The neighbor helps their neighbor in the garden.;youth;life together;;2.0;;2;6.1;;2022-02-14 00:00:00;6;10.0;Us V Them;0;0;0;Culture & Society;0;;;0.396896;0.0;1.884211;0.0;0.032545;0.0
277;Djeca se ne počinju poistovjećivati s ekstremnim likovima.;Children are not beginning to identify themselves with extremist characters.;men;life together;;;2.0;2;8.0;15.0;;8;0.0;Nationalism;15;0;Youth;Culture & Society;Culture & Society;0.0;2.0;0.396896;0.0;0.0;0.800895;3.314815;0.354839
278;Novi stanari u Zaliku se prilagođavaju starim komšijama.;New tenants in Zalik adjust to the older residents.;men;life together;;1.0;1.0;2;3.2;6.0;;3;2.0;Public Ownership;6;0;Social Relations;Culture & Society;Culture & Society;-1.0;1.0;0.396896;0.0;0.942105;0.400447;0.111875;0.352
279;Svako ima svoje društvo, s kojima idu na kafu.;Everyone has their group of friends with whom they go for coffee.;women;life together;;;2.0;2;11.1;6.2;;11;10.0;Cafes and Space;6;2.0;Personal relationships;Culture & Society;Culture & Society;0.0;2.0;0.396896;0.0;0.0;0.800895;0.134233;0.352
280;Mame u Zaliku pozivaju jedna drugu kod sebe, kako bi im se djeca igrala.;Moms in Zalik call each other to come to their place so their kids can play.;women;life together;;;2.0;2;15.2;11.3;2022-02-12 00:00:00;15;2.0;Infrastructure;11;3.0;Individual Leisure;Culture & Society;Culture & Society;;;0.396896;0.0;0.0;0.800895;0.131232;0.330709
281;Kolegica druge vjere čestita nam Bajram, mi njoj Božić.;A coworker of a different religion congratulates us at Eid, and we her for Christmas.;women;life together;;;2.0;2;6.2;14.2;;6;2.0;Personal relationships;14;2.0;Interfaith relations;Culture & Society;Culture & Society;0.0;2.0;0.396896;0.0;0.0;0.800895;0.032545;0.666667
282;Medicinari koji rade na odjelu anestezije na Bijelom Brijegu slave sve praznike zajedno.;The medical staff who work at the anesthesia department at the University Clinical Hospital of Mostar in Bijeli Brijeg celebrate all holidays together.;women;life together;;;2.0;2;20.1;6.9;;20;10.0;Inclusivity;6;9.0;Ethno-religious identity;Economic Activity & Livelihoods;Culture & Society;0.0;2.0;0.396896;0.0;0.0;0.800895;0.27709;0.352
283;Šef dopušta mladiću koji radi u bolnici na Bijelom brijegu da petkom bude slobodan, kako bi išao na džumu.;The boss allows his employee who works at the University Clinical Hospital of Mostar in Bijeli Brijeg to be free on Fridays so that he can go to Friday prayer.;youth;life together;;;2.0;2;14.3;20.3;;14;3.0;Religious beliefs and practices;20;3.0;Worker's protection and rights;Culture & Society;Economic Activity & Livelihoods;0.0;2.0;0.396896;0.0;0.0;0.800895;3.314815;0.447368
284;Žena koja radi u bolnici, nikad nije osjetila da se neki pacijent boji, jer se zove Ante, Jovan ili Alija.;A woman who works at the hospital in Bijeli Brijeg never felt that some patient is afraid because they are called Ante, Jovan, or Alija.;women;life together;;;2.0;2;23.2;6.9;2022-02-12 00:00:00;23;2.0;0;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;;;0.396896;0.0;0.0;0.800895;2.386667;0.352
285;Čovjek iz Zalika je nazvao selam hodži kad su se sreli na odjelu onkologije na Bijelom brijegu.;A man from Zalik greeted salam to an imam when they ran into each other at the oncology department in (the hospital in) Bijeli Brijeg.;women;life together;;;2.0;2;14.0;23.2;2022-02-12 00:00:00;14;0.0;Religion;23;2.0;0;Culture & Society;Rights & Dignity;;;0.396896;0.0;0.0;0.800895;3.314815;0.333333
286;U Gornjem Zaliku ima rasvjeta do Strelišta.;In Gornju Zalik, there are street lights all the way until Strelište.;youth;life together;;;2.0;2;10.6;17.3;;10;6.0;Public utilities;17;3.0;Public Lighting;Rights & Dignity;Economic Activity & Livelihoods;;;0.396896;0.0;0.0;0.800895;0.500699;0.217822
287;Bivši borci, koji žive na Strelištu, imaju vodu.;Former military fighters, who live at Strelište, have water.;youth;life together;1.0;1.0;;2;10.6;17.0;;10;6.0;Public utilities;17;0;Infrastructure;Rights & Dignity;Economic Activity & Livelihoods;;;0.396896;0.675472;0.942105;0.0;0.500699;0.217822
288;Put do Strelišta nije loš.;The road to Strelište (Shooting range) isn't bad.;youth;life together;2.0;;;2;17.1;;;17;10.0;Roads;0;0;0;Economic Activity & Livelihoods;0;2.0;2.0;0.396896;1.350943;0.0;0.0;0.322232;0.0
289;U bolnici Južni logor ima dermatolog.;"A the Cantonal Hospital ""Dr. Safet Mujić"" there is a dermatologist.";women;life together;1.0;1.0;;2;23.2;;2022-02-12 00:00:00;23;2.0;0;0;0;0;Rights & Dignity;0;0.0;1.0;0.396896;0.675472;0.942105;0.0;2.386667;0.0
290;Političke stranke ne zavađaju ljude.;Political parties don't make people start arguments.;men;life together;;;2.0;2;9.9;4.0;;9;9.0;Political parties;4;0;Criminality and Legal Enforcement;Rights & Dignity;Rights & Dignity;;;0.396896;0.0;0.0;0.800895;0.243537;0.315789
291;Ljudi ne biraju na izborima stranke koje potiču ljude da prave nerede u gradu.;People do not vote during elections for parties that encourage people to make riots in the city.;men;life together;;;2.0;2;9.3;4.4;;9;3.0;Political functionality;4;4.0;Violent Crime;Rights & Dignity;Rights & Dignity;;;0.396896;0.0;0.0;0.800895;0.243537;0.315789
292;Djevojka, koja dolazi iz porodice pune para, ne ide na fakultet na silu, jer njena porodica to želi.;A girl, who comes from a rich family, isn't forced to go to university just because her family wants that.;women;life together;;;2.0;2;15.2;19.0;2022-02-12 00:00:00;15;2.0;Infrastructure;19;0;Education;Culture & Society;Rights & Dignity;0.0;2.0;0.396896;0.0;0.0;0.800895;0.131232;0.432432
293;U Zalik doseljavaju porodice iz čitave BiH.;Families from the whole Bosnia and Herzegovina come to live in Zalik;women;life together;;2.0;;2;1.0;;;1;0.0;Integration and Acceptance;0;0;0;Culture & Society;0;-2.0;2.0;0.396896;0.0;1.884211;0.0;0.377637;0.0
294;Advent s bogatim sadržajem okuplja ljude s obje strane grada;Winter market 'Advent' has a big variety of content which gathers people from both sides of the city.;youth;life together;;;2.0;2;3.7;6.9;;3;7.0;Activities;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;;;0.396896;0.0;0.0;0.800895;0.111875;0.352
295;Na Španskom trgu se održavaju koncerti.;On Španski trg (Spanish square) many concerts are held.;women;life together;;;2.0;2;3.1;3.7;;3;10.0;Open Spaces;3;7.0;Activities;Culture & Society;Culture & Society;0.0;2.0;0.396896;0.0;0.0;0.800895;0.111875;0.25
296;Mladi sa istočne strane jedu kolače u Egoistu;Young people from the east side come to cafe Egoist to eat cake and sweets.;youth;life together;;;2.0;2;11.1;2.3;;11;10.0;Cafes and Space;2;3.0;Movement;Culture & Society;Security;;;0.396896;0.0;0.0;0.800895;0.134233;0.372881
297;Kulturni centar Kralj Fahd ima kurseve koji su besplatni.;The cultural Center Kralj Fahd (King Fahd) has free classes.;youth;life together;;;2.0;2;19.2;;;19;2.0;Non-school based education;0;0;0;Rights & Dignity;0;;;0.396896;0.0;0.0;0.800895;1.209459;0.0
298;Ljudi u Zaliku ne bacaju šut od renoviranje tamo gdje se parkiraju auta.;People in Zalik don't throw garbage left from renovating where they park their cars.;youth;life together;2.0;;;2;18.2;21.1;;18;2.0;Waste prevention;21;10.0;Parking;Rights & Dignity;Culture & Society;;;0.396896;1.350943;0.0;0.0;0.146242;0.296296
299;Žena koja radi u Starom gradu ne dolazi kući sa jaknom punom papirića, jer u Starom gradu postoji dovoljno kanti.;A woman who works in the Old Town doesn't come home with her pockets filled with papers, as there are enough trash cans in the Old Town.;women;life together;;;2.0;2;18.1;10.6;;18;10.0;Waste management Services;10;6.0;Public utilities;Rights & Dignity;Rights & Dignity;0.0;2.0;0.396896;0.0;0.0;0.800895;0.146242;0.338462
348;Ne postoji strah od određenih tema, kao npr. ratne teme.;There is no fear of certain topics like war, for example.;women;life together;;;1.0;1;7.0;1.3;;7;0.0;Legacies of War;1;3.0;Social;Dealing with the Past;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;14.916667;0.151899
349;U Zaliku su ljudi spremni da pomognu jedni drugima, npr. organizuju humanitarne akcije;In Zalik people are ready to help each other, for example, organizing humanitarian activities.;men;life together;;;1.0;1;6.1;3.2;;6;10.0;Us V Them;3;2.0;Public Ownership;Culture & Society;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.016273;0.125
350;Ljudi se ne povlače u sebe i svoja 4 zida (mediji).;People don't hide within themselves and their four walls (media);youth;life together;;;1.0;1;11.3;13.0;;11;3.0;Individual Leisure;13;0;Media;Culture & Society;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.067117;1.0
351;Ljudi imaju doticaja sa ljudima sa druge strane grada;People are in contact with the people from the other side of town.;youth;life together;;;1.0;1;6.1;11.0;;6;10.0;Us V Them;11;0;Socializing;Culture & Society;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.016273;0.165354
352;Djeca se ne počinju poistovjećivati s navijačkim likovima;Kids aren't beginning to identify themselves with football fan characters;men;life together;;;1.0;1;15.0;8.3;;15;0.0;Youth;8;3.0;Sports and hooliganism;Culture & Society;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.065616;0.148148
353;Čovjek ne čeka po 3 godine da mu ostali stanari refundiraju troškove za uvođenje interfona.;A man doesn't wait for 3 years for the other tenants to reimburse the cost of intercom installation.;men;life together;;;1.0;1;6.1;;;6;10.0;Us V Them;0;0;0;Culture & Society;0;;;0.198448;0.0;0.0;0.400447;0.016273;0.0
354;Stanari su o svom trošku platili farbanje fasade.;The tenants paid for the painting of the facade with their own money.;men;life together;;1.0;;1;6.1;;2022-02-14 00:00:00;6;10.0;Us V Them;0;0;0;Culture & Society;0;-1.0;1.0;0.198448;0.0;0.942105;0.0;0.016273;0.0
355;Otpad iz mesnice Voloder se ne baca u kontejner.;Waste from the butcher's shop Voloder isn't thrown into a trash can.;men;life together;;1.0;;1;18.3;20.6;;18;3.0;Environmental Restoration;20;6.0;Small businesses;Rights & Dignity;Economic Activity & Livelihoods;-1.0;1.0;0.198448;0.0;0.942105;0.0;0.073121;0.223684
356;U Nsoftu radi omladina iz svih mogućih dijelova grada i oni odlično funkcionišu zajedno.;The youth from all parts of the city work at Nsoft and they work together very well.;women;life together;;;1.0;1;6.9;20.1;;6;9.0;Ethno-religious identity;20;10.0;Inclusivity;Culture & Society;Economic Activity & Livelihoods;0.0;1.0;0.198448;0.0;0.0;0.400447;0.016273;0.223684
357;Ljudi iz Zalika ne govore djevojci u oči da je divna, a iza njenih leđa svojoj djeci brane da se druže s njom.;People from Zalik don't tell a girl to her face that she is nice, but behind her back forbid their kids to hang out with her.;women;life together;;;1.0;1;1.1;22.0;;1;10.0;Personal value;22;0;Gender;Culture & Society;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.188819;0.166667
358;U Sparku, radi pokrivena djevojka, koja sjedi pored djevojke koje se zove Marija.;At Spark, a girl wearing hijab sits next to a girl called Marija.;women;life together;;;1.0;1;6.9;20.1;;6;9.0;Ethno-religious identity;20;10.0;Inclusivity;Culture & Society;Economic Activity & Livelihoods;;;0.198448;0.0;0.0;0.400447;0.016273;0.223684
359;Istočna strana ima sve (npr. prodavnice i kafiće), kao i zapadna strana.;The east side has everything (for example, shops and cafes) that the west side has too.;women;life together;;;1.0;1;17.0;20.0;;17;0.0;Infrastructure;20;0;Business;Economic Activity & Livelihoods;Economic Activity & Livelihoods;;;0.198448;0.0;0.0;0.400447;0.161116;0.223684
360;Od Strelišta prema gore ima rasvjete.;From Strelište (Shooting range) upwards there are street lights.;youth;life together;;;1.0;1;10.6;17.3;;10;6.0;Public utilities;17;3.0;Public Lighting;Rights & Dignity;Economic Activity & Livelihoods;;;0.198448;0.0;0.0;0.400447;0.25035;0.108911
361;Rješenja za parking u Mostaru nisu izdata samo na hrvatskom jeziku, tako da ih ljudi iz Bosne razumiju,;Parking rules in Mostar were not only issued in Croatian, so that people from Bosnia can understand them,;men;life together;;;1.0;1;6.8;9.1;;6;8.0;Language;9;10.0;City politics;Culture & Society;Rights & Dignity;0.0;1.0;0.198448;0.0;0.0;0.400447;0.016273;0.153061
362;Postoji centar za mlade u Mostaru, gdje oni mogu razvijati svoje vještine.;There is a youth center in Mostar, where the young people can develop their skills.;men;life together;;;1.0;1;19.2;15.1;;19;2.0;Non-school based education;15;10.0;Engagement;Rights & Dignity;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.60473;0.177419
363;U Starom gradu pored Šemovca kante nisu prepune smeća.;In the Old Town, next to Šemovac, the trash cans aren't overflowing.;women;life together;;;1.0;1;18.1;3.8;;18;10.0;Waste management Services;3;8.0;Condition;Rights & Dignity;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.073121;0.125
364;U Zaliku ima trotoar pa mame s kolicima mogu sigurno da se kreću.;In Zalik there are sidewalks, so that mothers with baby carriages can walk safely.;women;life together;;;1.0;1;17.1;21.3;;17;10.0;Roads;21;3.0;Pedestrian Safety;Economic Activity & Livelihoods;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.161116;0.148148
365;Žena hodže iz Zalika se liječi na Bijelom brijegu.;A hodja's wife from Zalik gets treated at the University Clinical Hospital of Mostar;men;life together;;;1.0;1;23.2;6.9;2022-02-12 00:00:00;23;2.0;0;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;1.193333;0.176
366;Žene, koje rade u Starom gradu, ne moraju doći ranije na posao tako da bi očistile smeće s kaldrme.;Women who work in the Old town don't have to come early to work to clean the trash from the cobblestones (in front of the shops).;men;life together;;;1.0;1;18.1;3.8;;18;10.0;Waste management Services;3;8.0;Condition;Rights & Dignity;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.073121;0.125
367;Dijete koje nema babu na položaju može dobiti posao kad stekne diplomu.;A kid who doesn't have a father with connections can get a job after receiving a diploma.;women;life together;;;1.0;1;4.2;20.2;;4;2.0;Corruption;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;0.0;1.0;0.198448;0.0;0.0;0.400447;0.348928;0.223684
