#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
137;"Na Starom Veležovom nije ispisan grafit ""Ti si prvak šugave države"".";"The graffiti ""You are the champion of the miserable country"" is not written at Stari Veležov.";women;peace;;1.0;4.0;5;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;-1;1;1.150794;0.0;1.091398;1.84127;0.371795;0.776173
138;U vrtiću ne postoji vršnjačko nasilje.;Peer violence does not exist in kindergarten.;men;peace;2.0;1.0;2.0;5;19.6;15.0;;19;6.0;School Behavior;15;0;Youth;Rights & Dignity;Culture & Society;1;1;1.150794;1.592157;1.091398;0.920635;0.349518;0.740741
139;Ljudi u Mostaru ne čitaju riječ “rat” svaki dan na društvenim mrežama.;"People in Mostar do not read the word ""war"" every day on social media.";women;peace;;2.0;3.0;5;7.0;6.5;;7;0.0;Legacies of War;6;5;Technology;Dealing with the Past;Culture & Society;-2;2;1.150794;0.0;2.182796;1.380952;8.826087;0.776173
140;U Zaliku nema buke.;There is no loud noise in Zalik;youth;peace;;4.0;1.0;5;3.0;2.0;;3;0.0;Public space;2;0;Tranquility/Security;Culture & Society;Security;-4;1;1.150794;0.0;4.365591;0.460317;0.746324;0.833333
155;Osjećamo da je cijeli grad naš, a ne do jedne tačke jeste, a od te tačke više nije.;We feel that the whole city is ours, not that from one point it is, but from that point on, it isn't.;youth;peace;1.0;1.0;2.0;4;3.2;1.3;;3;2.0;Public Ownership;1;3.0;Social;Culture & Society;Culture & Society;0;1;0.920635;0.796078;1.091398;0.920635;0.597059;0.405063
156;Momak koji se zove Adi ne misli da je kul ako se potuče sa momkom jer se zove Marko.;A boy named Adi doesn't think he is cool if he gets into a fight with a boy named Marko.;youth;peace;;1.0;3.0;4;6.1;15.5;;6;10.0;Us V Them;15;5;Inclusion;Culture & Society;Culture & Society;-1;1;0.920635;0.0;1.091398;1.380952;0.068172;0.592593
157;Ni ja niti moje prijateljice nismo odgojene da razdvajamo ljude po nacionalnosti.;Neither I nor my friends were raised to separate people by nationality.;youth;peace;;;4.0;4;6.1;15.5;;6;10.0;Us V Them;15;5;Inclusion;Culture & Society;Culture & Society;0;4;0.920635;0.0;0.0;1.84127;0.068172;0.592593
158;Ljudi u Zaliku imaju dobre odnose s komšijom.;People in Zalik have good relations with their neighbors.;men;peace;1.0;1.0;2.0;4;6.1;;;6;10.0;Us V Them;0;0;0;Culture & Society;0;0;1;0.920635;0.796078;1.091398;0.920635;0.068172;0.0
159;Hitna može doći do bolesnika u Zaliku, jer mu komšija nije parkirao auto ispred ulaza u kuću.;The emergency ambulance can come to the patient in Zalik, because his neighbor didn't park his car in front of the entrance of his (the patient's) house.;men;peace;1.0;1.0;2.0;4;6.1;21.1;;6;10.0;Us V Them;21;10.0;Parking;Culture & Society;Culture & Society;0;1;0.920635;0.796078;1.091398;0.920635;0.068172;0.852459
160;Megamarket daje popust 10% penzionerima svakog 10. u mjesecu.;Megamarket gives a 10% discount to retirees on the 10th of every month.;men;peace;;;4.0;4;20.0;6.1;;20;0.0;Business;6;10.0;Us V Them;Economic Activity & Livelihoods;Culture & Society;0;4;0.920635;0.0;0.0;1.84127;1.966102;0.620939
161;Učenici Bošnjaci i Hrvati iz Mašinske škole ne čekaju jedni druge da se pobiju.;Bosniak and Croatian students, who go to the High School of Mechanical Engineering, don't wait for each other to fight.;women;peace;2.0;1.0;1.0;4;19.6;19.3;;19;6.0;School Behavior;19;3.0;School inclusiveness;Rights & Dignity;Rights & Dignity;1;1;0.920635;1.592157;1.091398;0.460317;0.279614;0.793388
162;Djetetu u prvom osnovne mama neće reći “Srbi su ovakvi, Hrvati su onakvi, ti biraj samo svoje.”;"A mother won't tell her child in first grade, ""Serbs are like this, Croatians are like this, you choose only 'your people.'""";women;peace;2.0;1.0;1.0;4;16.5;6.1;;16;5.0;Drug rehab;6;10.0;Us V Them;Rights & Dignity;Culture & Society;1;1;0.920635;1.592157;1.091398;0.460317;203.0;0.620939
163;Žena iz Zalika bez problema ide pješke u bolnicu na Bijeli brijeg.;A woman from Zalik goes, without problem, on foot to the hospital on Bijeli Brijeg.;women;peace;1.0;2.0;1.0;4;2.3;22.3;;2;3.0;Movement;22;3.0;Safety and comfort;Security;Culture & Society;-1;1;0.920635;0.796078;2.182796;0.460317;0.468281;0.685714
164;MZ Zalik služi kao primjer drugima, jer u njoj nema međunacionalne netrpeljivosti.;The MZ Zalik serves as an example to others, because there is no interethnic intolerance in it.;men;peace;;2.0;2.0;4;6.9;6.3;;6;9.0;Ethno-religious identity;6;3.0;Social Trust;Culture & Society;Culture & Society;-2;2;0.920635;0.0;2.182796;0.920635;0.068172;0.620939
165;Ljudima ne trebaju ribarske čizme da pređu preko magistrale u Zaliku kada pada kiša.;People don't need fisherman boots to cross the highway in Zalik when it rains.;youth;peace;1.0;;3.0;4;17.1;10.6;;17;10.0;Roads;10;6.0;Public utilities;Economic Activity & Livelihoods;Rights & Dignity;1;1;0.920635;0.796078;0.0;1.380952;1.561538;0.75
166;Roditelji maloljetnih navijača, koji prave nerede, se sankcionišu.;Parents of underaged fans, who start riots, are sanctioned.;youth;peace;3.0;;1.0;4;4.1;9.3;;4;10.0;Sport & Hooliganism;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;3;1;0.920635;2.388235;0.0;0.460317;0.297436;0.781609
167;U Mostaru navijače jednog kluba ne napdaju navijači suprotnog kluba .;In Mostar, fans of one club are not attacked by fans of the opposite club.;youth;peace;1.0;;3.0;4;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;1;1;0.920635;0.796078;0.0;1.380952;0.297436;0.620939
168;Djevojka koja živi u Zaliku studira na zapadnoj strani grada.;A girl who lives in Zalik goes to school on the west side of the city.;women;peace;;1.0;3.0;4;19.3;6.9;;19;3.0;School inclusiveness;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;-1;1;0.920635;0.0;1.091398;1.380952;0.279614;0.620939
169;Studenti sa istočne strane poznaju studente sa zapadne strane.;Students from the east side know students from the west side.;women;peace;;;4.0;4;15.5;19.0;;15;5.0;Inclusion;19;0;Education;Culture & Society;Rights & Dignity;0;4;0.920635;0.0;0.0;1.84127;0.300741;0.793388
170;Zimski bazar se organizuje redovno, a ne samo kad se Mostar kandiduje za Prijestolnicu kulture.;The winter market is organized often, not just when Mostar is running for the Capital of Culture.;youth;peace;2.0;;2.0;4;19.4;9.1;;19;4.0;Student activities;9;10.0;City politics;Rights & Dignity;Rights & Dignity;2;2;0.920635;1.592157;0.0;0.920635;0.279614;0.781609
171;Vozači poštuju pješačke prelaze.;Drivers respect the pedestrian crossings.;men;peace;2.0;;2.0;4;21.2;21.3;;21;2.0;Traffic;21;3.0;Pedestrian Safety;Culture & Society;Culture & Society;2;2;0.920635;1.592157;0.0;0.920635;1.02396;0.852459
172;U Zaliku nema svađa.;In Zalik there are no arguments;youth;peace;1.0;3.0;;4;2.0;6.0;;2;0.0;Tranquility/Security;6;0;Social Relations;Security;Culture & Society;-2;1;0.920635;0.796078;3.274194;0.0;0.468281;0.620939
173;U Zaliku nema osoba koje su opasne po druge.;There are no people in Zalik who are dangerous to others.;youth;peace;1.0;;3.0;4;2.0;4.0;;2;0.0;Tranquility/Security;4;0;Criminality and Legal Enforcement;Security;Rights & Dignity;1;1;0.920635;0.796078;0.0;1.380952;0.468281;0.646154
174;Migranti ne provaljuju ljudima u stanove u Zaliku.;Immigrants don't break into flats in Zalik.;women;peace;1.0;3.0;;4;4.3;6.7;;4;3.0;Non-violent Crime;6;7.0;Immigration;Rights & Dignity;Culture & Society;-2;1;0.920635;0.796078;3.274194;0.0;0.297436;0.620939
175;Žena se osjeća sigurno da šeta sama s djetetom po mraku, jer nema migranata u Zaliku.;A woman feels safe to walk alone with her child at night because there are no immigrants in Zalik.;women;peace;2.0;1.0;1.0;4;22.3;6.7;;22;3.0;Safety and comfort;6;7.0;Immigration;Culture & Society;Culture & Society;1;1;0.920635;1.592157;1.091398;0.460317;3.866667;0.620939
196;Žene sa istočne strane su upoznale neke žene sa zapadne strane.;Women from the east side have met some women from the west side.;youth;peace;2.0;;1.0;3;22.0;1.3;;22;0.0;Gender;1;3.0;Social;Culture & Society;Culture & Society;2;1;0.690476;1.592157;0.0;0.460317;2.9;0.303797
197;Ljudi koji žive na lijevoj strani idu na desnu i obratno.;People who live on the east side go to the west one and vice versa.;men;peace;;1.0;2.0;3;2.3;;;2;3.0;Movement;0;0;0;Security;0;-1;1;0.690476;0.0;1.091398;0.920635;0.351211;0.0
198;Razgovori stanovnika, kao ova fokus grupa, pomažu rješavanju problema u zajednici.;Conversations between citizens, like this focus group, help solve problems in the community.;men;peace;1.0;;2.0;3;9.7;11.2;;9;7.0;Citizens' associations;11;2.0;Social;Rights & Dignity;Culture & Society;1;1;0.690476;0.796078;0.0;0.920635;0.411765;0.428571
199;Mali s Luke nije otpušten sa posla u hrvatskoj firmi jer je navijač Veleža.;A kid from Luka (neighborhood) wasn't fired from his job in a Croatian company because he is a fan of the football club Velež.;women;peace;;1.0;2.0;3;6.1;20.1;;6;10.0;Us V Them;20;10.0;Inclusivity;Culture & Society;Economic Activity & Livelihoods;-1;1;0.690476;0.0;1.091398;0.920635;0.051129;0.355932
200;Huligani Zrinjskog ne prijete da će uništiti firmu, ako vlasnik Hrvat ne otpusti momka koji je navijač Veleža.;Zrinjski's hooligans are not threatening to destroy the company if the Croat owner doesn't fire the guy who is a Velež fan.;women;peace;;;3.0;3;4.1;20.1;;4;10.0;Sport & Hooliganism;20;10.0;Inclusivity;Rights & Dignity;Economic Activity & Livelihoods;0;3;0.690476;0.0;0.0;1.380952;0.223077;0.355932
201;Policija ne dolazi do pekare Sunce zbog tuče između djece sa istočne i zapadne strane.;Police don't come to Bakery Sunce (Sun) because of the fights between kids from the east and west side.;women;peace;1.0;1.0;1.0;3;4.4;5.2;;4;4.0;Violent Crime;5;2.0;Interactions;Rights & Dignity;Armed Actors;0;1;0.690476;0.796078;1.091398;0.460317;0.223077;0.692308
202;Bošnjačko dijete koje ide u vrtiću „Sportić“ blizu Merkatora ne mora da tamo jede svinjetinu.;"The Bosniak child who goes to the kindergarten ""Sportić"" near Merkator does not need to eat pork there.";women;peace;1.0;1.0;1.0;3;19.3;14.3;;19;3.0;School inclusiveness;14;3.0;Religious beliefs and practices;Rights & Dignity;Culture & Society;0;1;0.690476;0.796078;1.091398;0.460317;0.209711;0.375
203;Žena iz Zalika se osjeća isto i na lijevoj i na desnoj strani.;A woman from Zalik feels the same on the left side and the right side (of the city).;women;peace;1.0;1.0;1.0;3;22.3;2.2;;22;3.0;Safety and comfort;2;2.0;Confidence;Culture & Society;Security;0;1;0.690476;0.796078;1.091398;0.460317;2.9;0.5
204;Žena iz Zalika ne dijeli Mostar na strane.;A woman from Zalik doesn't divide Mostar into sides.;women;peace;;2.0;1.0;3;1.3;6.1;;1;3.0;Social;6;10.0;Us V Them;Culture & Society;Culture & Society;-2;1;0.690476;0.0;2.182796;0.460317;0.963608;0.465704
205;Ne gledate zastave druge države u svojoj državi;You don't see flags of another country in your own country.;men;peace;2.0;;1.0;3;8.5;9.1;;8;5.0;Political Symbols;9;10.0;City politics;Culture & Society;Rights & Dignity;2;1;0.690476;1.592157;0.0;0.460317;20.3;0.586207
206;U Zaliku ima dovoljno ležećih policajaca.;In Zalik there are enough speed bumps.;youth;peace;;3.0;;3;21.2;21.3;;21;2.0;Traffic;21;3.0;Pedestrian Safety;Culture & Society;Culture & Society;-3;3;0.690476;0.0;3.274194;0.0;0.76797;0.639344
207;Ispred ambulante u Zaliku ima dovoljno parking mjesta za sve pacijente.;In front of the infirmary in Zalik there are enough parking spots for all patients.;men;peace;2.0;;1.0;3;23.2;21.1;2022-02-12 00:00:00;23;2.0;0;21;10.0;Parking;Rights & Dignity;Culture & Society;2;1;0.690476;1.592157;0.0;0.460317;2.9;0.639344
208;U kontejner u Gornjem Zaliku se tokom vjerskih praznika ne bacaju životinjske iznutrice.;During religious holidays, animal intestines aren't being thrown in the trash can in Gornji Zalik (Upper Zalik).;men;peace;2.0;1.0;;3;14.3;18.2;;14;3.0;Religious beliefs and practices;18;2.0;Waste prevention;Culture & Society;Rights & Dignity;1;1;0.690476;1.592157;1.091398;0.0;4.757812;0.55102
209;Centar za socijalni rad reaguje na vrijeme ako direktor OŠ Zalik prijavi da neka djece ne dolaze redovno u školu.;The Center for Social Work reacts on time if the director of the Zalik Elementary School reports that some children aren't coming to school on a regular basis.;men;peace;1.0;;2.0;3;19.6;9.3;;19;6.0;School Behavior;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;1;1;0.690476;0.796078;0.0;0.920635;0.209711;0.586207
210;Nadležne institucije sprečavaju navijačke nerede u Mostaru.;Authorities are preventing fan riots in Mostar.;men;peace;;;3.0;3;4.1;9.3;;4;10.0;Sport & Hooliganism;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;0;3;0.690476;0.0;0.0;1.380952;0.223077;0.586207
211;Kada stanovnik Zalika nešto prijavi mjesnoj zajednici, komisija koja dođe da pregleda taj problem ne dođe samo jednom ili dvaput, a da ništa ne riješi za 2 godine.;When a resident of Zalik reports something to the MZ, the commission that comes to review the problem does not come only once or twice, without solving anything in 2 years.;men;peace;;;3.0;3;9.6;9.3;;9;6.0;Mjesna zajednica;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;0;3;0.690476;0.0;0.0;1.380952;0.411765;0.586207
212;U osnovnoj školi djeca se uče kulturi življenja.;In primary school, children learn Culture of living.;men;peace;3.0;;;3;19.0;;;19;0.0;Education;0;0;0;Rights & Dignity;0;3;3;0.690476;2.388235;0.0;0.0;0.209711;0.0
213;Ljudi ne ostavljaju pse u Sjevernom logoru kad djeci počene škola, jer se više ne mogu igrati s njima.;People don't leave dogs in Sjeverni Logor (University Campus) when their kids start school because they can no longer play with them.;youth;peace;;;3.0;3;10.7;15.0;;10;7.0;Animals;15;0;Youth;Rights & Dignity;Culture & Society;0;3;0.690476;0.0;0.0;1.380952;0.792969;0.444444
214;Gradska uprava reaguje kad im građani prijave problem pasa lutalica.;The City Administration reacts when citizens report an issue with stray dogs to them.;men;peace;2.0;1.0;;3;10.7;9.3;;10;7.0;Animals;9;3.0;Political functionality;Rights & Dignity;Rights & Dignity;1;1;0.690476;1.592157;1.091398;0.0;0.792969;0.586207
215;Ne postoji MZ u Mostaru gdje se loše stvari dešavaju.;There isn't an MZ in Mostar where bad things happen.;women;peace;;;3.0;3;2.0;3.2;;2;0.0;Tranquility/Security;3;2.0;Public Ownership;Security;Culture & Society;0;3;0.690476;0.0;0.0;1.380952;0.351211;0.564706
216;Policija hapsi četiri žene iz Sarajeva poznate zbog džeparanja koje su došle u Mostar, a ne upozorava samo građane da se čuvaju,;Police arrest four women from Sarajevo known for pickpocketing who came to Mostar, and do not just warn citizens to beware.;women;peace;;;3.0;3;5.2;4.3;;5;2.0;Interactions;4;3.0;Non-violent Crime;Armed Actors;Rights & Dignity;0;3;0.690476;0.0;0.0;1.380952;15.615385;0.484615
240;Svi stanari čiste prostor oko svoje zgrade, a ne samo stanari iz 2 stana.;All tenants clean the space around their building, not just tenants from two flats.;men;peace;2.0;;;2;18.3;6.1;2022-02-14 00:00:00;18;3.0;Environmental Restoration;6;10.0;Us V Them;Rights & Dignity;Culture & Society;2;2;0.460317;1.592157;0.0;0.0;0.920635;0.310469
241;Čovjek rado ističe da živi u Zaliku, jer tu ljudi imaju empatiju prema drugima.;The man gladly points out that he lives in Zalik, because their people have empathy for others.;men;peace;;2.0;;2;3.2;6.3;;3;2.0;Public Ownership;6;3.0;Social Trust;Culture & Society;Culture & Society;-2;2;0.460317;0.0;2.182796;0.0;0.298529;0.310469
242;Konobar iz jednog kafića u Zaliku je trčao da uhvati osobu koja je opljačkala susjedni objekat.;A waiter from one cafe in Zalik ran to catch the person who robbed a neighboring building.;men;peace;;2.0;;2;4.3;3.2;;4;3.0;Non-violent Crime;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;-2;2;0.460317;0.0;2.182796;0.0;0.148718;0.376471
243;Ljudi ne donose 5-6 velikih crnih kesa punih smeća pa se kontejneri u Zaliku ne zatrpavaju.;People don't bring 5-6 big trash bags filled with garbage, so the trash cans in Zalik aren't overfilled.;men;peace;;2.0;;2;3.2;18.2;;3;2.0;Public Ownership;18;2.0;Waste prevention;Culture & Society;Rights & Dignity;-2;2;0.460317;0.0;2.182796;0.0;0.298529;0.367347
244;Ljudi ne bacaju namještaj pored kontejnera.;People don't throw furniture next to trash cans.;men;peace;;;2.0;2;3.2;18.2;;3;2.0;Public Ownership;18;2.0;Waste prevention;Culture & Society;Rights & Dignity;0;2;0.460317;0.0;0.0;0.920635;0.298529;0.367347
245;Navijači Zrinjskog ne naručuju namjerno hranu, tako da bi prebili dostavljača iz Korza koji je navijač Veleža.;Zrinjski's fans do not deliberately order food in order to beat up a delivery man from Korzo who is a Velež fan.;women;peace;;1.0;1.0;2;6.1;4.1;;6;10.0;Us V Them;4;10.0;Sport & Hooliganism;Culture & Society;Rights & Dignity;-1;1;0.460317;0.0;1.091398;0.460317;0.034086;0.323077
246;Roditelji uče djecu da je rat bio prije 30 godina, tako da oni nemaju mržnju prema drugim nacionalnostima.;Parents teach their kids that the war happened thirty years ago, therefore, they don't have hate towards other nationalities.;women;peace;;;2.0;2;7.3;19.5;;7;3.0;Education;19;5;Family-based Education;Dealing with the Past;Rights & Dignity;0;2;0.460317;0.0;0.0;0.920635;3.530435;0.396694
247;Roditelji uče djecu da ako je na primjer “Mate“ ubio nekog njegovog, “Ivo“ nije kriv za to.;"Parents teach their children that if, for example, ""Mate"" killed someone of his own, ""Ivo"" is not to blame for that";women;peace;;;2.0;2;17.3;19.5;;17;3.0;Public Lighting;19;5;Family-based Education;Economic Activity & Livelihoods;Rights & Dignity;0;2;0.460317;0.0;0.0;0.920635;0.780769;0.396694
248;Na zapadnoj strani nema djece koja ne znaju kako izgledaju ljudi sa istočne strane Mostara.;On the west side there are no kids who don't know how the east side of Mostar looks.;women;peace;1.0;1.0;;2;6.1;15.5;;6;10.0;Us V Them;15;5;Inclusion;Culture & Society;Culture & Society;0;1;0.460317;0.796078;1.091398;0.0;0.034086;0.296296
249;Komos kosi travu oko zgrada u Zaliku.;"Komos"" (public firm) mows the grass around the buldings in Zalik.";men;peace;;;2.0;2;10.6;3.8;;10;6.0;Public utilities;3;8.0;Condition;Rights & Dignity;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;0.528646;0.376471
250;U Zaliku, pješaci imaju više prostora za šetanje.;In Zalik, pedestrians have more space to take a walk.;women;peace;1.0;;1.0;2;11.3;17.1;;11;3.0;Individual Leisure;17;10.0;Roads;Culture & Society;Economic Activity & Livelihoods;1;1;0.460317;0.796078;0.0;0.460317;3.625;0.384615
251;Ispred pekare u Zaliku postoji trotoar za pješake.;In front of the bakery in Zalik there is a sidewalk for pedestrians;women;peace;1.0;1.0;;2;21.3;17.1;;21;3.0;Pedestrian Safety;17;10.0;Roads;Culture & Society;Economic Activity & Livelihoods;0;1;0.460317;0.796078;1.091398;0.0;0.51198;0.384615
252;Centar za socijalni rad ne govori samo: „Neće se to više ponoviti“, kad ih direktor OŠ Zalik obavijesti da neka djec ne dolaze redovno u školu.;"The Center for Social Work does not just say: ""It will not happen again"", when the director of the Zalik Elementary School informs them that some children do not come to school regularly.";men;peace;2.0;;;2;9.3;19.6;;9;3.0;Political functionality;19;6.0;School Behavior;Rights & Dignity;Rights & Dignity;2;2;0.460317;1.592157;0.0;0.0;0.27451;0.396694
253;Porodica, koja dobija pomoć od Centra za socijalni rad, redovno šalje svoju djecu u školu.;A family, which gets help from the Center for Social Work, regularly sends their kids to school.;men;peace;1.0;;1.0;2;10.0;19.0;;10;0.0;Social Programs / Social Services;19;0;Education;Rights & Dignity;Rights & Dignity;1;1;0.460317;0.796078;0.0;0.460317;0.528646;0.396694
254;Ljiljani kod Gradske vijećnice nisu minirani, kako bi se skrenula pažnja s činjenice da je Čović promijenio tok Radobolje.;The lilies at City Hall were not mined, in order to divert attention from the fact that Čović changed the path of the river Radobolja.;men;peace;;;2.0;2;4.4;4.2;;4;4.0;Violent Crime;4;2.0;Corruption;Rights & Dignity;Rights & Dignity;0;2;0.460317;0.0;0.0;0.920635;0.148718;0.323077
255;Navijači s područja MZ Zalik se ponašaju u skladu sa sportskim normama.;Football fans from the MZ Zalik behave in accordance with sport norms.;women;peace;2.0;;;2;12.0;6.3;;12;0.0;Sport;6;3.0;Social Trust;Culture & Society;Culture & Society;2;2;0.460317;1.592157;0.0;0.0;3.5;0.310469
256;Studenti se brzo prilagađavaju novim ljudima na univerzitetu.;Students quickly adapt to new people at the university.;women;peace;;;2.0;2;19.6;15.5;;19;6.0;School Behavior;15;5;Inclusion;Rights & Dignity;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;0.139807;0.296296
257;Djeca u Mostaru nisu podijeljeni u školama.;Kids in Mostar aren't divided in schools.;men;peace;1.0;;1.0;2;19.3;;;19;3.0;School inclusiveness;0;0;0;Rights & Dignity;0;1;1;0.460317;0.796078;0.0;0.460317;0.139807;0.0
258;Roditelji ne uče djecu navijačke pjesme Veleža i Zrinjskoga u trećem osnovne.;Parents don't teach their kids the fan songs of either (football clubs) Velež nor Zrinjski in the 3rd grade of middle school.;women;peace;2.0;;;2;15.2;6.1;2022-02-12 00:00:00;15;2.0;Infrastructure;6;10.0;Us V Them;Culture & Society;Culture & Society;2;2;0.460317;1.592157;0.0;0.0;0.15037;0.310469
259;Nijedan medij ne objavljuje lažne vijesti kako bi potakli nacionalizam.;Not one form of media posts fake news in order to encourage nationalism;women;peace;2.0;;;2;13.0;8.0;;13;0.0;Media;8;0;Nationalism;Culture & Society;Culture & Society;2;2;0.460317;1.592157;0.0;0.0;25.375;0.6
260;Navijačke grupe ne prelaze na drugu stranu grada radi tuče.;Football fans don't cross to the other side of the town because of fights.;women;peace;;;2.0;2;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;0.148718;0.310469
261;Ljudi u Zaliku ne bacaju smeće oko zgrada.;People in Zalik don't throw trash around the buildings;youth;peace;1.0;;1.0;2;3.2;18.2;;3;2.0;Public Ownership;18;2.0;Waste prevention;Culture & Society;Rights & Dignity;1;1;0.460317;0.796078;0.0;0.460317;0.298529;0.367347
262;Vozači ne voze namjerno brzo kroz lokve da poprskaju pješake.;Drivers don't drive fast through puddles on purpose just to splash pedestrians.;men;peace;1.0;1.0;;2;21.1;21.3;;21;10.0;Parking;21;3.0;Pedestrian Safety;Culture & Society;Culture & Society;0;1;0.460317;0.796078;1.091398;0.0;0.51198;0.42623
263;25 godina nakon rata ljudi stalno ne pričaju o miru.;25 years after the war people don't constantly talk about peace.;men;peace;;;2.0;2;7.0;1.0;;7;0.0;Legacies of War;1;0;Integration and Acceptance;Dealing with the Past;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;3.530435;0.202532
264;Policajci se ponašaju profesionalno.;Policemen act professionally.;youth;peace;;;2.0;2;5.1;;;5;10.0;Accountability;0;0;0;Armed Actors;0;0;2;0.460317;0.0;0.0;0.920635;10.410256;0.0
265;U Zaliku nema pljački.;In Zalik there aren't robberies.;youth;peace;1.0;1.0;;2;4.3;2.0;;4;3.0;Non-violent Crime;2;0;Tranquility/Security;Rights & Dignity;Security;0;1;0.460317;0.796078;1.091398;0.0;0.148718;0.333333
266;Majka s djecom ne pretrčava cestu kad je crveno svjetlo na semaforu.;A mother with children does not run across the road when the traffic light is red.;youth;peace;;;2.0;2;21.3;15.2;2022-02-12 00:00:00;21;3.0;Pedestrian Safety;15;2.0;Infrastructure;Culture & Society;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;0.51198;0.296296
267;Djevojka koja se vraća iz grada navečer, osjeća se sigurno čim prođe nadvožnjak na ulazu u Zalik.;A girl who is coming back from the city at night feels safe as soon as she passes the overpass at the entrance of Zalik.;men;peace;;1.0;1.0;2;22.3;2.3;;22;3.0;Safety and comfort;2;3.0;Movement;Culture & Society;Security;-1;1;0.460317;0.0;1.091398;0.460317;1.933333;0.333333
268;Ne osjećaju se tenzije kada se organizuje neki turnir na Španskom trgu.;When a football match is organized on the Španski trg (Spanish square), no tensions can be felt.;men;peace;1.0;;1.0;2;12.3;2.2;;12;3.0;Activities;2;2.0;Confidence;Culture & Society;Security;1;1;0.460317;0.796078;0.0;0.460317;3.5;0.333333
269;Žena koja ima dijete u drugom razredu, pusti dijete od 7 i po godina da ide samo u školu.;A woman whose has a child in the 2nd grade lets her seven and a half year old child go to school by himself.;women;peace;1.0;;1.0;2;15.2;2.2;2022-02-12 00:00:00;15;2.0;Infrastructure;2;2.0;Confidence;Culture & Society;Security;1;1;0.460317;0.796078;0.0;0.460317;0.15037;0.333333
270;Zalik je mjesto gdje možete ostaviti automobil otključan.;Zalik is a place where you can leave your car unlocked.;women;peace;2.0;;;2;21.0;2.2;;21;0.0;Motor Vehicles;2;2.0;Confidence;Culture & Society;Security;2;2;0.460317;1.592157;0.0;0.0;0.51198;0.333333
271;Ženi koja je prolazila pored Mašinske škole tokom bitke nije pala baklja na kosu.;A torch doesn't fall on a woman's head as she was walking past the High School of Mechanical Engineering during a fight.;women;peace;;;2.0;2;4.4;22.3;;4;4.0;Violent Crime;22;3.0;Safety and comfort;Rights & Dignity;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;0.148718;0.342857
272;Mama djevojke od 18 godina je sigurna pustiti svoje dijete da sama hoda po mraku, jer nema migranata u Zaliku.;The mother of an 18 year old girls feels safe to let her child walk alone in the dark, because there are no migrants in Zalik.;women;peace;;;2.0;2;6.7;22.3;;6;7.0;Immigration;22;3.0;Safety and comfort;Culture & Society;Culture & Society;0;2;0.460317;0.0;0.0;0.920635;0.034086;0.342857
273;Žena koja prolazi pored migranta koji stoji ispred ulaska u Mostar, ne mora da zaključa vrata auta, jer oni ne napadaju auta kad nude vozačima maramice.;A woman who passes by migrants which are standing in front of the entrance to Mostar does not need to lock the doors of her car, because they don't attack cars when offering drivers tissues.;women;peace;1.0;;1.0;2;6.7;22.3;;6;7.0;Immigration;22;3.0;Safety and comfort;Culture & Society;Culture & Society;1;1;0.460317;0.796078;0.0;0.460317;0.034086;0.342857
300;Ne osjeti se averzija prema ženama sa druge strane grada, kao ni prema muškarcima.;There is no aversion towards women on the other side of the city, nor to men.;youth;peace;1.0;;;1;6.1;1.3;;6;10.0;Us V Them;1;3.0;Social;Culture & Society;Culture & Society;1;1;0.230159;0.796078;0.0;0.0;0.017043;0.101266
301;"Ako vam kažu da je vuk strašan, nećete mu prići; mladima niko ne govori da su drugi strašni.";If someone tells you a wolf is scary, you won't come close to it. No one tells the young people that other people are scary.;youth;peace;1.0;;;1;15.5;6.1;;15;5.0;Inclusion;6;10.0;Us V Them;Culture & Society;Culture & Society;1;1;0.230159;0.796078;0.0;0.0;0.075185;0.155235
302;Čovjek iz Zalika se i danas pazi s bivšim komšijama Hrvatima.;A person from Zalik gets along with their ex neighbors who are Croats.;men;peace;1.0;;;1;6.9;6.1;;6;9.0;Ethno-religious identity;6;10.0;Us V Them;Culture & Society;Culture & Society;1;1;0.230159;0.796078;0.0;0.0;0.017043;0.155235
