#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
144.0;Ljudi u Mostaru ne trebaju vidjeti sliku na internetu da bi povjerovali da nedostaje novac za izgradnju kuće za neku obitelj.;People in Mostar don't need to see a picture on the internet to believe that there a lack of money to build a house for a family.;youth;peace;1.0;;2.0;3;6.5;1.3;;6;5.0;Technology;1;3.0;Social;Culture & Society;Culture & Society;1;1;0.788099;1.011173;0;1.100304;0.106722;1.297297
145.0;Ne dešavaju se sukobi izmedju navijačkih skupina u Mostaru.;There are no conflicts between [football] fan groups in Mostar.;youth;peace;;2.0;1.0;3;4.1;6.1;;4;10.0;Sport & Hooliganism;6;10.0;Us V Them;Rights & Dignity;Culture & Society;-2;1;0.788099;0.0;2;0.550152;1.630631;0.603774
146.0;Susjedi u stanu iznad se glasno ne svađaju.;The upstairs neighbors do not argue loudly.;women;peace;1.0;2.0;;3;6.2;6.12;;6;2.0;Personal relationships;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;-1;1;0.788099;1.011173;2;0.0;0.106722;0.603774
147.0;Rat nije ubio motivaciju kod ljudi u Mostaru.;The war didn't kill people's motivation in Mostar.;women;peace;;;3.0;3;7.0;2.2;;7;0.0;Legacies of War;2;2.0;Confidence;Dealing with the Past;Security;0;3;0.788099;0.0;0;1.650456;181;0.653846
148.0;Ljudi na Bijelom Brijegu ne bacaju smeće sa ulice prema kontejnerima.;People of Bijeli Brijeg do not toss debris into the bins from the street.;women;peace;1.0;2.0;;3;18.2;3.2;;18;2.0;Waste prevention;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;-1;1;0.788099;1.011173;2;0.0;1.262791;0.65625
149.0;Bageri su lijepo poravnali ulice po gradu, pa se ljudi mogu rolati.;Excavators have leveled the streets in the city so that people may rollerblade.;men;peace;;1.0;2.0;3;17.1;3.1;;17;10.0;Roads;3;10.0;Open Spaces;Economic Activity & Livelihoods;Culture & Society;-1;1;0.788099;0.0;1;1.100304;0.766949;0.65625
150.0;Na Trimuši je izgrađen park za pse.;A dog park was built at Trimuša.;woman;peace;1.0;;2.0;3;3.8;10.7;;3;8.0;Condition;10;7.0;Animals;Culture & Society;Rights & Dignity;1;1;0.788099;1.011173;0;1.100304;0.096964;0.428571
151.0;Nitko ne može postati policajac nakon što je dobio kaznu za kršenje javnog reda i mira.;After obtaining a sentence for breaking public order, no one can become a police officer.;men;peace;2.0;;1.0;3;5.1;4.0;;5;10.0;Accountability;4;0.0;Criminality and Legal Enforcement;Armed Actors;Rights & Dignity;2;1;0.788099;2.022346;0;0.550152;1.872414;0.72973
152.0;Imenovan je komesar policije, pa ima tko da potpisuje kazne.;A police commissioner has been appointed, therefore the sentences will be signed by someone.;men;peace;;;3.0;3;5.0;4.0;;5;0.0;Police;4;0.0;Criminality and Legal Enforcement;Armed Actors;Rights & Dignity;0;3;0.788099;0.0;0;1.650456;1.872414;0.72973
153.0;Policija ne dopušta da se huligani tuku pored njih.;Hooligans are not permitted to fight next to police officers.;men;peace;;;3.0;3;4.1;5.1;;4;10.0;Sport & Hooliganism;5;10.0;Accountability;Rights & Dignity;Armed Actors;0;3;0.788099;0.0;0;1.650456;1.630631;1.034483
154.0;Videonadzor se koristi da se identificiraju osobe koje prave nerede.;Video surveillance is used to identify rioters.;men;peace;2.0;;1.0;3;2.4;4.0;;2;4.0;Technology;4;0.0;Criminality and Legal Enforcement;Security;Rights & Dignity;2;1;0.788099;2.022346;0;0.550152;0.409502;0.72973
155.0;Političari poštuju jedni druge, pa i narod to isto radi.;Politicians and citizens both respect each other.;men;peace;3.0;;;3;9.5;1.0;;9;5.0;Political coexistence;1;0.0;Integration and Acceptance;Rights & Dignity;Culture & Society;3;3;0.788099;3.03352;0;0.0;0.836672;1.297297
156.0;Policija u Mostaru je sposobna rasvijetliti slučajeve.;The cases are being investigated by the police in Mostar.;men;peace;2.0;;1.0;3;5.0;;;5;0.0;Police;0;0.0;0;Armed Actors;0;2;1;0.788099;2.022346;0;0.550152;1.872414;0.0
157.0;Ljudi nemaju osjećaj da nema koristi zvati policiju;People don't believe that contacting the police is pointless.;women;peace;;;3.0;3;2.0;5.1;;2;0.0;Tranquility/Security;5;10.0;Accountability;Security;Armed Actors;0;3;0.788099;0.0;0;1.650456;0.409502;1.034483
158.0;Na poslu ne postoji milijun sitnica koji su “pressing,” tako da je atmosfera malo opuštenija.;"There aren't as many ""pressing"" issues at work, so the environment is a little more laid-back.";men;peace;2.0;;1.0;3;20.3;;;20;3.0;Worker's protection and rights;0;0.0;0;Economic Activity & Livelihoods;0;2;1;0.788099;2.022346;0;0.550152;0.870192;0.0
159.0;Muškarac sa Bijelog Brijega se slobodno kreće i izvan Mostara (npr. ide u Jablanicu, Nevesinje, Široki Brijeg).;A man from Bijeli Brijeg moves freely outside of Mostar (eg goes to Jablanica, Nevesinje, Široki Brijeg).;youth;peace;1.0;;2.0;3;2.3;6.9;;2;3.0;Movement;6;9.0;Ethno-religious identity;Security;Culture & Society;1;1;0.788099;1.011173;0;1.100304;0.409502;0.603774
160.0;U Mostaru ljudi mogu reći svoje mišljenje bez straha od posljedica (npr. po zaposlenje).;People in Mostar are free to express themselves without fear of consequences (eg for employment).;youth;peace;;;3.0;3;2.2;20.3;;2;2.0;Confidence;20;3.0;Worker's protection and rights;Security;Economic Activity & Livelihoods;0;3;0.788099;0.0;0;1.650456;0.409502;0.8125
182.0;Dosta studenata, većinom iz Hrvatske i drugih dijelova BiH, nakon pola godine života u Mostaru upoznaje mnogo ljudi.;After half a year in Mostar, many students, particularly from Croatia and other regions of Bosnia and Herzegovina, meet a lot of individuals.;youth;peace;;1.0;1.0;2;19.0;1.3;;19;0.0;Education;1;3.0;Social;Rights & Dignity;Culture & Society;-1;1;0.525399;0.0;1;0.550152;2.513889;0.864865
183.0;Mladež s Bijelog Brijega se druži u Orci.;Young people from Bijelo Brijeg hang out in Orka.;youth;peace;;1.0;1.0;2;15.0;11.0;;15;0.0;Youth;11;0.0;Socializing;Culture & Society;Culture & Society;-1;1;0.525399;0.0;1;0.550152;0.226533;0.294574
184.0;Mladež s Bijelog Brijega se druži u Teco.;Young people from Bijeli Brijeg hang out in Teco.;youth;peace;;;2.0;2;15.0;11.1;;15;0.0;Youth;11;10.0;Cafes and Space;Culture & Society;Culture & Society;0;2;0.525399;0.0;0;1.100304;0.226533;0.294574
185.0;Ljudi u Mostaru prikupljaju novac za ljude kojima je potrebna pomoć za liječenje;People in Mostar are raising money for people who need medical help;youth;peace;;2.0;;2;6.1;23.2;;6;10.0;Us V Them;23;2.0;0;Culture & Society;Rights & Dignity;-2;2;0.525399;0.0;2;0.0;0.071148;0.551724
186.0;Ako netko iz Azije ima manje oči, mladi ga ne izazivaju zbog toga.;Young people do not criticize people from Asia because of their smaller eyes.;youth;peace;;2.0;;2;1.0;15.5;;1;0.0;Integration and Acceptance;15;5.0;Inclusion;Culture & Society;Culture & Society;-2;2;0.525399;0.0;2;0.0;0.611486;0.361702
187.0;Ljudi u Mostaru su naučili poštivati ​​sve ljude, jer sve više turista dolazi u Mostar.;Since there are so many tourists in Mostar, the locals have learnt to appreciate everyone.;youth;peace;;1.0;1.0;2;1.3;20.4;;1;3.0;Social;20;4.0;Tourism;Culture & Society;Economic Activity & Livelihoods;-1;1;0.525399;0.0;1;0.550152;0.611486;0.541667
188.0;"Djevojka iz Mostara je pokrenula instagram stranicu ""pomozi.mojoj.nevjeri"".";"A girl from Mostar started an instagram page ""pomozi.mojoj.nevjeri"".";youth;peace;1.0;;1.0;2;6.5;22.0;;6;5.0;Technology;22;0.0;Gender;Culture & Society;Culture & Society;1;1;0.525399;1.011173;0;0.550152;0.071148;0.551724
189.0;Nitko na Bijelom Brijegu ne očekuje da će se dogoditi fizički sukob.;No one at Bijeli Brijeg anticipates a physical confrontation.;youth;peace;;1.0;1.0;2;2.2;3.3;;2;2.0;Confidence;3;3.0;Comfort;Security;Culture & Society;-1;1;0.525399;0.0;1;0.550152;0.273002;0.4375
190.0;Žena sa Bijelog Brijega u svome naselju nikada nije doživjela neugodnu situaciju.;A woman from Bijeli Brijeg has never experienced an unpleasant situation in her neighborhood.;women;peace;2.0;;;2;22.3;6.3;;22;3.0;Safety and comfort;6;3.0;Social Trust;Culture & Society;Culture & Society;2;2;0.525399;2.022346;0;0.0;1.560345;0.402516
191.0;Djeca imaju dovoljno prostora za igru na otvorenom na Bijelom Brijegu.;Children have enough space to play outdoors on Bijeli Brijeg.;men;peace;1.0;;1.0;2;15.0;3.1;;15;0.0;Youth;3;10.0;Open Spaces;Culture & Society;Culture & Society;1;1;0.525399;1.011173;0;0.550152;0.226533;0.4375
192.0;Bijeli Brijeg je dobro naselje za život, jer je sve u gradu blizu.;Since everything in the city is near by, Bijeli Brijeg is a good place to live.;men;peace;2.0;;;2;3.2;;;3;2.0;Public Ownership;0;0.0;0;Culture & Society;0;2;2;0.525399;2.022346;0;0.0;0.064643;0.0
193.0;Ljudi nakon okupljanja na Bijelom Brijegu navečer, ne ostave svoj otpad u kesama.;After gathering at Bijeli Brijeg in the evening, people do not leave their trash in bags.;men;peace;1.0;1.0;;2;3.2;18.2;;3;2.0;Public Ownership;18;2.0;Waste prevention;Culture & Society;Rights & Dignity;0;1;0.525399;1.011173;1;0.0;0.064643;0.465116
194.0;Nitko ne parkira svoje vozilo ispred vrata Konzuma pa 2 žene ujutro ne moraju čekati 3 h da uđu u Konzum na Bijelom Brijegu.;Since no one parked in front of Konzum's entrance, two ladies do not have to wait for three hours in the morning to access Konzum at Bijeli Brijeg.;men;peace;1.0;;1.0;2;21.1;20.0;;21;10.0;Parking;20;0.0;Business;Culture & Society;Economic Activity & Livelihoods;1;1;0.525399;1.011173;0;0.550152;0.75891;0.541667
195.0;Postavljene su manje korpe za otpatke uz prometnice, što olakšava održavanje čistoće grada.;Smaller waste bins have been placed along the roads, making it easier to keep the city clean.;men;peace;1.0;;1.0;2;10.6;18.1;;10;6.0;Public utilities;18;10.0;Waste management Services;Rights & Dignity;Rights & Dignity;1;1;0.525399;1.011173;0;0.550152;1.055394;0.465116
196.0;Postavljene korpe za otpatke se ne uništavaju.;Waste bins that have been installed are not destroyed.;men;peace;2.0;;;2;18.1;3.8;;18;10.0;Waste management Services;3;8.0;Condition;Rights & Dignity;Culture & Society;2;2;0.525399;2.022346;0;0.0;0.84186;0.4375
197.0;Cijela Trimuša je osvijetljena, a ne samo pojedini dijelovi (igralište, šetalište).;The entire Trimuša is illuminated, not just individual parts (playground, promenade).;youth;peace;2.0;;;2;3.8;17.3;;3;8.0;Condition;17;3.0;Public Lighting;Culture & Society;Economic Activity & Livelihoods;2;2;0.525399;2.022346;0;0.0;0.064643;0.40678
198.0;Kad dođeš kući navečer na Bijeli Brijeg, imaš gdje ostaviti auto.;You have a place to park your car when you return home to Bijeli Brijeg in the evening.;youth;peace;;1.0;1.0;2;21.1;;;21;10.0;Parking;0;0.0;0;Culture & Society;0;-1;1;0.525399;0.0;1;0.550152;0.75891;0.0
199.0;Ulaz na Bijeli Brijeg nije katastrofa – cesta je dovoljno široka.;"The road leading to Bijeli Brijeg is not bad; it is broad enough.";woman;peace;1.0;;1.0;2;17.1;;;17;10.0;Roads;0;0.0;0;Economic Activity & Livelihoods;0;1;1;0.525399;1.011173;0;0.550152;0.511299;0.0
200.0;Dječje igralište (krug) nije pretvoreno u parking.;The children's playground (circle) has not been turned into a parking lot.;woman;peace;1.0;;1.0;2;21.1;3.1;;21;10.0;Parking;3;10.0;Open Spaces;Culture & Society;Culture & Society;1;1;0.525399;1.011173;0;0.550152;0.75891;0.4375
201.0;Svi ljudi na Bijelom Brijegu plaćaju odvoz smeća;Garbage collection is paid for by everyone at Bijeli Brijeg.;woman;peace;;;2.0;2;18.1;;;18;10.0;Waste management Services;0;0.0;0;Rights & Dignity;0;0;2;0.525399;0.0;0;1.100304;0.84186;0.0
202.0;Ulice u jesen ne plivaju, jer se odvodi redovno čiste od lišća.;Since the drains are cleansed of leaves on a regular basis, the streets do not flood in the fall.;woman;peace;1.0;;1.0;2;10.6;17.1;;10;6.0;Public utilities;17;10.0;Roads;Rights & Dignity;Economic Activity & Livelihoods;1;1;0.525399;1.011173;0;0.550152;1.055394;0.40678
203.0;"Vladajuće stranke (SDA-HDZ) ne koriste probleme da ""nalože"" ljude kako bi ostali na vlasti.";In order to maintain power, the ruling parties (SDA-HDZ) do not use problems to convince voters.;men;peace;;;2.0;2;9.9;9.5;;9;9.0;Political parties;9;5.0;Political coexistence;Rights & Dignity;Rights & Dignity;0;2;0.525399;0.0;0;1.100304;0.557781;0.372881
204.0;Policija u Mostaru je sposobna zaštititi ljude.;Mostar's police is capable of protecting citizens.;men;peace;1.0;;1.0;2;5.0;;;5;0.0;Police;0;0.0;0;Armed Actors;0;1;1;0.525399;1.011173;0;0.550152;1.248276;0.0
205.0;Policija poduzima potrebne mjere po prijavi za nasilje, a ne maltretira ženu koja je to prijavila.;When a woman reports domestic violence, the police take the appropriate steps without harassing her.;women;peace;;;2.0;2;5.1;22.2;;5;10.0;Accountability;22;2.0;Gender based violence;Armed Actors;Culture & Society;0;2;0.525399;0.0;0;1.100304;1.248276;0.551724
206.0;Prijem novih policajaca nije politički problem.;New police officer recruitment is not a political issue.;women;peace;2.0;;;2;5.1;9.3;;5;10.0;Accountability;9;3.0;Political functionality;Armed Actors;Rights & Dignity;2;2;0.525399;2.022346;0;0.0;1.248276;0.372881
207.0;Novi gradonačelnik inicira pozitivne promjene i na taj način ulijeva nadu mladima (npr. rade se nove ceste).;The new mayor is making excellent improvements, which gives young people optimism (eg new roads are being built).;women;peace;1.0;;1.0;2;9.3;15.0;;9;3.0;Political functionality;15;0.0;Youth;Rights & Dignity;Culture & Society;1;1;0.525399;1.011173;0;0.550152;0.557781;0.361702
208.0;Ljudi ne moraju raditi za 600 KM.;People don't have to work for 600 KM.;men;peace;;;2.0;2;20.8;20.3;;20;8.0;Livelihoods;20;3.0;Worker's protection and rights;Economic Activity & Livelihoods;Economic Activity & Livelihoods;0;2;0.525399;0.0;0;1.100304;0.580128;0.541667
209.0;Režije su jeftinije, a ne kao da Elektroprivreda HZHB dovodi struju iz Australije.;The HZHB electrical company does not import electricity from Australia, thus overheads are lower.;men;peace;1.0;1.0;;2;10.6;20.8;;10;6.0;Public utilities;20;8.0;Livelihoods;Rights & Dignity;Economic Activity & Livelihoods;0;1;0.525399;1.011173;1;0.0;1.055394;0.541667
210.0;Mladi ljudi se mogu pronaći u privatnim firmama kao npr. Lasta, NSOFT, ZENDEV itd.;Private companies such as Lasta, NSOFT, ZENDEV, and others employ young people.;youth;peace;1.0;;1.0;2;20.5;20.2;;20;5.0;Youth employment;20;2.0;Hiring & employment;Economic Activity & Livelihoods;Economic Activity & Livelihoods;1;1;0.525399;1.011173;0;0.550152;0.580128;0.541667
211.0;Šetnja cijelim gradom je kao terapija.;Walking around the city is like therapy.;youth;peace;;;2.0;2;23.1;11.3;;23;10.0;Mental Health;11;3.0;Individual Leisure;Rights & Dignity;Culture & Society;0;2;0.525399;0.0;0;1.100304;1.560345;0.294574
212.0;U gradu se njeguje kultura odlaganja otpada - tj. sortira se otpad.;The city promotes a garbage disposal culture - i.e. waste is sorted.;men;peace;2.0;;;2;18.2;3.2;;18;2.0;Waste prevention;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;2;2;0.525399;2.022346;0;0.0;0.84186;0.4375
213.0;Djevojka sa Bijelog Brijega se ne boji da noću sama hoda velikim stepenicama.;The girl from Bijeli Brijeg is not afraid to walk the big stairs alone at night.;men;peace;1.0;;1.0;2;22.3;;;22;3.0;Safety and comfort;0;0.0;0;Culture & Society;0;1;1;0.525399;1.011173;0;0.550152;1.560345;0.0
214.0;Mladi u Mostaru imaju slobodu, jer mogu sami hodati.;Mostar's young people enjoy more freedom since they can take walks alone.;youth;peace;;;2.0;2;2.2;15.0;;2;2.0;Confidence;15;0.0;Youth;Security;Culture & Society;0;2;0.525399;0.0;0;1.100304;0.273002;0.361702
254.0;Ljudi iz različitih dijelova grada se navečer okupljaju na Bijelom Brijegu ljeti, jer je lijep pogled na grad.;In the summer, people from all around the city come to Bijeli Brijeg, because it has a beautiful view of the city.;men;peace;1.0;;;1;3.1;11.0;;3;10.0;Open Spaces;11;0.0;Socializing;Culture & Society;Culture & Society;1;1;0.2627;1.011173;0;0.0;0.032321;0.147287
255.0;U tržni centar Mepas svi dolaze.;Everyone comes to the Mepas shopping mall.;men;peace;;;1.0;1;3.1;1.3;;3;10.0;Open Spaces;1;3.0;Social;Culture & Society;Culture & Society;0;1;0.2627;0.0;0;0.550152;0.032321;0.432432
256.0;Muškarac sa Bijelog Brijega ne osjeća ni gram straha na Bijelom Brijegu.;At Bijeli Brijeg, a guy does not feel a single ounce of fear.;men;peace;;;1.0;1;2.2;;;2;2.0;Confidence;0;0.0;0;Security;0;0;1;0.2627;0.0;0;0.550152;0.136501;0.0
257.0;Mostar je primjer normalne multinacionalne sredine.;Mostar is a typical multinational environment.;men;peace;;1.0;;1;6.9;1.3;;6;9.0;Ethno-religious identity;1;3.0;Social;Culture & Society;Culture & Society;-1;1;0.2627;0.0;1;0.0;0.035574;0.432432
258.0;Dosta ljudi iz drugih mjesta dolaze i odlaze, jer je Mostar studentski grad.;Since Mostar is a student city, many individuals from different locations come and go.;youth;peace;;;1.0;1;2.3;19.3;;2;3.0;Movement;19;3.0;School inclusiveness;Security;Rights & Dignity;0;1;0.2627;0.0;0;0.550152;0.136501;0.25
259.0;Na Koledžu ujedinjenog svijeta u Mostaru se spajaju mnogi učenici različitih nacija.;The United World College in Mostar brings together students from all over the world.;youth;peace;;1.0;;1;19.3;;;19;3.0;School inclusiveness;0;0.0;0;Rights & Dignity;0;-1;1;0.2627;0.0;1;0.0;1.256944;0.0
260.0;Mi, kao narod u Mostar, vrlo lako prihvaćamo ljude druge boje.;We, the people of Mostar, are highly accepting of people of color.;youth;peace;;1.0;;1;1.3;;;1;3.0;Social;0;0.0;0;Culture & Society;0;-1;1;0.2627;0.0;1;0.0;0.305743;0.0
261.0;Na Bijelom Brijegu nema sukoba zbog nedostatka mjesta za parkiranje.;Even due to a lack of parking spots, there is no conflict at Bijeli Brijeg.;youth;peace;;;1.0;1;21.1;2.1;;21;10.0;Parking;2;10.0;Sense of safety;Culture & Society;Security;0;1;0.2627;0.0;0;0.550152;0.379455;0.217949
262.0;Kolega koji ima 20 godina može funkcionirati dobro s kolegom od 50 godina.;A 20-year-old colleague can get along with a 50-year-old colleague.;youth;peace;;1.0;;1;6.6;6.2;;6;6.0;Inter-generational Relations;6;2.0;Personal relationships;Culture & Society;Culture & Society;-1;1;0.2627;0.0;1;0.0;0.035574;0.201258
263.0;Kad je 2012. pao veliki snijeg, jedan čovjek je podijelio 2 vreće brašna od 10 kilograma sa susjedima u njegovoj zgradi.;During a snowfall in 2012, a man shared two bags of 10-pound flour with his neighbors.;youth;peace;;;1.0;1;6.1;1.1;2022-02-14;6;10.0;Us V Them;1;10.0;Personal value;Culture & Society;Culture & Society;0;1;0.2627;0.0;0;0.550152;0.035574;0.432432
264.0;Djeca u Mostaru poštuju druge rase.;Children from Mostar are tolerant to people of other races.;youth;peace;;;1.0;1;15.5;;;15;5.0;Inclusion;0;0.0;0;Culture & Society;0;0;1;0.2627;0.0;0;0.550152;0.113267;0.0
265.0;Ljudi u Mostaru daju novac prosjacima, jer im vjeruju.;Mostar residents donate money to beggars because they trust them.;youth;peace;;1.0;;1;6.1;1.3;;6;10.0;Us V Them;1;3.0;Social;Culture & Society;Culture & Society;-1;1;0.2627;0.0;1;0.0;0.035574;0.432432
266.0;Na Bijelom Brijegu ljeti, kada su otvoreni prozori, ljudi ne čuju buku.;During summer, people of Bijeli Brijeg do not hear noise through open windows.;women;peace;;1.0;;1;3.0;;;3;0.0;Public space;0;0.0;0;Culture & Society;0;-1;1;0.2627;0.0;1;0.0;0.032321;0.0
267.0;Na Bijelom Brijegu nema glasnih pijanki do kasno u noć.;There are no loud parties at Bijeli Brijeg in the late hours of the night.;women;peace;;1.0;;1;3.0;;;3;0.0;Public space;0;0.0;0;Culture & Society;0;-1;1;0.2627;0.0;1;0.0;0.032321;0.0
268.0;Na Bijelom Brijegu postoji kućni red pa se stanovi u zgradi ne renoviraju u vrijeme poslijepodnevnog odmora.;The apartments at Bijeli Brijeg are not renovated during the afternoon break due to home rules.;women;peace;1.0;;;1;6.12;17.4;;6;12.0;Neighbor Relations;17;4.0;Buildings;Culture & Society;Economic Activity & Livelihoods;1;1;0.2627;1.011173;0;0.0;0.035574;0.20339
269.0;Ljudima u Mostaru nije problem požaliti se na nešto, jer im drugi ljudi neće reći „šta ćeš ti“.;"People in Mostar have no issue complaining about something since no one will tell them ""what are you gonna do."" (belittling)";women;peace;;;1.0;1;1.1;1.3;;1;10.0;Personal value;1;3.0;Social;Culture & Society;Culture & Society;0;1;0.2627;0.0;0;0.550152;0.305743;0.432432
270.0;Mladi ljudi rade za strane firme i donose nove ideje u Mostar.;Young people work for foreign companies and bring new ideas to Mostar;women;peace;1.0;;;1;20.7;20.2;;20;7.0;Migration;20;2.0;Hiring & employment;Economic Activity & Livelihoods;Economic Activity & Livelihoods;1;1;0.2627;1.011173;0;0.0;0.290064;0.270833
271.0;Boćalište na Bijelom Brijegu je mjesto druženja penzionera;Bocce at Bijeli Brijeg is a place for retirees to socialize.;women;peace;;1.0;;1;11.1;10.5;;11;10.0;Cafes and Space;10;5.0;Retirees;Culture & Society;Rights & Dignity;-1;1;0.2627;0.0;1;0.0;0.073847;0.142857
272.0;UG Stope nade su organizirale druženje za žene;Stope Nade', a citizens' organization, hosted a gathering for women.;women;peace;1.0;;;1;9.7;22.4;;9;7.0;Citizens' associations;22;4.0;Gender based activites;Rights & Dignity;Culture & Society;1;1;0.2627;1.011173;0;0.0;0.278891;0.275862
273.0;SPES Centar organizira druženje.;Socializing is organized by the SPES Center.;women;peace;;1.0;;1;9.7;11.0;;9;7.0;Citizens' associations;11;0.0;Socializing;Rights & Dignity;Culture & Society;-1;1;0.2627;0.0;1;0.0;0.278891;0.147287
274.0;SPES Centar organizira vježbanje.;Exercise is organized by the SPES Center.;women;peace;;1.0;;1;9.7;23.5;;9;7.0;Citizens' associations;23;5.0;0;Rights & Dignity;Rights & Dignity;-1;1;0.2627;0.0;1;0.0;0.278891;0.275862
275.0;Kontejneri su postavljeni pored igrališta na Bijelom Brijegu.;The waste bins are placed next to the playground at Bijeli Brijeg.;men;peace;;;1.0;1;10.6;18.1;;10;6.0;Public utilities;18;10.0;Waste management Services;Rights & Dignity;Rights & Dignity;0;1;0.2627;0.0;0;0.550152;0.527697;0.232558
276.0;Pošta na Bijelom Brijegu nije pljačkana.;Bijeli Brijeg's post office was not robbed.;men;peace;;;1.0;1;4.3;;;4;3.0;Non-violent Crime;0;0.0;0;Rights & Dignity;0;0;1;0.2627;0.0;0;0.550152;0.543544;0.0
277.0;Pošta na Bijelom Brijegu nije zatvorena.;Bijeli Brijeg's post office is not closed.;men;peace;;1.0;;1;9.3;;;9;3.0;Political functionality;0;0.0;0;Rights & Dignity;0;-1;1;0.2627;0.0;1;0.0;0.278891;0.0
278.0;Ljudi sa Bijelog Brijega ne moraju zvati taksi da bi odvezli svoje smeće do najbližeg kontejnera, jer je predaleko.;Bijeli Brijeg residents don't need to call a taxi to transport their waste because the nearest waste bin is too far away.;men;peace;;;1.0;1;18.1;10.6;;18;10.0;Waste management Services;10;6.0;Public utilities;Rights & Dignity;Rights & Dignity;0;1;0.2627;0.0;0;0.550152;0.42093;0.142857
279.0;Postavljen je videonadzor kod hotel Ero.;Video surveillance has been installed at the Ero Hotel.;men;peace;1.0;;;1;2.4;3.8;;2;4.0;Technology;3;8.0;Condition;Security;Culture & Society;1;1;0.2627;1.011173;0;0.0;0.136501;0.21875
280.0;Komunalna služba Parkovi frekventnije odvozi otpad sa Bijelog Brijega.;"Bijelo Brijeg's waste is removed frequently by the ""Parkovi"" (The Parks) utility service.";men;peace;1.0;;;1;10.6;18.1;;10;6.0;Public utilities;18;10.0;Waste management Services;Rights & Dignity;Rights & Dignity;1;1;0.2627;1.011173;0;0.0;0.527697;0.232558
281.0;Kontejneri iza stadiona zamijenjeni su novim parkom.;A new park has taken the place of the waste bins behind the stadium.;youth;peace;;;1.0;1;3.1;18.1;;3;10.0;Open Spaces;18;10.0;Waste management Services;Culture & Society;Rights & Dignity;0;1;0.2627;0.0;0;0.550152;0.032321;0.232558
282.0;Na Trimuši je napravljen neki kafić.;A cafe was built at Trimuša.;youth;peace;;;1.0;1;3.8;17.0;;3;8.0;Condition;17;0.0;Infrastructure;Culture & Society;Economic Activity & Livelihoods;0;1;0.2627;0.0;0;0.550152;0.032321;0.20339
283.0;Čitavo naselje Bijeli Brijeg je osvijetljeno.;The entire settlement of Bijeli Brijeg is illuminated.;woman;peace;1.0;;;1;17.3;;;17;3.0;Public Lighting;0;0.0;0;Economic Activity & Livelihoods;0;1;1;0.2627;1.011173;0;0.0;0.25565;0.0
284.0;Komunalna preduzeća redovno čiste grad.;Utility companies clean the city on a regular basis.;woman;peace;1.0;;;1;10.6;18.1;;10;6.0;Public utilities;18;10.0;Waste management Services;Rights & Dignity;Rights & Dignity;1;1;0.2627;1.011173;0;0.0;0.527697;0.232558
285.0;"Zakon je isti prema svima, bez obzira koliko je netko ""moćan"".";"No matter how ""powerful"" someone is, the law applies to them all.";men;peace;;;1.0;1;4.2;9.2;;4;2.0;Corruption;9;2.0;Political accountability;Rights & Dignity;Rights & Dignity;0;1;0.2627;0.0;0;0.550152;0.543544;0.186441
286.0;U izbornoj godini se u eteru ne ističu problemi kako bi se ljudi naložili.;There is no discussion on air of concerns during an election year to avoid disagreements.;men;peace;;1.0;;1;9.2;13.1;;9;2.0;Political accountability;13;10.0;Traditional;Rights & Dignity;Culture & Society;-1;1;0.2627;0.0;1;0.0;0.278891;0.083333
287.0;Političari odstupaju sa svog položaja nakon 4 godine mandata, pa daju drugima priliku da rade.;Politicians quit after four years in government, allowing others to work.;men;peace;;;1.0;1;9.3;9.2;;9;3.0;Political functionality;9;2.0;Political accountability;Rights & Dignity;Rights & Dignity;0;1;0.2627;0.0;0;0.550152;0.278891;0.186441
288.0;Policija pronalazi lopove koji pljačkaju stanove u naselju ispod Bijelog Brijega.;In the Bijeli Brijeg settlement, police found criminals robbing apartments.;men;peace;1.0;;;1;5.2;4.3;;5;2.0;Interactions;4;3.0;Non-violent Crime;Armed Actors;Rights & Dignity;1;1;0.2627;1.011173;0;0.0;0.624138;0.243243
289.0;U Mostaru postoji dovoljan broj policajaca.;There are enough police officers in Mostar.;women;peace;1.0;;;1;5.0;;;5;0.0;Police;0;0.0;0;Armed Actors;0;1;1;0.2627;1.011173;0;0.0;0.624138;0.0
290.0;Ljudi s Bijelog Brijega imaju komunikaciju sa Gradom putem povjerenika MZ.;Through the local Mjesna zajednica is how residents of Bijeli Brijeg connect with the city.;women;peace;1.0;;;1;9.6;9.1;;9;6.0;Mjesna zajednica;9;10.0;City politics;Rights & Dignity;Rights & Dignity;1;1;0.2627;1.011173;0;0.0;0.278891;0.186441
291.0;Kreira se poduzetnička klima, tako što strani donatori daju novac građanima da rade projekte.;Foreign donors give money to residents to fund initiatives, which provides a variety of jobs.;women;peace;;;1.0;1;9.8;20.2;;9;8.0;Access to public funds;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;0;1;0.2627;0.0;0;0.550152;0.278891;0.270833
