#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
177;Mladi se i u Mostaru trude kao i vani (u inostranstvu);Young people in Mostar work as hard as they do outside (abroad);youth;life together;;1.0;1.0;2;15.1;15.4;;15;10.0;Engagement;15;4.0;Livelihoods;Culture & Society;Culture & Society;-1;1;0.561404;0.0;0.774194;1.082707;0.533333;1.2
178;Sportskom družtvu Reflex je čast što mogu pokazati dobar primjer saradnje;The Reflex Sports Association is proud to be able to set a positive example of cooperation.;men;life together;;1.0;1.0;2;12.4;9.7;;12;4.0;Inclusion;9;7.0;Citizens' associations;Culture & Society;Rights & Dignity;-1;1;0.561404;0.0;0.774194;1.082707;3.74026;0.708333
179;Učesnicima Blagaj Climbing Festa je bilo super;The participants of the Blagaj Climbing Fest found it great;men;life together;1.0;1.0;;2;12.4;3.7;;12;4.0;Inclusion;3;7.0;Activities;Culture & Society;Culture & Society;0;1;0.561404;0.742268;0.774194;0.0;3.74026;0.666667
180;2 škole pod jednim krovom ne razdvajaju djecu.;Children are not separated by two schools under one roof.;men;life together;1.0;1.0;;2;19.3;15.0;;19;3.0;School inclusiveness;15;0;Youth;Rights & Dignity;Culture & Society;0;1;0.561404;0.742268;0.774194;0.0;0.178882;1.2
181;Na Univerzitetu „Džemal Bijedić“ studenti pričaju jezikom kojim inače govore.;"Students of the ""Džemal Bijedić"" University communicate in the language they anyways speak.";women;life together;1.0;;1.0;2;6.8;19.3;;6;8.0;Language;19;3.0;School inclusiveness;Culture & Society;Rights & Dignity;1;1;0.561404;0.742268;0.0;1.082707;0.055814;0.657143
182;Mediji i lažne vijesti ne remete suživot.;The media and fake news do not disrupt coexistence.;men;life together;;;2.0;2;1.0;13.0;;1;0.0;Integration and Acceptance;13;0;Media;Culture & Society;Culture & Society;0;2;0.561404;0.0;0.0;2.165414;0.051948;0.666667
183;Kulturno-umjetničko društvo Blagaj je doprinjelo pomirenju, jer je dovodilo KUD-ove iz Hrvatske, Srbije, Crne Gore, Turske.;Blagaj's Cultural-Artistic Association helped to bring together Cultural-Artistic Associations from Croatia, Serbia, Montenegro, and Turkey, which helped to promote reconciliation.;youth;life together;;1.0;1.0;2;7.5;9.7;;7;5.0;Reconciliation;9;7.0;Citizens' associations;Dealing with the Past;Rights & Dignity;-1;1;0.561404;0.0;0.774194;1.082707;0.369231;0.708333
184;KUD Blagaj je probio led što se tiče pomirenja.;The Blagaj Cultural-Artistic Association broke the ice when it comes to reconciliation.;men;life together;2.0;;;2;7.5;9.7;;7;5.0;Reconciliation;9;7.0;Citizens' associations;Dealing with the Past;Rights & Dignity;2;2;0.561404;1.484536;0.0;0.0;0.369231;0.708333
235;Ističe se samo državna BiH zastava, kao univerzalna za sve;Only the state BiH flag stands out, as universal for all;youth;life together;;;1.0;1;8.5;1.3;;8;5.0;Political Symbols;1;3.0;Social;Culture & Society;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;4.8;0.196429
236;Život za manjinu je jednako dobar kao i za većinu;For the minority, life is just as good as it is for the majority.;men;life together;1.0;;;1;1.0;2.0;;1;0.0;Integration and Acceptance;2;0;Tranquility/Security;Culture & Society;Security;1;1;0.280702;0.742268;0.0;0.0;0.025974;0.194444
237;U KC Kralj Fahd više je ljudi drugih nacionalnosti koji prisustvuju kursevima nego Bošnjaka;There are more people of other nationalities in KC Kralj Fahd who attend the courses than Bosniaks;men;life together;;;1.0;1;19.2;6.9;"what are ""courses""? JF: it is free educational courses. I don't know if that is more important here than a religious code, however. I think the fact that it is Kralj Fahd (saudi) is important, even if it is the Kultural Centar (KC)";19;2.0;Non-school based education;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;0.089441;0.358333
238;Momak Bošnjak i djevojka pravoslavka mirno hodaju i kroz Banja Luku i kroz Blagaj.;A Bosniak boy and an Orthodox girl are peacefully walking through Banja Luka and Blagaj.;men;life together;;1.0;;1;2.3;6.9;;2;3.0;Movement;6;9.0;Ethno-religious identity;Security;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.142857;0.358333
239;Novi val iz Blagaja učestvovao u partnerstvu s Oliverom Arapovićem i organizacijom Majski cvijet u protestima za zaštitu Bunskih kanala;The Blagaj youth club 'Novi Val' took part in protests for the Buna canals' protection with Oliver Arapović and Majski cvijet organisation.;men;life together;1.0;;;1;9.7;18.0;;9;7.0;Citizens' associations;18;0;Environment;Rights & Dignity;Rights & Dignity;1;1;0.280702;0.742268;0.0;0.0;0.176471;0.5
240;Bošnjaci iz kurtoazije ne upiru prstom u krivca za rat.;As a courtesy, Bosniaks do not point fingers at the war's culprits.;men;life together;;1.0;;1;7.6;;;7;6.0;Intergroup;0;0;0;Dealing with the Past;0;-1;1;0.280702;0.0;0.774194;0.0;0.184615;0.0
241;Komšinica prebacuje pitu preko ograde mladom paru koji 2 godine živi u Blagaju.;A neighbor transfers a pie over the fence of a young couple who have lived in Blagaj for 2 years.;women;life together;1.0;;;1;6.2;6.12;;6;2.0;Personal relationships;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.027907;0.358333
242;Nestranačka ekipa, koja se samoinicijativno okupila u Blagaju, sadi drveće.;A non-partisan group, which gathers together in Blagaj out of their own self-initiatives, plants trees.;women;life together;;1.0;;1;18.3;6.4;;18;3.0;Environmental Restoration;6;4.0;Activism;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;8.0;0.358333
243;Nestranačka ekipa, koja se samoinicijativno okupila, pomažu ljudima u Blagaju (očiste nešto, unesu drva, slože ih, isijeku, itd);A non-partisan group has gathered in Blagaj on its own initiative to help Blagaj residents (to clean something, bring in firewood, stack it, cut it, etc.);women;life together;1.0;;;1;6.4;6.3;;6;4.0;Activism;6;3.0;Social Trust;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.027907;0.358333
244;Zajednice mladih ljudi od 25-35 godine, koji pomažu ljudima u zajednici, se često viđaju.;Young people aged 25-35, who help people in the community, frequently see each other.;women;life together;;1.0;;1;6.4;6.3;;6;4.0;Activism;6;3.0;Social Trust;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.027907;0.358333
245;Narod u Blaguju je pitom (hoće da žive jedni s drugima).;Blagaj's residents are tame (they will live with each other).;women;life together;1.0;;;1;1.3;6.3;;1;3.0;Social;6;3.0;Social Trust;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.025974;0.358333
246;Ljudi u Blagaju su jako susretljivi.;The people in Blagaj are very friendly.;women;life together;;1.0;;1;1.3;6.3;;1;3.0;Social;6;3.0;Social Trust;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.025974;0.358333
247;U Blagaju postoji dobra volja da se prave udruženja.;There is good will in Blagaj to form associations.;women;life together;;1.0;;1;9.7;3.2;;9;7.0;Citizens' associations;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.176471;0.333333
248;U Blagaju ima sadržaja za malu djecu, pa majka ne mora sjesti u auto i voditi svoje curice u Veliki park u Mostaru.;In Blagaj there is content for young children, so a mother does not need to sit in her car to take her daughters to the Big Park in Mostar.;women;life together;;1.0;;1;3.1;15.0;;3;10.0;Open Spaces;15;0;Youth;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.0768;0.6
249;U Blagaju postoje sadržaji koji povezuju roditelje i djecu.;There are facilities in Blagaj that connect parents and children.;women;life together;;1.0;;1;15.2;6.6;2022-02-12 00:00:00;15;2.0;Infrastructure;6;6.0;Inter-generational Relations;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.266667;0.358333
250;Djeca u Blagaju imaju mogucnosti da kažu svoje mišlenje šta ih zanima.;Blagaj children have the opportunity to voice their opinions on issues that they are interested in.say their thoughts about what interests them.;women;life together;;1.0;;1;15.1;;;15;10.0;Engagement;0;0;0;Culture & Society;0;-1;1;0.280702;0.0;0.774194;0.0;0.266667;0.0
251;Hrvatici iz Tomislavgrada je fino u Blagaju.;The Croat woman from Tomislavgrad feels nice in Blagaj.;women;life together;1.0;;;1;2.2;6.9;;2;2.0;Confidence;6;9.0;Ethno-religious identity;Security;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.142857;0.358333
252;U Blagaju muškarci nisu u uvjerenju da njihov glas treba da bude konačan.;"In Blagaj, men are not convinced that their voice should be final one.

";women;life together;1.0;;;1;22.0;6.11;;22;0.0;Gender;6;11.0;Cooperation & Coexistence;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.257143;0.358333
253;U Čaršiji se mogu vidjeti ljudi koji šetaju.;You can see people walking in Čaršija (city center of Blagaj).;women;life together;;1.0;;1;2.3;3.3;;2;3.0;Movement;3;3.0;Comfort;Security;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.142857;0.333333
254;Žena koja pije kafu, puši i sjedi sama kod „Abaza“ se osjeća fino.;"A woman sitting alone at ""Abaz's"", smoking and sipping coffee, feels fine.";women;life together;;1.0;;1;22.1;3.3;;22;10.0;Gender norms;3;3.0;Comfort;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.257143;0.333333
255;Ljudi nisu sami sebi zatvorili u kuću.;People did not shut (isolate) themselves in their homes.;women;life together;;1.0;;1;1.0;2.0;NOT CLEAR AT ALL but we think the codes are fine;1;0.0;Integration and Acceptance;2;0;Tranquility/Security;Culture & Society;Security;-1;1;0.280702;0.0;0.774194;0.0;0.025974;0.194444
256;Muškarci su više zainteresovani za organizovana druženja, a ne samo za sjedenje u kafiću.;Men are more interested in organized social activities, and not just sitting at a cafe.;women;life together;;;1.0;1;22.0;11.2;;22;0.0;Gender;11;2.0;Social;Culture & Society;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;0.257143;0.195122
257;Žene u Blagaju imaju kafić u kojem se druže.;Women in Blagaj have a cafe in which they socialize.;women;life together;1.0;;;1;22.4;11.1;;22;4.0;Gender based activites;11;10.0;Cafes and Space;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.257143;0.195122
258;Sve škole iz Mostara učestvuju na Summer Fest u Mostaru.;All schools from Mostar participate in the Summer Fest in Mostar.;women;life together;;;1.0;1;3.7;15.1;;3;7.0;Activities;15;10.0;Engagement;Culture & Society;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;0.0768;0.6
259;Ljudi u Mostaru nisu stranci jedni za druge.;Mostar residents aren't strangers to one another.;women;life together;1.0;;;1;1.3;6.2;;1;3.0;Social;6;2.0;Personal relationships;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.025974;0.358333
260;Djeca povratnika Hrvata i Srba se druže s bošnjačkom djecom u Blagaju.;Children of Croat and Serb returnees hang out with Bosniak children in Blagaj.;women;life together;;;1.0;1;15.5;7.2;;15;5.0;Inclusion;7;2.0;Returns;Culture & Society;Dealing with the Past;0;1;0.280702;0.0;0.0;1.082707;0.266667;0.216667
261;Ako Srbin iz Malog polja nešto radi na njivi, i Srbi i Muslimani idu da mu pomognu.;If a Serb from Malo Polje is working in the field, both Serbs and Muslims come to help him.;women;life together;;;1.0;1;6.3;6.9;;6;3.0;Social Trust;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;0.027907;0.358333
262;U Malom polju ima miješanih brakova.;In Malo Polje, there are mixed marriages.;women;life together;1.0;;;1;6.2;6.9;;6;2.0;Personal relationships;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.027907;0.358333
263;Hrvati iz Blagaja se druže sa Srbima iz Nevesinja.;Croats from Blagaj hang out with Serbs from Nevesinje.;women;life together;;;1.0;1;6.2;6.9;;6;2.0;Personal relationships;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;0.027907;0.358333
264;Ljudi različitih vjera se upoznavaju kroz posao.;Working together brings people of many religions closer together.;women;life together;1.0;;;1;6.9;20.0;;6;9.0;Ethno-religious identity;20;0;Business;Culture & Society;Economic Activity & Livelihoods;1;1;0.280702;0.742268;0.0;0.0;0.027907;0.217391
265;Postoje nadzorne kamere u Blagaju zbog krađa i saobraćajnih nesreća;Due to thefts and traffic accidents, Blagaj has surveillance cameras.;youth;life together;;;1.0;1;4.3;2.4;;4;3.0;Non-violent Crime;2;4.0;Technology;Rights & Dignity;Security;0;1;0.280702;0.0;0.0;1.082707;3.272727;0.194444
266;Glavna ulica u Mostaru ne izgleda kao da je rat tek završio.;The main street in Mostar does not look like the war has just ended.;women;life together;1.0;;;1;7.7;17.0;;7;7.0;Infrastructure;17;0;Infrastructure;Dealing with the Past;Economic Activity & Livelihoods;1;1;0.280702;0.742268;0.0;0.0;0.184615;0.177778
267;Žene, koje su u stranačkim odborima u Blagaju, imaju razumljevanja za obične građane.;Women, who are on party committees in Blagaj, have an understanding of ordinary citizens.;women;life together;1.0;;;1;9.3;22.0;;9;3.0;Political functionality;22;0;Gender;Rights & Dignity;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.176471;0.35
268;Mladi se zalažu da naprave promjene;Young people are committed to making changes.;youth;life together;;1.0;;1;15.1;6.4;;15;10.0;Engagement;6;4.0;Activism;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.266667;0.358333
269;Mali biznismeni se zalažu za zajednicu;Small business owners take a stand for the community.;youth;life together;1.0;;;1;20.6;3.2;;20;6.0;Small businesses;3;2.0;Public Ownership;Economic Activity & Livelihoods;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.313043;0.333333
270;Ima dovoljno slobodnog vremena nakon posla;There is enough free time after work;youth;life together;;;1.0;1;11.3;;;11;3.0;Individual Leisure;0;0;0;Culture & Society;0;0;1;0.280702;0.0;0.0;1.082707;0.439024;0.0
271;Sportsko družtvo Reflex ima saradnju s Nevesinjcem (Srbinom) koji nije nacionalno nastrojen.;The Reflex Sports Association collaborates with a non-ethnically minded man from Nevesinje (Serb).;men;life together;;1.0;;1;12.4;9.7;;12;4.0;Inclusion;9;7.0;Citizens' associations;Culture & Society;Rights & Dignity;-1;1;0.280702;0.0;0.774194;0.0;1.87013;0.354167
272;Blagaj je postao centar penjanja;Blagaj has become the center of sport climbing.;men;life together;;;1.0;1;12.3;20.4;;12;3.0;Activities;20;4.0;Tourism;Culture & Society;Economic Activity & Livelihoods;0;1;0.280702;0.0;0.0;1.082707;1.87013;0.217391
273;Na Blagaj Climbing Festu je bilo 40 volontera iz Banja Luke, Zadra, Zagreba, Mostara itd.;There were 40 volunteers from Banja Luka, Zadar, Zagreb, Mostar, etc. at the Blagaj Climbing Fest.;men;life together;;1.0;;1;12.4;3.4;;12;4.0;Inclusion;3;4.0;Integration;Culture & Society;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;1.87013;0.333333
274;Događaji kao turniri u Blagaju okupljaju ljude svih vjera;Events such as tournaments in Blagaj bring people of different religions together.;women;life together;;;1.0;1;12.4;14.2;;12;4.0;Inclusion;14;2.0;Interfaith relations;Culture & Society;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;1.87013;0.166667
275;U Blagaju djeca sva djeca idu zajedno u školu (Bošnjaci, Hrvati, Srbi).;All children in Blagaj go to school together (Bosniaks, Croats, Serbs).;youth;life together;;;1.0;1;19.3;15.5;;19;3.0;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;0;1;0.280702;0.0;0.0;1.082707;0.089441;0.6
276;U Blagaju se organizuju razni kursevi (računari, šivanje).;Various courses (computers, sewing) are organized in Blagaj.;men;life together;;;1.0;1;19.2;;;19;2.0;Non-school based education;0;0;0;Rights & Dignity;0;0;1;0.280702;0.0;0.0;1.082707;0.089441;0.0
277;Visokoškolske ustanove upisuju djecu svih nacionalnosti.;Higher education institutions enroll children of all nationalities.;women;life together;1.0;;;1;19.3;15.5;;19;3.0;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.089441;0.6
278;U Mostaru više ne postoji paradoks, da su hrvatska i bošnjačka djeca odvojena po spratovima u Gimnaziji Mostar, dok na 3. spratu u Koledžu ujedinjenog svijeta djeca iz 35 zemalja idu zajedno u školu.;The paradox in Mostar, where Croat and Bosniak students are divided on different floors of the Mostar Gymnasium, but children of the United World College from 35 nations attend school together on the 3rd floor, is no longer present.;women;life together;1.0;;;1;19.3;15.5;;19;3.0;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.089441;0.6
279;U učionici na Univerzitetu „Džemal Bijedić“ su svi studenti isti, bez obzira na njihovo ime i prezime.;"All students of the University of ""Džemal Bijedić"" University are equal in the classroom, regardless of their first and last names.";women;life together;;1.0;;1;19.3;15.5;;19;3.0;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.089441;0.6
280;Srednju elektrotehničku školu na istočnoj strani pohađaju 2 učenika iz Nevesinja.;Two students from Nevesinje attend the Electrical Engineering High School in the east side.;women;life together;;1.0;;1;19.3;15.5;;19;3.0;School inclusiveness;15;5;Inclusion;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.089441;0.6
281;Osnovne i srednje škole nisu podijeljene po nacionalnoj osnovi.;Primary and secondary schools are not divided on a national basis.;women;life together;;1.0;;1;19.3;6.1;;19;3.0;School inclusiveness;6;10.0;Us V Them;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.089441;0.358333
282;Djeca popa iz Blagaja, koji žive pedo hoda od škole u Blagaju, idu u školu u Blagaju, a ne na Buni.;The children of the Blagaj priest, who are within walking distance to the Blagaj school, attend school in Blagaj, and not in Buna.;women;life together;1.0;;;1;6.1;19.3;;6;10.0;Us V Them;19;3.0;School inclusiveness;Culture & Society;Rights & Dignity;1;1;0.280702;0.742268;0.0;0.0;0.027907;0.328571
283;Kada se organizuju muzički festivali;Music festivals are organized.;youth;life together;;;1.0;1;3.7;;;3;7.0;Activities;0;0;0;Culture & Society;0;0;1;0.280702;0.0;0.0;1.082707;0.0768;0.0
284;Svi KUD-ovi koji su dolazili u Blagaj su bili dobro ugošćeni.;Every Cultural-Artistic Association that visited Blagaj was warmly welcomed.;men;life together;;1.0;;1;1.3;9.7;;1;3.0;Social;9;7.0;Citizens' associations;Culture & Society;Rights & Dignity;-1;1;0.280702;0.0;0.774194;0.0;0.025974;0.354167
285;Od nacionalizma nema ništa;From nationalism comes nothing.;men;life together;1.0;;;1;1.3;8.0;;1;3.0;Social;8;0;Nationalism;Culture & Society;Culture & Society;1;1;0.280702;0.742268;0.0;0.0;0.025974;0.3
286;Ljudi koji dolaze u Udruženju Zajedno za naš grad u Mostaru svaki dan imaju organizovan obrok.;Visitors to the Together for Our City Association in Mostar are served an organized meal every day.;women;life together;;1.0;;1;9.7;;;9;7.0;Citizens' associations;0;0;0;Rights & Dignity;0;-1;1;0.280702;0.0;0.774194;0.0;0.176471;0.0
287;Abrašević okupljaj ljude svih vjera.;Abrašević brings people of all religions together.;women;life together;;1.0;;1;9.7;6.9;;9;7.0;Citizens' associations;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.176471;0.358333
288;Mostar Rock School okupljaju mlade svih vjera.;Mostar Rock School brings young people of different religions together.;women;life together;;1.0;;1;19.2;6.9;;19;2.0;Non-school based education;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.089441;0.358333
289;Djeca iz Blagaja idu u Mostarski teatar mladih.;Children from Blagaj go to the Mostar Youth Theater.;women;life together;;1.0;;1;9.7;15.0;;9;7.0;Citizens' associations;15;0;Youth;Rights & Dignity;Culture & Society;-1;1;0.280702;0.0;0.774194;0.0;0.176471;0.6
290;U Salakovcu je organizovana škola za djecu izbjeglice.;A school for refugee children has been organized in Salakovac.;women;life together;;;1.0;1;19.0;;;19;0.0;Education;0;0;0;Rights & Dignity;0;0;1;0.280702;0.0;0.0;1.082707;0.089441;0.0
